id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
27,A meta fusion model combining geographic data and twitter sentiment analysis for predicting accident severity,Khan A.N.,2025-12-01,15,,10.1038/s41598-025-91484-0,SCOPUS_ID:105010613441
28,Domain-enhanced dual-branch model for efficient and interpretable accident anticipation,Guan Y.,2025-12-01,5,,10.1016/j.commtr.2025.100214,SCOPUS_ID:105018475116
29,T-S fuzzy approach for real-time vehicle state estimation and road safety enhancement,Saber M.,2025-12-01,15,,10.1038/s41598-025-19076-6,SCOPUS_ID:105018274590
30,Real-time driver drowsiness detection using transformer architectures: a novel deep learning approach,Hassan O.F.,2025-12-01,15,,10.1038/s41598-025-02111-x,SCOPUS_ID:105005555166
31,Lane-change risk prediction model based on traffic context and driving styles,Ren Y.,2025-12-01,15,,10.1038/s41598-025-19035-1,SCOPUS_ID:105018259862
32,Optimization of rural infrastructure conservation in the peruvian highlands using the HDM-4 model and the analytic hierarchy process,Ccorahua U.,2025-12-01,28,,10.1016/j.rineng.2025.107240,SCOPUS_ID:105015970617
33,Predictive modeling of gaze patterns in drivers: a machine learning approach with tobii glass 2,Ndunguru D.D.,2025-12-01,17,5533-5548,10.1007/s41870-024-01814-0,SCOPUS_ID:85189443478
34,Efficient traffic management with adaptive SDN in vehicular networks,Rajan S.J.,2025-12-01,15,,10.1038/s41598-025-96365-0,SCOPUS_ID:105003281026
35,"The effect of pre-crash variables on occupants’ injury risk in car impacts: assessment by feature ranking, regression, and machine learning for increasing injury scales",Gulino M.S.,2025-12-01,17,,10.1186/s12544-025-00736-7,SCOPUS_ID:105013844288
36,Lightweight deep learning for real-time road distress detection on mobile devices,Hu Y.,2025-12-01,16,,10.1038/s41467-025-59516-5,SCOPUS_ID:105004285869
37,Social network analysis in driver monitoring systems: understanding the impact of predictive models on driver safety,Madhumita S.,2025-12-01,15,,10.1007/s13278-025-01420-3,SCOPUS_ID:105002814936
38,Real-time vehicle detection and speed estimation system using Raspberry Pi and camera module,Jyothi B.,2025-12-01,14,4962-4973,10.11591/eei.v14i6.9931,SCOPUS_ID:105024122575
39,Integrating deep learning and statistical models for traffic prediction and accident prevention in smart cities,Sharrab Y.O.,2025-12-01,28,,10.1007/s10586-025-05741-y,SCOPUS_ID:105019943403
40,Does brain connectivity hold the key to safer roads? EEG-based fatigue detection in young drivers using interpretable deep learning,Zhou Y.,2025-12-01,223,,10.1016/j.aap.2025.108251,SCOPUS_ID:105016993034
41,Development of decay curve for paint pavement marking using machine learning and generalized estimation equation,Dimauro G.A.,2025-12-01,6,,10.1186/s43065-025-00124-4,SCOPUS_ID:105000471651
42,Research on restraint strategies for rearward-reclined occupants in a frontal rigid barrier crash,Zhang D.,2025-12-01,15,,10.1038/s41598-025-86681-w,SCOPUS_ID:85216996384
43,Zone-specific real-time traffic conflict risk modeling for freeway tunnels: a CrossTabNet approach,Jin J.,2025-12-01,223,,10.1016/j.aap.2025.108274,SCOPUS_ID:105018050041
44,Investigating factors influencing injury severity in crashes involving vulnerable road users in Pakistan,Junaid M.,2025-12-01,15,,10.1038/s41598-025-16477-5,SCOPUS_ID:105015089735
45,Exploring the role of virtual reality in preparing emergency responders for mass casualty incidents,Lochmannová A.,2025-12-01,14,,10.1186/s13584-025-00681-9,SCOPUS_ID:105002706572
46,Uncovering maritime accident causation: A two-phase framework based on multi-layer data-driven Bayesian network,Liu J.,2025-11-30,340,,10.1016/j.oceaneng.2025.122444,SCOPUS_ID:105012945298
47,A pollution occurrence prediction model based on data-driven approaches for Canadian waters,Sevgili C.,2025-11-15,339,,10.1016/j.oceaneng.2025.122163,SCOPUS_ID:105010702814
48,Coverage-guaranteed speech emotion recognition via calibrated uncertainty-adaptive prediction sets,Jia Z.,2025-11-15,159,,10.1016/j.engappai.2025.111721,SCOPUS_ID:105011256665
49,STP-Net: Spatiotemporal graph neural network incorporating global brain functional network partitioning for driver fatigue monitoring,Zhu J.,2025-11-04,329,,10.1016/j.knosys.2025.114294,SCOPUS_ID:105014006935
50,Temporal heterogeneity in traffic crash delays: causal inference from multi-scale time factors and sample-wise structural decomposition,Wang J.,2025-11-01,222,,10.1016/j.aap.2025.108220,SCOPUS_ID:105014523631
51,Integration of LiDAR and optical bonding LCD for intelligent blind curve detection systems,Fida H.,2025-11-01,7,,10.1007/s42452-025-07597-8,SCOPUS_ID:105019075643
52,Interpretable machine learning for imbalanced pedestrian injury severity prediction in urban Jordan,Al Hasanat H.A.,2025-11-01,37,,10.1007/s44444-025-00053-3,SCOPUS_ID:105019537436
53,Enhancing Driver Monitoring Systems Based on Novel Multi-Task Fusion Algorithm,Vijeikis R.,2025-11-01,25,,10.3390/s25216799,SCOPUS_ID:105021503920
54,Effects of adopting voice assistants countermeasures on alerting drowsy drivers across age,Zhang W.,2025-11-01,129,,10.1016/j.apergo.2025.104616,SCOPUS_ID:105012636997
55,Nonverbal communication between cars: Influence of taillight expressions on message delivery effectiveness,Hou G.,2025-11-01,110,,10.1016/j.ergon.2025.103847,SCOPUS_ID:105022594102
56,An Efficient Drowsiness Detection Framework for Improving Driver Safety Through Supervised Learning Models,Harb H.,2025-11-01,16,,10.3390/wevj16110620,SCOPUS_ID:105023135549
57,Convolutional Dual-Attention-Network (CDAN): A multiple light intensities based driver emotion recognition method,Ahamed A.,2025-11-01,112,,10.1016/j.jvcir.2025.104558,SCOPUS_ID:105014934854
58,"Objective data-driven insights into pedestrian decisions, comprehensibility, and perceived safety of autonomous vehicles with varied eHMIs: Evidence from a real-world experiment",Tang T.,2025-11-01,222,,10.1016/j.aap.2025.108227,SCOPUS_ID:105015146718
59,The Design and Assessment of a Virtual Reality System for Driver Psychomotor Evaluation,Veloz J.L.,2025-11-01,6,,10.3390/eng6110301,SCOPUS_ID:105022904921
60,IoT-based crash detection system,Pramudhita A.N.,2025-10-30,3334,,10.1063/5.0295189,SCOPUS_ID:105022935841
61,"Eyes on the Road, Mind Beyond Vision: Context-Aware Multi-modal Enhanced Risk Anticipation",Zhang J.,2025-10-27,,12054-12063,10.1145/3746027.3755378,SCOPUS_ID:105024066975
62,Traffic Accident Prediction Considering Imbalanced Data: An Interpretable Machine Learning Model,Tu M.,2025-10-01,23,3182-3196,10.1007/s12555-025-0032-7,SCOPUS_ID:105019394282
63,MRI-Copula: A Hybrid Copula–Machine Learning Framework for Multivariate Risk Indexing in Urban Traffic Safety,Alanazi F.,2025-10-01,17,,10.3390/su17209210,SCOPUS_ID:105020207511
64,Optimizing Traffic Accident Severity Prediction with a Stacking Ensemble Framework,El Mallahi I.,2025-10-01,16,,10.3390/wevj16100561,SCOPUS_ID:105020252466
65,UAV-Based Transport Management for Smart Cities Using Machine Learning,Balivada S.,2025-10-01,8,,10.3390/smartcities8050154,SCOPUS_ID:105020191502
66,Privacy-preserving data sharing scheme based on federated learning in Internet of Vehicles,Sun J.,2025-10-01,271,,10.1016/j.comnet.2025.111628,SCOPUS_ID:105013641161
67,A Novel Driver Fatigue Detection Method Based on Dual-Stream Swin-Transformer,Xu M.,2025-10-01,E108.D,1270-1274,10.1587/transinf.2024EDL8094,SCOPUS_ID:105017852181
68,Goal-based neural physics vehicle trajectory prediction model,Gan R.,2025-10-01,179,,10.1016/j.trc.2025.105283,SCOPUS_ID:105011863144
69,An Intelligent Optimization Clustering Algorithm for Driver Risk Tendency Recognition in Intelligent Transportation Systems,Ma N.,2025-10-01,26,17547-17561,10.1109/TITS.2024.3510538,SCOPUS_ID:85212629426
70,A MACHINE LEARNING-BASED SPEED BUMP DETECTION USING SMARTPHONE SENSOR DATA AND ON-BOARD DIAGNOSTICS II DATA,Sangsarpan S.,2025-10-01,16,1055-1062,10.24507/icicelb.16.10.1055,SCOPUS_ID:105014105938
71,Personalized prediction of unsafe driving behaviors for drivers of dangerous goods transportation trucks based on an attribute graph interaction model,Li S.,2025-10-01,221,,10.1016/j.aap.2025.108179,SCOPUS_ID:105012485540
72,Vulnerability assessment in inland waterway transportation network for hazardous materials amid demand: A case of the pearl river delta,Zhong H.,2025-10-01,262,,10.1016/j.ress.2025.111204,SCOPUS_ID:105005590907
73,Uncertainty Quantification Based on Block Masking of Test Images,Wang P.X.,2025-10-01,16,,10.3390/info16100885,SCOPUS_ID:105020190152
74,State of Charge Estimation for Electric Bus Batteries Based on Deep Learning Model with Parameters Fine-Tuning Method,Zhao D.,2025-10-01,151,,10.1061/JTEPBS.TEENG-9086,SCOPUS_ID:105012210508
75,LaTP: LiDAR-aided multimodal token pruning for efficient trajectory prediction of autonomous driving,Lu Y.,2025-10-01,190,,10.1016/j.neunet.2025.107673,SCOPUS_ID:105007800417
76,An improved feedforward neural network with barnacles mating optimizer for traffic class prediction,Mustaffa Z.,2025-09-30,7,,10.1088/2631-8695/adebe1,SCOPUS_ID:105011167591
77,EMSA-Net: An Efficient Multi-Scale and Boundary-Aware Network for Spillage Risk Vehicle Detection Under Low-Light Urban Conditions,Xu Z.,2025-09-21,,53-58,10.1145/3762329.3762340,SCOPUS_ID:105020386336
78,MMD-YOLOv7: Vehicle Detection Method Under Dark Conditions,Huang J.,2025-09-15,51,340-349,10.19678/j.issn.1000-3428.0069139,SCOPUS_ID:105022492048
79,Few-shot tire tracks recognition based on metric learning,Zhai L.,2025-09-15,156,,10.1016/j.engappai.2025.111188,SCOPUS_ID:105005962417
80,A Deep Learning Framework for Traffic Accident Detection Based on Improved YOLO11,Li W.,2025-09-01,7,,10.3390/vehicles7030081,SCOPUS_ID:105016998468
81,CIRS: A Multi-Agent Machine Learning Framework for Real-Time Accident Detection and Emergency Response,Ayesha S.,2025-09-01,25,,10.3390/s25185845,SCOPUS_ID:105016905679
82,Vehicle Collision Frequency Prediction Using Traffic Accident and Traffic Volume Data with a Deep Neural Network,Ko Y.G.,2025-09-01,15,,10.3390/app15189884,SCOPUS_ID:105017823706
83,Segment length optimization for crash frequency modelling: Evaluating power spectral segment length in safety performance assessment,Kumar P.,2025-09-01,219,,10.1016/j.aap.2025.108122,SCOPUS_ID:105006530813
84,A learning-to-rank method to identify crash hotspots based on large-scale ride-hailing crash data,Wen X.,2025-09-01,4,,10.1016/j.multra.2025.100219,SCOPUS_ID:105000193867
85,An interpretable stacking ensemble learning model for visual-manual distraction level classification for in-vehicle interactions,Wang Y.,2025-09-01,220,,10.1016/j.aap.2025.108150,SCOPUS_ID:105009104685
86,Advancing winter road maintenance: An AI-driven web platform for real-time road condition monitoring and spatial analysis,Urbiztondo M.,2025-09-01,33,,10.1016/j.trip.2025.101575,SCOPUS_ID:105013593982
87,Analyzing predictive factors influencing helmet-wearing behavior among E-bike riders,Gebru S.W.,2025-09-01,171,180-194,10.1016/j.tranpol.2025.06.001,SCOPUS_ID:105007784536
88,Assessing the Impact of Infrastructure and Social Environment Predictors on Road Accidents in Switzerland Using Machine Learning Algorithms and Open Large-Scale Dataset,Auzzas A.,2025-09-01,9,,10.3390/urbansci9090343,SCOPUS_ID:105017025217
89,CrackNet-Weather: An Effective Pavement Crack Detection Method Under Adverse Weather Conditions,Wang W.,2025-09-01,25,,10.3390/s25175587,SCOPUS_ID:105015894728
90,The study of collision analysis and stabilized operational control for a multi-flexible space robot under captured target collision,Zhang F.,2025-09-01,85,,10.1016/j.ejcon.2025.101265,SCOPUS_ID:105008659767
91,Research on Accident Type Prediction for New Energy Vehicles Based on the AS-Naive Bayes Algorithm,Huang S.,2025-09-01,16,,10.3390/wevj16090523,SCOPUS_ID:105017001967
92,Robust scale fusion and edge-aware feature attention network for remote sensing UAV road detection under harsh weather,Liu J.,2025-09-01,27,,10.1016/j.rineng.2025.106172,SCOPUS_ID:105010527305
93,Interpretable multi-variable transformer network for regional-level short-term bicycle crash risk prediction,Deng L.,2025-09-01,220,,10.1016/j.aap.2025.108169,SCOPUS_ID:105011491643
94,Machine Learning Predicts Mortality and Respiratory Failure in Patients Admitted With Rib Fractures,Miles T.J.,2025-09-01,313,153-160,10.1016/j.jss.2025.06.040,SCOPUS_ID:105010595559
95,Deep learning modelling of structural brain MRI in chronic head and neck pain after mild traumatic brain injury,Attias S.,2025-09-01,166,e244-e251,10.1097/j.pain.0000000000003587,SCOPUS_ID:105000132008
96,Assessing the efficacy of pre-trained large language models in analyzing autonomous vehicle field test disengagements,Ansarinejad M.,2025-09-01,220,,10.1016/j.aap.2025.108178,SCOPUS_ID:105011521740
97,Modelling taxi drop-off decisions in FIFO lanes via survival and discrete choice analysis,Yang F.,2025-09-01,20,,10.1371/journal.pone.0331664,SCOPUS_ID:105015392682
98,Incorporating graph theory and time series analysis for fine-grained traffic flow prediction in port areas,Yu H.,2025-08-15,335,,10.1016/j.oceaneng.2025.121693,SCOPUS_ID:105007060145
99,Enhancing Intelligent Transportation Systems in Smart Cities Using VANETs With Deep Reinforcement Transfer Learning and Explainable AI,Ramesh S.S.S.,2025-08-01,36,,10.1002/ett.70219,SCOPUS_ID:105011815307
100,Collision risk prediction and takeover requirements assessment based on radar-video integrated sensors data: A system framework based on LLM,Liu Q.,2025-08-01,218,,10.1016/j.aap.2025.108041,SCOPUS_ID:105003910935
101,Detection of false position attacks in VANETs through bagging ensemble learning,Mekonen B.K.,2025-08-01,20,,10.1371/journal.pone.0328829,SCOPUS_ID:105012193766
102,Ensuring SOTIF: Enhanced object detection techniques for autonomous driving,Wang S.,2025-08-01,218,,10.1016/j.aap.2025.108094,SCOPUS_ID:105004546274
103,Employing Multi-Layer Perceptron Model via Metaheuristic Algorithms for Predicting Road Accidents in Bihar,Raj K.,2025-08-01,23,972-990,10.1007/s13177-025-00496-7,SCOPUS_ID:105004032894
104,Traffic Accident Prediction without Object Detection for Single-Vehicle Accidents,Harada K.,2025-07-01,E108.A,906-916,10.1587/transfun.2024IMP0005,SCOPUS_ID:105010125916
105,Analysing the effectiveness of unsignalized crossing infrastructure in improving pedestrian safety using multiple data-driven approaches,Liu S.,2025-07-01,49,271-279,10.1016/j.iatssr.2025.06.002,SCOPUS_ID:105008504282
106,Stack overflow vulnerability detection based on BiLSTM-attention KAN deep learning model,Zhai J.,2025-07-01,81,,10.1007/s11227-025-07605-z,SCOPUS_ID:105010031425
107,Spatiotemporal graph learning driven by multivariate KAN for urban road network traffic prediction,Zhang A.,2025-07-01,81,,10.1007/s11227-025-07671-3,SCOPUS_ID:105012028273
108,Word recognition during movement under simulated weather conditions,Rocabado F.,2025-07-01,20,,10.1371/journal.pone.0326945,SCOPUS_ID:105010089463
109,A Novel Bayesian Optimized-Combined Kernel & Tree Boost Approach for Road Traffic Crash Severity Analysis,Aziz K.,2025-07-01,23,1483-1501,10.1007/s40999-025-01108-x,SCOPUS_ID:105002773937
110,Real-time traffic signal adjustment using YOLOv8 for improved integration of emergency vehicles in smart traffic systems,Omari Alaoui A.,2025-07-01,19,,10.1007/s11760-025-04210-8,SCOPUS_ID:105004743684
111,"Predicting errors in accident hotspots and investigating satiotemporal, weather, and behavioral factors using interpretable machine learning: An analysis of telematics big data",Golestani A.,2025-07-01,20,,10.1371/journal.pone.0326483,SCOPUS_ID:105010353945
112,Research on Road Damage Detection Algorithms for Intelligent Inspection Robots,Tian H.,2025-07-01,14,,10.3390/electronics14142762,SCOPUS_ID:105011621027
113,ArticuBEVSeg: Road Semantic Understanding and its Application in Bird’s Eye View From Panoramic Vision System of Long Combination Vehicles,Liu W.,2025-07-01,10,6864-6871,10.1109/LRA.2025.3573170,SCOPUS_ID:105005993839
114,Evaluating crash risk factors of farm equipment vehicles on county and non-county roads using interpretable tabular deep learning (TabNet),Islam M.M.,2025-07-01,217,,10.1016/j.aap.2025.108048,SCOPUS_ID:105002841246
115,Optimizing Car Collision Detection Using Large Dashcam-Based Datasets: A Comparative Study of Pre-Trained Models and Hyperparameter Configurations,Shahid M.,2025-07-01,15,,10.3390/app15137001,SCOPUS_ID:105010478280
116,Personalized trajectory inference framework integrating driving behavior recognition and temporal dependency learning,Yang J.,2025-07-01,20,,10.1371/journal.pone.0326937,SCOPUS_ID:105010099006
117,A unified risk metric for freeway vehicles based on the spatio-temporal overlap probability of predicted positions,Cui C.,2025-07-01,217,,10.1016/j.aap.2025.108059,SCOPUS_ID:105002839102
118,Can AV crash datasets provide more insight if missing information is supplemented? Employing Generative Adversarial Imputation Networks to Tackle Data Quality Issues,Ding H.,2025-07-01,176,,10.1016/j.trc.2025.105154,SCOPUS_ID:105005165573
119,Design and Validation of an Active Headrest System with Integrated Sensing in Rear-End Crash Scenarios,Radu A.I.,2025-07-01,25,,10.3390/s25144291,SCOPUS_ID:105011876273
120,A reliability analysis method based on cross-entropy importance sampling for lateral safety assessment of misaligned autonomous truck platoons under crosswinds,Chen J.,2025-07-01,217,,10.1016/j.aap.2025.108044,SCOPUS_ID:105002492242
121,"Binocular stereo vision-based analysis of skid resistance in asphalt mixtures: A study of AC-13, SMA-13, and OGFC-13",Luo Y.,2025-06-27,481,,10.1016/j.conbuildmat.2025.141522,SCOPUS_ID:105004023045
122,Ship near-miss risk identification method based on multi-modal deep fusion model under complex weather and sea conditions,Wu Z.,2025-06-15,329,,10.1016/j.oceaneng.2025.121119,SCOPUS_ID:105001966207
123,Research on Enhancing YOLOv8 with GAM Attention and BiFPN-SPD Optimization in Autonomous Driving Systems,Xu S.,2025-06-04,70,197-210,10.3233/ATDE250255,SCOPUS_ID:105009839772
124,Reliable imputation of incomplete crash data for predicting driver injury severity,Gao X.,2025-06-01,216,,10.1016/j.aap.2025.108020,SCOPUS_ID:105001834982
125,An explainable machine learning framework for predicting driving states using electroencephalogram,Hussain I.,2025-06-01,140,,10.1016/j.medengphy.2025.104355,SCOPUS_ID:105004901158
126,Research on Accident Severity Prediction of New Energy Vehicles Based on Cost-Sensitive Fuzzy XGBoost,Huang S.,2025-06-01,17,,10.3390/su17125408,SCOPUS_ID:105008980470
127,Explainable artificial intelligence model for accident severity modeling,Khasawneh M.A.,2025-06-01,26,2433-2445,10.1007/s42107-025-01318-7,SCOPUS_ID:105002176198
128,Towards Explainable Pedestrian Behavior Prediction: A Neuro-Symbolic Framework for Autonomous Driving,Melo Castillo A.N.,2025-06-01,15,,10.3390/app15116283,SCOPUS_ID:105007806809
129,"Combination of HAAR, HOG, and LBP Descriptors for Enhanced Classification of Moving Objects and Motorcyclists Wearing Helmets",Sutikno ,2025-06-01,15,23283-23289,10.48084/etasr.10677,SCOPUS_ID:105007951774
130,Vehealth: pervasive RFID-based driver respiration and heart rate monitoring in driving scenarios,Du X.,2025-06-01,31,3727-3742,10.1007/s11276-025-03966-8,SCOPUS_ID:105005104938
131,Interpretable machine learning for coastal wind prediction: Integrating SHAP analysis and seasonal trends,Durap A.,2025-06-01,29,,10.1007/s11852-025-01108-y,SCOPUS_ID:105004354103
132,Evaluating the impact of music tempo on drivers and their performance using an artificial intelligence model: a multi-source data approach,Shajari A.,2025-06-01,37,9401-9412,10.1007/s00521-025-11077-w,SCOPUS_ID:85218673774
133,Traffic Sign Detection and Recognition Using Yolo Models,Mareeswari V.,2025-06-01,17,13-25,10.5815/ijitcs.2025.03.02,SCOPUS_ID:105007853479
134,EffRes-DrowsyNet: A Novel Hybrid Deep Learning Model Combining EfficientNetB0 and ResNet50 for Driver Drowsiness Detection,Al-Gburi S.H.,2025-06-01,25,,10.3390/s25123711,SCOPUS_ID:105008960809
135,"A survey of multimodal emotion recognition from facial expressions,audios,and language",Wang S.,2025-06-01,30,2120-2138,10.11834/jig.250168,SCOPUS_ID:105011612395
136,Evaluation of acute traumatic coagulopathy in pediatric trauma patients,Ayhan Y.S.,2025-06-01,31,548-555,10.14744/tjtes.2025.28787,SCOPUS_ID:105008235094
137,Enhanced Helmet Detection in Surveillance Systems with YOLOv6 for Accident Prevention and Safety Compliance,Kaur R.,2025-05-22,84,601-613,10.56042/jsir.v84i5.15782,SCOPUS_ID:105007097103
138,Fuzzy broad learning decision-making model for intelligent vehicle continuous lane-changing,Deng C.,2025-05-05,42,36-42,10.3969/j.issn.1002-0268.2025.05.004,SCOPUS_ID:105009824724
139,Recommended System for Predicting Traffic Accident Costs using Enhanced Machine Learning Techniques,Bai M.L.,2025-05-01,20,2651-2662,10.1007/s42835-024-02121-1,SCOPUS_ID:105002982985
140,AI-Enabled Digital Twin Framework for Safe and Sustainable Intelligent Transportation,Long K.,2025-05-01,17,,10.3390/su17104391,SCOPUS_ID:105006817016
141,Graph neural networks enabled accident causation prediction for maritime vessel traffic,Gan L.,2025-05-01,257,,10.1016/j.ress.2025.110804,SCOPUS_ID:85214710094
142,Pavement Crack Segmentation Detection Integrating Multiple Attention Mechanisms,Gao P.,2025-05-01,62,,10.3788/LOP242068,SCOPUS_ID:105005276310
143,Dynamic Analysis and Efficient Numerical Algorithm for Rocking Response of Freestanding Packages Under Transportation Excitations,Qi Z.,2025-05-01,15,,10.3390/app15095015,SCOPUS_ID:105004890146
144,Severity Prediction of Road Accidents in Jordan using Artificial Intelligence,Mustafa D.,2025-05-01,6,1222-1239,10.47738/jads.v6i2.624,SCOPUS_ID:105004689172
145,Accurate and fast-converging trajectory prediction based on Long Short-Term Memory neural networks,Xi Y.,2025-05-01,125,,10.1016/j.jairtraman.2025.102777,SCOPUS_ID:105000811586
146,Evaluation of Adjustment Effects of Highway Guide Signs Based on the TOPSIS Method,Ran J.,2025-05-01,15,,10.3390/app15094949,SCOPUS_ID:105004924833
147,Human identification through panoramic dental radiographs: a novel matching approach,Bozkurt M.H.,2025-05-01,67,4431-4458,10.1007/s10115-025-02353-1,SCOPUS_ID:105003251147
148,Eco-driving control strategy for plug-in hybrid vehicle platoon with time-delay phenomenon compensation,Chen S.,2025-05-01,197,,10.1016/j.psep.2025.107010,SCOPUS_ID:105000026569
1069,Multidetector CT of blunt abdominal trauma,Soto J.,2012-11-30,265,678-693,10.1148/radiol.12120354,SCOPUS_ID:84870013066
149,Modeling crash avoidance behaviors in vehicle-pedestrian near-miss scenarios: Curvilinear time-to-collision and Mamba-driven deep reinforcement learning,Pu Q.,2025-05-01,214,,10.1016/j.aap.2025.107984,SCOPUS_ID:85219512509
150,Sparse Gaussian process-based strategies for two-layer model predictive control in autonomous vehicle drifting,Hu C.,2025-05-01,174,,10.1016/j.trc.2025.105065,SCOPUS_ID:105000121083
151,Intelligent Road Accident Management System Utilizing Machine Learning Models,Dorado D.B.,2025-04-02,3287,,10.1063/5.0262078,SCOPUS_ID:105002330989
152,Road Surface Condition Identification with Deep Neural Networks and SVM Classifier,Krishna R.R.,2025-04-01,15,21998-22003,10.48084/etasr.10166,SCOPUS_ID:105003104009
153,Detecting Driver Drowsiness Using Hybrid Facial Features and Ensemble Learning,Xu C.,2025-04-01,16,,10.3390/info16040294,SCOPUS_ID:105003321308
154,Abnormal Driving Behavior Detection: A Machine and Deep Learning Based Hybrid Model,Uddin M.A.,2025-04-01,23,568-591,10.1007/s13177-025-00471-2,SCOPUS_ID:105001084961
