id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
12,Driver Cognitive Distraction Detection Based on Eye Movement Behavior and Spatio-Temporal Information Fusion,Qiao Y.,2026-01-01,15295 LNCS,92-107,10.1007/978-981-96-6603-4_7,SCOPUS_ID:105011046373
13,"Vehicle Counting for Traffic Analysis: A Comparative Study Using YOLOv5, YOLOv8, and YOLO11",Naik D.S.B.,2026-01-01,1628 LNNS,157-168,10.1007/978-3-032-05545-3_13,SCOPUS_ID:105023466189
14,Radar and Camera Fusion Traffic Object Detection Method Based on EHRFuser Model,Sun X.,2026-01-01,,133-141,10.1007/978-981-96-7703-0_13,SCOPUS_ID:105022203602
15,DD-YOLO: A dual-channel dual-path YOLO network for target detection of blurred vehicles,Duan C.,2026-01-01,168,,10.1016/j.dsp.2025.105565,SCOPUS_ID:105014921910
16,Enhanced Traffic Sign Detection and Classification Using YOLOv8x and SEResNet-101x Model: A Deep Learning Approach,Aryan ,2026-01-01,2474 CCIS,351-364,10.1007/978-3-031-93691-3_26,SCOPUS_ID:105011937252
17,Integrated improved ant colony optimization and Q-learning for ice navigation route planning,Zhou J.,2025-12-30,342,,10.1016/j.oceaneng.2025.122935,SCOPUS_ID:105018102534
18,A berthing state estimation method based on shipborne LiDAR target detection,Guo D.,2025-12-30,342,,10.1016/j.oceaneng.2025.123125,SCOPUS_ID:105019739040
19,Epidemiology of pediatric road traffic injuries: a multicenter hospital-based study in Ghana,Appiah A.B.,2025-12-01,12,,10.1186/s40621-025-00646-1,SCOPUS_ID:105024254012
20,"Quantifying the potential gains in life expectancy from eliminating cardiovascular disease, road traffic injuries, and cancers in Iran",Naserian-Tarhan R.,2025-12-01,18,,10.1186/s13104-025-07502-x,SCOPUS_ID:105018397762
21,"Trends and disparities in motor vehicle collision injuries in Washington, D.C",Calder R.S.D.,2025-12-01,223,,10.1016/j.aap.2025.108243,SCOPUS_ID:105016996123
22,Cross-cultural perspectives of vulnerable road user safety performance based on evidence from 39 countries,Yannis G.,2025-12-01,49,502-527,10.1016/j.iatssr.2025.11.001,SCOPUS_ID:105021874396
23,"When do emergencies happen? Exploring circadian, weekly, and seasonal trends in ambulance calls in Cyprus",Protopapas A.,2025-12-01,83,,10.1016/j.ienj.2025.101686,SCOPUS_ID:105016872052
24,"Retrospective analysis of trauma patients transported by dispatch monitored type B ambulances to Dhulikhel Hospital, Kavre, Nepal, 2019–2023",Mantych M.L.,2025-12-01,18,,10.1186/s12245-024-00773-4,SCOPUS_ID:85218060921
25,Differential linea alba width in pediatric umbilical hernias: a comparative analysis,Nakajima Y.,2025-12-01,47,,10.1007/s00276-024-03540-5,SCOPUS_ID:85212307422
26,Robust multi-weather pothole detection: An enhanced YOLOv9 trained on the MWPD dataset,Parvin S.,2025-12-01,28,,10.1016/j.rineng.2025.107817,SCOPUS_ID:105020852892
27,Epidemiological characteristics of pediatric trauma and the role of the Injury Severity Score in predicting mortality risk: a multicenter study,Bao Y.,2025-12-01,184,,10.1007/s00431-025-06586-8,SCOPUS_ID:105022227476
28,YOLOv10n-BC: A Novel Real-Time Object Detection Model for Driver Distracted Driving Detection,Liu Y.,2025-12-01,E108.D,1570-1581,10.1587/transinf.2025EDP7088,SCOPUS_ID:105023311187
29,A physics-informed attention model for integrated driving risk assessment,Lu T.,2025-12-01,223,,10.1016/j.aap.2025.108266,SCOPUS_ID:105018035436
30,An improved lightweight algorithm for traffic sign detection,Xu J.,2025-12-01,15,,10.1038/s41598-025-18469-x,SCOPUS_ID:105017767502
31,The association between self-checked visual field impairment and motor vehicle accidents among Japanese taxi drivers,Tomooka K.,2025-12-01,15,,10.1038/s41598-025-16676-0,SCOPUS_ID:105014623831
32,Towards transparent and efficient accident resolution: a hybrid deep learning–ontology framework for automated damage detection and culpability reasoning,Lajmi S.,2025-12-01,16,1555-1574,10.1007/s43995-025-00195-0,SCOPUS_ID:105016678156
33,Mobile crowd sensing for road anomaly detection using deep learning,Jana S.,2025-12-01,33,,10.1007/s41324-025-00651-y,SCOPUS_ID:105019757963
34,Deep segmentation of 3+1D radar point cloud for real-time roadside traffic user detection,Bhanderi S.,2025-12-01,15,,10.1038/s41598-025-23019-6,SCOPUS_ID:105020866215
35,Enhancing of sustainable logistics for liquefied petroleum gas: an integrated fuzzy Grey-Number ELECTRE-ISM-MICMAC framework,Assyifa M.R.A.,2025-12-01,7,315-343,10.1007/s42488-025-00154-3,SCOPUS_ID:105014433245
36,Information Needs and Seeking Behaviour of Long-Distance Bus Drivers in Selected Cities in Nigeria,Nwagwu W.E.,2025-12-01,35,74-103,10.32655/LIBRES.2025.1.4,SCOPUS_ID:105024252622
37,Evaluation of landslide susceptibility of mountain highway based on RF and SVM models,He Q.,2025-12-01,15,,10.1038/s41598-025-08774-w,SCOPUS_ID:105010495312
38,A noise-resilient vehicle speed estimation method based on trajectory extraction and cross-correlation using distributed acoustic sensing,Peng F.,2025-12-01,192,,10.1016/j.optlastec.2025.113647,SCOPUS_ID:105012408235
39,A method for considering road curvature's impact on aggressive turning,Liu K.,2025-12-01,20,,10.1371/journal.pone.0338134,SCOPUS_ID:105023956275
40,On the road to school: A naturalistic study of adolescent bicyclist route safety,Ghanbari A.,2025-12-01,95,1-9,10.1016/j.jsr.2025.08.006,SCOPUS_ID:105014529299
41,Utility task vehicle crashes and injuries in Iowa,Sternhagen P.R.,2025-12-01,12,,10.1186/s40621-025-00595-9,SCOPUS_ID:105012024524
42,"If you build it, they will come - Implementation of a prehospital whole blood program",Fransman R.B.,2025-12-01,250,,10.1016/j.amjsurg.2025.116587,SCOPUS_ID:105015092765
43,Factors predicting the need for rescue decompressive craniectomy for refractory intracranial hypertension in pediatric traumatic brain injury,Schulien A.,2025-12-01,41,,10.1007/s00381-025-07036-4,SCOPUS_ID:105022522655
44,Clinical characteristics and management of gunshot wound injuries to the peripheral nerves,Catanzaro M.,2025-12-01,48,,10.1007/s10143-025-03492-3,SCOPUS_ID:105003238902
45,Examining the relationship between social deprivation index and pedestrian injuries in a suburban setting: Is that the only factor?,Maniar Y.,2025-12-01,51,,10.1007/s00068-025-02877-9,SCOPUS_ID:105005097948
46,"Magnitude of infection and associated factors in open tibial fracture treated operatively, in Addis Ababa burn emergency and trauma center",Tesso C.B.,2025-12-01,35,,10.1007/s00590-024-04149-5,SCOPUS_ID:85212841614
47,Factors Associated With Exceeding Predicted Hospital Stays in Pediatric Trauma Patients,Coughlin M.C.,2025-12-01,64,1710-1716,10.1177/00099228251376861,SCOPUS_ID:105017413940
48,"Cycling infrastructure as a determinant of cycling for recreation and transportation in Montréal, Canada: a natural experiment using the longitudinal national population health survey",Prince S.A.,2025-12-01,22,,10.1186/s12966-025-01767-y,SCOPUS_ID:105007645849
49,Real-world evidence on the safety and effectiveness of integrative Korean medicine for older patients post-traffic accident: A retrospective observational study,Shin J.Y.,2025-11-28,104,e46144,10.1097/MD.0000000000046144,SCOPUS_ID:105023453326
50,Analysis of Driver Color Vision Examination Results,Li S.,2025-11-19,36,e1144-e1146,10.1097/SCS.0000000000011704,SCOPUS_ID:105011714994
51,Predicting urban vitality and pedestrian road safety in urban areas based on machine learning,Qiao W.,2025-11-01,166,,10.1016/j.cities.2025.106193,SCOPUS_ID:105009501085
52,Enhancing road safety with DL vision: Do driver distraction alerts hold the key?,Ali L.,2025-11-01,37,25767-25787,10.1007/s00521-025-11075-y,SCOPUS_ID:105005178770
53,A Practical Study of an Autonomous Electric Golf Cart for Inter-Building Passenger Mobility,Tantrairatn S.,2025-11-01,15,,10.3390/app152111779,SCOPUS_ID:105021479585
54,Dual-Domain Fusion Graph Convolutional Network for EEG-Based Driving Fatigue Detection,Xiong H.,2025-11-01,62,,10.1111/ejn.70329,SCOPUS_ID:105022016205
55,Pattern of Medico-legal Cases among Pediatric Patients Presenting to the Emergency Department of a Tertiary Care Center in Nepal: An Observational Study,Bhujel B.,2025-11-01,63,808-812,10.31729/jnma.v63i2091.9234,SCOPUS_ID:105022701853
56,DORIE: Dataset of Road Infrastructure Elements—A Benchmark of YOLO Architectures for Real-Time Patrol Vehicle Monitoring,Katsamenis I.,2025-11-01,25,,10.3390/s25216653,SCOPUS_ID:105021582328
57,Traffic sign detection algorithm with multi-layer fusion and intra-layer emphasis,Li R.,2025-11-01,19,,10.1007/s11760-025-04563-0,SCOPUS_ID:105011744246
58,Validity of diagnostic codes used to ascertain maternal injuries during pregnancy,Ahmed A.M.,2025-11-01,194,3290-3296,10.1093/aje/kwaf145,SCOPUS_ID:105022619381
59,Analysis of Semi-Global Factors Influencing the Prediction of Crash Severity,Frank J.,2025-11-01,14,,10.3390/ijgi14110454,SCOPUS_ID:105023117840
60,Effectiveness of raised safety platforms: a systematic review of literature,Golbabaei F.,2025-11-01,34,,10.1016/j.trip.2025.101671,SCOPUS_ID:105018223835
61,Convolutional Dual-Attention-Network (CDAN): A multiple light intensities based driver emotion recognition method,Ahamed A.,2025-11-01,112,,10.1016/j.jvcir.2025.104558,SCOPUS_ID:105014934854
62,Evaluating road crash risk for a mega-event: an application to 2026 Milano-Cortina Winter Olympic games,Raccagni S.,2025-11-01,34,,10.1016/j.trip.2025.101709,SCOPUS_ID:105020948164
63,"Invited commentary on ‘Population health, health equity and health system impacts of light vehicle electrification: a modelling study in Aotearoa/New Zealand’",Nguyen Q.C.,2025-11-01,79,819-820,10.1136/jech-2025-224930,SCOPUS_ID:105017441178
64,"A comparison of the prevalence of cannabis and alcohol use among drivers and passengers in British Columbia and Ontario, Canada",Pei L.X.,2025-11-01,222,,10.1016/j.aap.2025.108242,SCOPUS_ID:105015742584
65,IoT-based crash detection system,Pramudhita A.N.,2025-10-30,3334,,10.1063/5.0295189,SCOPUS_ID:105022935841
66,Real-Time Detection and Alert System for Potholes and Speed Breakers,SaiTej K.,2025-10-28,,461-477,10.1002/9781394233823.ch30,SCOPUS_ID:105021296903
67,"Eyes on the Road, Mind Beyond Vision: Context-Aware Multi-modal Enhanced Risk Anticipation",Zhang J.,2025-10-27,,12054-12063,10.1145/3746027.3755378,SCOPUS_ID:105024066975
68,Methods for ensuring equity in noise-induced annoyance and sleep disturbance from different sources,Bolognese M.,2025-10-20,1000,,10.1016/j.scitotenv.2025.180331,SCOPUS_ID:105015497576
69,Clinical features of traumatic optic neuropathy in 323 cases,Zhang Z.Y.,2025-10-07,60,1284-1290,10.3760/cma.j.cn115330-20250331-00183,SCOPUS_ID:105020480637
70,UAV-Based Transport Management for Smart Cities Using Machine Learning,Balivada S.,2025-10-01,8,,10.3390/smartcities8050154,SCOPUS_ID:105020191502
71,"Characteristics, Context and Injury Mechanism of Traumatic Brain Injuries at Laquintinie Hospital in Douala: An In-Depth Analysis Over 5 Years",Blaise M.E.H.,2025-10-01,21,293-302,10.13004/kjnt.2025.21.e31,SCOPUS_ID:105020648134
72,A data-driven spatial decision framework for assessing the relationship between logistics activities and heavy vehicle accident risks,Kaya Ö.,2025-10-01,62,,10.1016/j.rtbm.2025.101440,SCOPUS_ID:105007877774
73,Collaborative Real-Time Single-Object Anomaly Detection Framework of Roadside Facilities for Traffic Safety and Management Using Efficient YOLO,Kang J.,2025-10-01,15,,10.3390/app152011139,SCOPUS_ID:105020243584
74,DEVELOPMENT OF AN ANT COLONY OPTIMISATION-BASED EDGE DETECTION FRAMEWORK,Shinde T.,2025-10-01,11,573-595,10.26437/m29ams60,SCOPUS_ID:105023097873
1828,Design of Intelligent Car Door Control System,Liu Q.,2020-11-20,,460-462,10.1109/AUTEEE50969.2020.9315577,SCOPUS_ID:85100556001
75,HCF-YOLO: a high-performance traffic sign detection model with hybrid channel fusion and auxiliary box regression,Ren H.,2025-10-01,22,,10.1007/s11554-025-01767-y,SCOPUS_ID:105018065145
76,Cluster-based secure internet of vehicles with enhanced secure on-demand distance vector,Dhanare R.,2025-10-01,31,4499-4517,10.1007/s11276-025-04006-1,SCOPUS_ID:105012396058
77,Reversible intramyelinic cytotoxic edema in a patient with traumatic brain injury,Barragán C.,2025-10-01,46,5427-5430,10.1007/s10072-025-08338-w,SCOPUS_ID:105009611141
78,Commotio cordis: Insights from a case of blunt chest trauma and a road map for the correct diagnosis,Calabrò F.,2025-10-01,78,,10.1016/j.legalmed.2025.102714,SCOPUS_ID:105016265232
79,A Geospatial Analysis of Pedestrians and Bicyclists Versus Motor Vehicles at a Level 2 Trauma Center,Mengotto A.,2025-10-01,91,1798-1801,10.1177/00031348251365408,SCOPUS_ID:105015827934
80,Split vs single-dose oral methotrexate in rheumatoid arthritis: a randomized controlled trial (SMART study),Prasad C.B.,2025-10-01,44,3869-3879,10.1007/s10067-025-07646-y,SCOPUS_ID:105014396437
81,Road Damage Detection for Intelligent Transportation Systems Using Remote Sensing Images and Deep Learning Optimization,Li K.,2025-09-30,34,,10.1142/S0218126625501348,SCOPUS_ID:105007049815
82,Enhancing Smart City Safety: Deep Learning Approaches for Automatic Vehicle Accident Recognition,AlNemari A.,2025-09-30,16,333-348,10.14569/IJACSA.2025.0160933,SCOPUS_ID:105019517073
83,Rain-fog detection via spatial adaptive deformable network with multi-scale feature preservation and task-aware dynamic calibration,Hou P.,2025-09-30,7,,10.1088/2631-8695/adf525,SCOPUS_ID:105012500446
84,DFDG: Adaptive federated learning for dynamic graph-based traffic forecasting,Usman M.,2025-09-27,326,,10.1016/j.knosys.2025.114019,SCOPUS_ID:105009592175
85,EMSA-Net: An Efficient Multi-Scale and Boundary-Aware Network for Spillage Risk Vehicle Detection Under Low-Light Urban Conditions,Xu Z.,2025-09-21,,53-58,10.1145/3762329.3762340,SCOPUS_ID:105020386336
86,Dual Encoder-Decoder-Encoder with Adversarial Training for Unsupervised Traffic Accident Detection in Surveillance Videos,Kandacharam S.,2025-09-01,2025,,10.3791/68731,SCOPUS_ID:105016146759
87,Fusion of Multi-scale Spatio-Temporal Features for Traffic Accident Risk Prediction,Wang Q.,2025-09-01,52,3008-3021,,SCOPUS_ID:105016088640
88,Passable: An Intelligent Traffic Light System with Integrated Incident Detection and Vehicle Alerting,Alzamzami O.,2025-09-01,25,,10.3390/s25185760,SCOPUS_ID:105017240754
89,Depth-driven machine vision framework for accurate vehicle speed measurement in dynamic environments,Ye Y.,2025-09-01,253,,10.1016/j.measurement.2025.117717,SCOPUS_ID:105004266147
90,Analysis of direct and indirect relations among sustainable development goals and transportation targets,Özaydın Ö.,2025-09-01,171,270-281,10.1016/j.tranpol.2025.06.007,SCOPUS_ID:105007991266
91,"Etiology and pattern of zygomatic bone fracture among patients with facial injuries attending Muhimbili National Hospital, Tanzania",Laizer P.J.,2025-09-01,52,,10.11604/pamj.2025.52.13.42463,SCOPUS_ID:105016796718
92,Traffic sign detection in glare environments,Bai J.,2025-09-01,19,,10.1007/s11760-025-04310-5,SCOPUS_ID:105007634805
93,Enhanced road object detection with DFPD-YOLO: focusing on small and occluded targets,Liu Z.,2025-09-01,81,,10.1007/s11227-025-07815-5,SCOPUS_ID:105015441494
94,Lane-changing model for autonomous vehicles based on internet of vehicles,Yu L.,2025-09-01,27,,10.1016/j.array.2025.100439,SCOPUS_ID:105008706262
95,Balancing Privacy and Credibility in High-Definition Maps: A Zero-Knowledge Watermarking Algorithm Based on Compressed Sensing,Zhang M.,2025-09-01,29,,10.1111/tgis.70117,SCOPUS_ID:105015141970
96,OBJECT DETECTION AND NEAR-MISS ANALYSIS IN TRAFFIC VIDEOS OF HIGH AND LOW QUALITY BASED ON THE YOLO MODEL,Wen Z.,2025-09-01,21,247-269,10.17576/jqma.2103.2025.16,SCOPUS_ID:105018782440
97,Forecasting accidents using Si-FINCH and EDQ classifier On NH-57 highway roads in Bihar,Kumar V.,2025-09-01,10,,10.1007/s41062-025-02190-9,SCOPUS_ID:105012879782
98,DSR-Net: Distinct selective rollback queries for road cracks detection with detection transformer,Deng Y.,2025-09-01,164,,10.1016/j.dsp.2025.105266,SCOPUS_ID:105003972288
99,Robust scale fusion and edge-aware feature attention network for remote sensing UAV road detection under harsh weather,Liu J.,2025-09-01,27,,10.1016/j.rineng.2025.106172,SCOPUS_ID:105010527305
100,Medical conditions affecting physical capabilities and adverse driving outcomes: An evidence and gap map,O'Donnell J.M.,2025-09-01,94,415-424,10.1016/j.jsr.2025.08.002,SCOPUS_ID:105013395416
101,EPDD-YOLO: An efficient benchmark for pavement damage detection based on Mamba-YOLO,Luo S.,2025-09-01,253,,10.1016/j.measurement.2025.117638,SCOPUS_ID:105004257527
102,Research on enhancing road apparent crack detection based on the improved YOLOv8n model,Xu W.,2025-09-01,20,,10.1371/journal.pone.0330218,SCOPUS_ID:105015050029
103,Management of Polytraumatized Patients: Challenges and Insights into Air Transfer,Anghele M.,2025-09-01,13,,10.3390/healthcare13172181,SCOPUS_ID:105016203564
104,Fracture Patterns in Fatal Free Falls: A Systematic Review of Intrinsic and Extrinsic Risk Factors and the Role of Postmortem CT,Woliński F.,2025-09-01,14,,10.3390/jcm14176305,SCOPUS_ID:105016170044
105,Deep learning modelling of structural brain MRI in chronic head and neck pain after mild traumatic brain injury,Attias S.,2025-09-01,166,e244-e251,10.1097/j.pain.0000000000003587,SCOPUS_ID:105000132008
106,Risk-field assessment for signalized intersections using surrogate safety measure,Jeena S.L.,2025-09-01,94,391-403,10.1016/j.jsr.2025.07.003,SCOPUS_ID:105011173606
107,CoRTSG: A general and effective framework of risky testing scenario generation for cooperative perception in mixed traffic,Li R.,2025-09-01,220,,10.1016/j.aap.2025.108163,SCOPUS_ID:105010297159
108,Evaluating the Impact of Trauma on Carpal Tunnel Syndrome Onset and Postsurgical Recovery: A Retrospective Study in Orthopedic Practice,Ellingwood A.A.,2025-09-01,7,,10.1016/j.jhsg.2025.100774,SCOPUS_ID:105008554662
109,Mapping the intellectual structure and international collaboration in transportation research: A bibliometric analysis from Scopus top-tier journals,Kulyntay G.,2025-08-21,5,,10.47909/ijsmc.276,SCOPUS_ID:105023887949
110,Safety and Effectiveness of Integrative Korean Medicine Treatment for Pediatric Patients After Traffic Accidents: Retrospective Chart Review and Survey Research with a Focus on Emotional and Behavioral Symptoms,Lee Y.J.,2025-08-01,13,,10.3390/HEALTHCARE13151835,SCOPUS_ID:105019521514
111,Traffic Accident Rescue Action Recognition Method Based on Real-Time UAV Video,Yang B.,2025-08-01,9,,10.3390/drones9080519,SCOPUS_ID:105014512635
112,"Traffic Conflict-Based Safety Assessment Framework for Evaluating Treatment Effects at Urban Unsignalized Intersections: A Case Study from Surat, India",Paul A.B.,2025-08-01,151,,10.1061/JTEPBS.TEENG-8511,SCOPUS_ID:105006426493
113,Automatic drowsiness detection system to reduce road accident risks,Aprilia S.J.N.,2025-08-01,14,2674-2683,10.11591/eei.v14i4.8902,SCOPUS_ID:105013097361
114,A Performance Comparison of Object Detection Algorithms on Traffic Scenes in Indian Roads,Paranjape B.,2025-08-01,15,25492-25498,10.48084/etasr.11105,SCOPUS_ID:105012988379
115,A Multimodal Artificial Intelligence Framework for Intelligent Geospatial Data Validation and Correction,Skaug L.,2025-08-01,10,,10.3390/inventions10040059,SCOPUS_ID:105015414876
116,Enhanced YOLOR for Accurate and Real-Time Traffic Sign Detection in Autonomous Driving,Teboulbi S.,2025-08-01,15,25376-25381,10.48084/etasr.12102,SCOPUS_ID:105012974487
117,YOLO-Based Approach for Multiple Vehicle Detection and Classification using UAVs in the Kurdistan Region of Iraq,Mustafa N.E.,2025-08-01,23,747-760,10.1007/s13177-025-00479-8,SCOPUS_ID:86000292111
118,An Analytical Framework for Clustering Roads Based on Crash Severity Analysis,khedher I.,2025-08-01,6,,10.1007/s42979-025-04097-9,SCOPUS_ID:105008937663
119,RL-Net: a rapid and lightweight network for detecting tiny vehicle targets in remote sensing images,Du Y.,2025-08-01,11,,10.1007/s40747-025-01956-z,SCOPUS_ID:105007522033
120,Intelligent Infrastructure for Enhancing Vulnerable Road User Safety using Machine Vision Technologies,Rahman M.A.,2025-08-01,23,1179-1196,10.1007/s13177-025-00507-7,SCOPUS_ID:105006436762
121,The multi-factor effects study on mechanical properties of rat skin using orthogonal experimental design,Yang S.,2025-08-01,168,,10.1016/j.jmbbm.2025.107018,SCOPUS_ID:105003278559
122,Study on the Eye Movement Transfer Characteristics of Drivers Under Different Road Conditions,Hao Z.,2025-08-01,15,,10.3390/app15158559,SCOPUS_ID:105013332406
123,YOLO-FDCL: Improved YOLOv8 for Driver Fatigue Detection in Complex Lighting Conditions,Liu G.,2025-08-01,25,,10.3390/s25154832,SCOPUS_ID:105013326645
124,Fine-grained detection and defect analysis for multiple key components in railway tracks based on ABI-RTLSeg,Wei D.,2025-08-01,39,79-90,10.13382/j.jemi.B2407985,SCOPUS_ID:105022738243
125,Automatic detection of foreign object intrusion along railway tracks based on MACENet,Chen X.,2025-08-01,20,,10.1371/journal.pone.0329303,SCOPUS_ID:105012520144
126,Dataset for Traffic Accident Analysis in Poland: Integrating Weather Data and Sociodemographic Factors,Faruga Ł.,2025-07-01,15,,10.3390/app15137362,SCOPUS_ID:105010303853
127,Design of Machine Learning-Based Software for Transportation Optimization and Accident Reduction,Arce-Cocha G.,2025-07-01,73,61-69,10.14445/22315381/IJETT-V73I7P107,SCOPUS_ID:105013348928
128,Efficient instance segmentation framework for UAV-based pavement distress detection,Zhou J.,2025-07-01,175,,10.1016/j.autcon.2025.106195,SCOPUS_ID:105002888447
129,Skeletal Survey of Children Younger Than 1 Year With Fractures: A Cross-sectional Study (2017–2023),Moissonnier J.,2025-07-01,56,,10.1016/j.injury.2025.112365,SCOPUS_ID:105004580248
130,Driver fatigue detection method based on multi-feature empirical fusion model,Qin Y.,2025-07-01,84,25253-25270,10.1007/s11042-024-20115-z,SCOPUS_ID:85202600643
131,"Mapping and quantifying near-miss events involving vehicles and vulnerable road users in Reno and Sparks, Nevada",Kelley S.,2025-07-01,32,,10.1016/j.trip.2025.101514,SCOPUS_ID:105009484492
132,Research on Road Damage Detection Algorithms for Intelligent Inspection Robots,Tian H.,2025-07-01,14,,10.3390/electronics14142762,SCOPUS_ID:105011621027
133,A GIS-Based Safe System Approach for Risk Assessment in the Transportation of Dangerous Goods: A Case Study in Italian Regions,Tomasoni A.M.,2025-07-01,13,,10.3390/systems13070580,SCOPUS_ID:105011764033
134,A critical assessment of the role of mapping in Ohio Safe Routes to School travel plans,Mapes J.,2025-07-01,180,,10.1016/j.apgeog.2025.103670,SCOPUS_ID:105006704809
135,"How do demographic factors, non-standard and out-of-position seating affect vehicle occupant injury outcomes in road traffic collisions?",Baker C.E.,2025-07-01,187,,10.1016/j.ssci.2025.106834,SCOPUS_ID:86000804007
136,Misreporting of Freezing Fog during Snowfall Conditions in U.S. METAR Observations,Landolt S.D.,2025-07-01,64,705-716,10.1175/JAMC-D-24-0186.1,SCOPUS_ID:105010474947
137,Testing a generalized model to map bicycle ridership using crowdsourced data in a racially diverse city,Ferster C.,2025-07-01,77,,10.1016/j.geomat.2025.100060,SCOPUS_ID:105006610811
138,Hard braking events in bioptic drivers with central vision impairment,Deffler R.A.,2025-07-01,45,1186-1194,10.1111/opo.13496,SCOPUS_ID:105001876411
139,Case studies in neuroscience: movement-related cortical stimulation to enhance corticospinal transmission in chronic incomplete spinal cord injury,Cunningham D.A.,2025-07-01,134,397-406,10.1152/jn.00083.2025,SCOPUS_ID:105010911237
140,Real-Time image enhancement following road scenario classification using deep learning,Anoop P.P.,2025-06-30,251,,10.1016/j.measurement.2025.117192,SCOPUS_ID:86000506210
141,"Colour Vision Deficiency: Prevalence and Associated Socio-demographic Characteristics among Commercial Motor-Vehicle Drivers in Benin City Metropolis, Edo State, Nigeria",Moyegbone J.E.,2025-06-29,8,109-117,10.38029/babcockuniv.med.j..v8i1.599,SCOPUS_ID:105011648598
142,Analysis According to the Algorithm of Pedestrian Vehicle Target Detection in Hazy Weather Based on Improved YOLOv8,Li C.,2025-06-27,,35-39,10.1145/3703935.3704068,SCOPUS_ID:105010378911
143,Retrieval-Augmented Generation-aided causal identification of aviation accidents: A large language model methodology,Ren T.,2025-06-10,278,,10.1016/j.eswa.2025.127306,SCOPUS_ID:105001326961
144,"Etiology and pattern of maxillofacial fractures among patients who visited Jimma Medical Center Dental Clinic, Jimma, Southwest Ethiopia",Wayiso G.T.,2025-06-06,104,,10.1097/MD.0000000000042569,SCOPUS_ID:105007942456
145,Research on Enhancing YOLOv8 with GAM Attention and BiFPN-SPD Optimization in Autonomous Driving Systems,Xu S.,2025-06-04,70,197-210,10.3233/ATDE250255,SCOPUS_ID:105009839772
146,Mobile Phone Usage Warning System for Driver Focus Monitoring,Anggara A.K.,2025-06-01,9,325-335,10.18280/ijtdi.090210,SCOPUS_ID:105013591859
147,The Dashboard of Remote Monitoring System for Driver Fatigue,Hidayat R.N.,2025-06-01,58,1089-1100,10.18280/jesa.580601,SCOPUS_ID:105012209983
148,Pinpointing critical traffic hotspots in megacities: a data-driven approach using Google Maps and AHP in Tehran,Mirzahossein H.,2025-06-01,10,,10.1007/s41062-025-02039-1,SCOPUS_ID:105006826459
149,Assessment of the skull fracture prediction capability of finite element head models,Pozzi C.,2025-06-01,69,114-161,10.4271/2025-22-0005,SCOPUS_ID:105010547611
150,How vulnerable are road networks to shocks? An analysis through accessibility indicators,Bergantino A.S.,2025-06-01,9,,10.1016/j.sftr.2025.100471,SCOPUS_ID:85216446492
151,Deep learning-based instance segmentation for detection of tire tread area,Petrović E.,2025-06-01,2,,10.1016/j.pes.2025.100080,SCOPUS_ID:105004359939
152,Evolution and Knowledge Structure of Wearable Technologies for Vulnerable Road User Safety: A CiteSpace-Based Bibliometric Analysis (2000–2025),Ren G.,2025-06-01,15,,10.3390/app15126945,SCOPUS_ID:105008979493
