id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
46,Exploring spatial heterogeneity in factors associated with injury severity in speeding-related crashes: An integrated machine learning and spatial modeling approach,Zhang Z.,2024-10-01,206,,10.1016/j.aap.2024.107697,SCOPUS_ID:85197431541
47,Optimizing Kernel Density Estimation Bandwidth for Road Traffic Accident Hazard Identification: A Case Study of the City of London,Zheng M.,2024-08-01,16,,10.3390/su16166969,SCOPUS_ID:85202611400
48,Analysis of patterns related to wildlife roadkill in the Humid Chaco of Paraguay,Cartes Yegros J.L.,2024-08-01,9,,10.3897/oneeco.9.e127214,SCOPUS_ID:85202543295
49,NetPointLib: Library for Large-Scale Spatial Network Point Data Fusion and Analysis,Kang Y.,2024-07-17,,,10.1145/3626203.3670615,SCOPUS_ID:85200410367
50,"Temporal Analysis of Road Traffic Accidents at Major Intersections in Khon Kaen Province, Thailand: A Time Series Investigation from 2012 to 2021",Tippayanate N.,2024-07-01,20,43-58,10.52939/ijg.v20i7.3403,SCOPUS_ID:85202062439
51,A spatial autocorrelation analysis of road traffic crash by severity using Moran's I spatial statistics: A comparative study of Addis Ababa and Berlin cities,Gedamu W.T.,2024-06-01,200,,10.1016/j.aap.2024.107535,SCOPUS_ID:85187955937
52,EEG_DMNet: A Deep Multi-Scale Convolutional Neural Network for Electroencephalography-Based Driver Drowsiness Detection,Obaidan H.B.,2024-06-01,13,,10.3390/electronics13112084,SCOPUS_ID:85195787299
53,Investigating the temporal dynamics of motor vehicle collision density patterns in urban road networks – A case study of New York,Chang H.,2024-06-01,89,116-134,10.1016/j.jsr.2024.02.009,SCOPUS_ID:85187346559
54,Using the dead to infer about the living: Amphibian roadkill spatiotemporal dynamics suggest local populations' reduction,Pinto T.,2024-06-01,927,,10.1016/j.scitotenv.2024.172356,SCOPUS_ID:85190239886
55,From sky to road: Incorporating the satellite imagery into analysis of freight truck-related crash factors,Yu C.,2024-06-01,200,,10.1016/j.aap.2024.107491,SCOPUS_ID:85187789122
56,"A spatial analysis of risk factors associated with road collisions in Ciudad Juarez, Mexico and using a geographically weighted regression approach",Hernández V.,2024-05-01,166,,10.1016/j.apgeog.2024.103268,SCOPUS_ID:85189920762
57,STFEformer: Spatial–Temporal Fusion Embedding Transformer for Traffic Flow Prediction,Yang H.,2024-05-01,14,,10.3390/app14104325,SCOPUS_ID:85194368595
58,Quantifying the impact of urban road traffic on air quality: activity pre-pandemic and during partial and full lockdowns,Alhajeri N.S.,2024-05-01,196,,10.1007/s10661-024-12572-8,SCOPUS_ID:85189461573
59,"Spatial Distribution and Cluster Analysis of Road Traffic Accidents in Khon Kaen Municipality, Thailand",Tippayanate N.,2024-04-01,20,43-55,10.52939/ijg.v20i4.3149,SCOPUS_ID:85193219218
60,Geospatial Analysis for Identifying Blackspots on National and Rural Highways in Thailand,Sae-Ngow P.,2024-04-01,20,29-42,10.52939/ijg.v20i4.3147,SCOPUS_ID:85193215016
61,Spatiotemporal Pattern of Air Turbulence Risks with QAR Flight Big Data,Zhang L.,2024-03-01,49,482-490,10.13203/j.whugis20210616,SCOPUS_ID:85184990035
62,Safer Traffic Recovery from the Pandemic in London – Spatiotemporal Data Mining of Car Crashes,Qian K.,2024-03-01,17,87-113,10.1007/s12061-023-09533-y,SCOPUS_ID:85166413662
63,Learning spatial patterns and temporal dependencies for traffic accident severity prediction: A deep learning approach,Alhaek F.,2024-02-28,286,,10.1016/j.knosys.2024.111406,SCOPUS_ID:85182906936
64,"Identification and analysis of accident black spots using Geographic Information System (GIS): A study on Kushtia-Jhenaidah national highway (N704), Bangladesh",Khatun M.S.,2024-02-15,10,,10.1016/j.heliyon.2024.e25952,SCOPUS_ID:85184780409
65,Exploring the spatial relationship of e-bike and motorcycle crashes: Implications for risk reduction,Kuo P.F.,2024-02-01,88,199-216,10.1016/j.jsr.2023.11.007,SCOPUS_ID:85179728858
66,"Spatial Analysis to Determine Black Spot Area in Kulon Progo Regency, Yogyakarta, Indonesia",Pratama W.A.,2024-01-01,1294,,10.1088/1755-1315/1294/1/012016,SCOPUS_ID:85185779932
67,Cluster Detection for Traffic Accidents on Spatiotemporal Networks,Ando K.,2024-01-01,246,371-380,10.1016/j.procs.2024.09.416,SCOPUS_ID:85213371982
68,Exploring the Factors Influencing Traffic Accidents: An Analysis of Black Spots and Decision Tree for Injury Severity,Abdullah P.,2024-01-01,52,33-39,10.3311/PPtr.22392,SCOPUS_ID:85181174787
69,Developing a spatio-temporal interactions model for car crashes using a novel data-driven AHP-TOPSIS,Ghezelbash S.,2024-01-01,162,,10.1016/j.apgeog.2023.103151,SCOPUS_ID:85177834768
70,Identifying spatio-temporal pattern of electric vehicles involved traffic accidents,Zhuang Y.,2024-01-01,16,1448-1468,10.1080/19439962.2024.2342478,SCOPUS_ID:85190409244
71,Identification of Accident Black Spots Based on Improved Network Kernel Density and Negative Binomial Regression,Zhuang Y.,2024-01-01,52,119-126,10.12141/j.issn.1000-565X.220659,SCOPUS_ID:85183834232
72,"SPATIAL ANALYSIS OF ROAD TRAFFIC ACCIDENT HOTSPOTS AND PATTERNS IN MUSCAT, OMAN: AN EXPLORATORY RISK MANAGEMENT ASSESSMENT",Alhajri B.,2024-01-01,22,74-89,10.21837/pm.v22i34.1614,SCOPUS_ID:85210931161
73,Exploring the impact of trip patterns on spatially aggregated crashes using floating vehicle trajectory data and graph Convolutional Networks,Zhao J.,2024-01-01,194,,10.1016/j.aap.2023.107340,SCOPUS_ID:85173811628
74,Spatial patterns and characteristics of global piracy analyzed using a geographic information system,Fan H.,2023-11-01,157,,10.1016/j.marpol.2023.105816,SCOPUS_ID:85170672346
75,Kinematic cues in driver-pedestrian communication to support safe road crossing,Zach Noonan T.,2023-11-01,192,,10.1016/j.aap.2023.107236,SCOPUS_ID:85166289175
76,Exploring spatial patterns and environmental risk factors for global maritime accidents: A 20-year analysis,Zhou X.,2023-10-15,286,,10.1016/j.oceaneng.2023.115628,SCOPUS_ID:85167818164
77,Identification of road traffic crashes hotspots on an intercity expressway in India using geospatial techniques,Bisht L.S.,2023-10-01,47,349-356,10.1016/j.iatssr.2023.07.003,SCOPUS_ID:85166466514
78,Traffic accident risk assessment method for road network considering risk heterogeneity,Cao Q.,2023-10-01,53,2817-2825,10.13229/j.cnki.jdxbgxb.20211356,SCOPUS_ID:85181511519
79,Spatial analysis of moving-vehicle crashes and fixed-object crashes based on multi-scale geographically weighted regression,Tang X.,2023-09-01,189,,10.1016/j.aap.2023.107123,SCOPUS_ID:85160544246
80,A Framework for Inserting Visually Supported Inferences into Geographical Analysis Workflow: Application to Road Safety Research,Beecham R.,2023-07-01,55,345-366,10.1111/gean.12338,SCOPUS_ID:85133439025
81,"Analysis of temporal and spatial variation of visibility in Beijing, China, from 2015 to 2020",Shen L.,2023-06-01,3,280-285,10.1016/j.nhres.2023.03.007,SCOPUS_ID:85176906719
82,An effect of canopy bridges on monkey-vehicle collision hotspots: Spatial and spatiotemporal analyses,Cunneyworth P.M.K.,2023-06-01,85,,10.1002/ajp.23492,SCOPUS_ID:85152950690
83,Division and Analysis of Accident-Prone Areas near Highway Ramps Based on Spatial Autocorrelation,Ye Q.,2023-05-01,15,,10.3390/su15107942,SCOPUS_ID:85160737614
84,Spatial pattern identification and crash severity analysis of road traffic crash hot spots in Ohio,Alam M.S.,2023-05-01,9,,10.1016/j.heliyon.2023.e16303,SCOPUS_ID:85159716987
85,"Spatial Statistics and Severity of Highway Accidents in Nakhon Pathom, Thailand",Sae-Ngow P.,2023-04-01,19,13-23,10.52939/ijg.v19i4.2629,SCOPUS_ID:85164771765
86,"Characteristics of Fatal, Pedestrian-Involved, Motor Vehicle Crashes in West Virginia: A Cross-Sectional and Spatial Analysis",Rudisill T.M.,2023-04-01,20,,10.3390/ijerph20075251,SCOPUS_ID:85152314337
87,"Learning from Accidents: Spatial Intelligence Applied to Road Accidents with Insights from a Case Study in Setúbal District, Portugal",Nogueira P.,2023-03-01,12,,10.3390/ijgi12030093,SCOPUS_ID:85151537388
88,"Spatial Analysis with Weighted Kernel Groupings to Determine Risk Sectors Due to Traffic Accidents in Urban Area. Tunja Analysis, Colombia",Escobar F.Á.C.,2023-01-02,62,50-70,10.30827/cuadgeo.v62i1.18025,SCOPUS_ID:85142215249
89,Spatio-temporal Network Analysis for Detecting Traffic Accident Clusters,Ando K.,2023-01-01,,257-262,10.1109/IIAI-AAI59060.2023.00059,SCOPUS_ID:85183472670
90,"TEMPORAL PATTERNS OF ROE DEER (CAPREOLUS CAPREOLUS) TRAFFIC ACCIDENTS IN LITHUANIA: EFFECTS OF DAYTIME, SEASON AND LUNAR PHASE",Galinskaitė L.,2023-01-01,,,10.3846/enviro.2023.838,SCOPUS_ID:85193224438
91,Spatial analysis of road traffic crashes and user based assessment of road safety: A case study of Rotterdam,Shahi S.,2023-01-01,24,567-576,10.1080/15389588.2023.2234530,SCOPUS_ID:85165666509
92,Analysis of traffic accidents in the conurbation of Viña del Mar and Valparaíso using the spatial tool KDE+,Carvajal G.,2023-01-01,2023-July,,10.18687/laccei2023.1.1.246,SCOPUS_ID:85172379192
93,"Spatial and Temporal Pattern of Bus Crashes in City Bus Transport: Case of Delhi Transport Corporation (DTC), India",Gijre V.,2023-01-01,34,11-19,10.33492/JACRS-D-22-00025,SCOPUS_ID:85180853126
94,Temporal and spatial patterns of small vertebrate roadkill in a supercity of eastern China,Wu Q.,2023-01-01,11,,10.7717/peerj.16251,SCOPUS_ID:85175647721
95,Network space analysis–based identification of road traffic accident hotspots: a case study,Zheng M.,2023-01-01,28,108-115,10.1080/13588265.2022.2109446,SCOPUS_ID:85135689181
96,Clustering and pedestrian crashes prediction modelling: Amman case,Shbeeb L.,2023-01-01,30,501-529,10.1080/17457300.2023.2214900,SCOPUS_ID:85162986892
97,Spatio-temporal characteristics of global maritime ship casualties,Li J.,2023-01-01,2486,,10.1088/1742-6596/2486/1/012021,SCOPUS_ID:85163600888
98,EEG-Based Reaction Time Prediction with Fuzzy Common Spatial Patterns and Phase Cohesion using Deep Autoencoder Based Data Fusion,Singh V.,2023-01-01,,,10.1109/INDISCON58499.2023.10270235,SCOPUS_ID:85174848990
99,Spatial analysis of data frequency and severity of rural accidents,Shafabakhsh G.A.,2023-01-01,15,1243-1250,10.1080/19427867.2016.1138605,SCOPUS_ID:84981724350
100,Influence of Traffic Parameters on the Spatial Distribution of Crashes on a Freeway to Increase Safety,Zandi K.,2023-01-01,15,,10.3390/su15010493,SCOPUS_ID:85145585372
101,Identification and Simulation of Traffic Crime Risk Posture within the Central City of Wuhan in China,Xu J.,2023-01-01,12797,,10.1117/12.3007821,SCOPUS_ID:85172873189
102,Built environment influence on the incidence of elderly pedestrian collisions in a medium-large city in southern Brazil: a spatial analysis,da Silva M.T.,2023-01-01,30,428-438,10.1080/17457300.2023.2204503,SCOPUS_ID:85154070703
103,Impact of Land-Use Change on Ecosystem Services in the Wuling Mountains from a Transport Development Perspective,Chen Y.,2023-01-01,20,,10.3390/ijerph20021323,SCOPUS_ID:85146537083
104,A conceptualization of the spatial relationship associated with school-related crashes: a case study in Northwest Florida,Koloushani M.,2023-01-01,46,795-817,10.1080/03081060.2023.2229306,SCOPUS_ID:85164509802
105,Characterization of the Upper Atmosphere from Neutral and Electron Density Observations,Calabia A.,2023-01-01,152,219-225,10.1007/1345_2020_123,SCOPUS_ID:85142608447
106,Geographical spatial analysis and risk prediction based on machine learning for maritime traffic accidents: A case study of Fujian sea area,Yang Y.,2022-12-15,266,,10.1016/j.oceaneng.2022.113106,SCOPUS_ID:85142757049
107,"Ship collision risk analysis: Modeling, visualization and prediction",Liu R.W.,2022-12-15,266,,10.1016/j.oceaneng.2022.112895,SCOPUS_ID:85141476334
108,Applying OHSA to Detect Road Accident Blackspots,Wang Z.Z.,2022-12-01,19,,10.3390/ijerph192416970,SCOPUS_ID:85144576630
109,Applying network kernel density estimation (NKDE) and temporal network kernel estimation (TNKDE) for generating safer routes,Karatzoglou A.,2022-11-01,,26-35,10.1145/3557991.3567782,SCOPUS_ID:85142489826
111,Wildlife-vehicle collisions in Moroccan Atlantic Sahara: Impact on resident species and Afro-Palearctic birds for conservation purposes,Mansouri I.,2022-09-01,60,492-504,10.1111/aje.13007,SCOPUS_ID:85127434546
112,Identification of motorcycle accidents hotspots in the Czech Republic and their conditional factors: The use of KDE+ and two-step cluster analysis,Kraft S.,2022-09-01,188,444-458,10.1111/geoj.12446,SCOPUS_ID:85130254070
113,"Investigating the Risk Factors Associated with Injury Severity in Pedestrian Crashes in Santiago, Chile",Rampinelli A.,2022-09-01,19,,10.3390/ijerph191711126,SCOPUS_ID:85137586387
114,Study on the Method of Identifying the Characteristics of the Traffic Violation Behavior based on the Spatial and Temporal Hotspot Analysis Approach,Zhao Z.,2022-07-25,24,1312-1325,10.12082/dqxxkx.2022.210599,SCOPUS_ID:85133832165
115,A GIS-Based Spatiotemporal Modelling of Urban Traffic Accidents in Tabriz City during the COVID-19 Pandemic,Feizizadeh B.,2022-06-01,14,,10.3390/su14127468,SCOPUS_ID:85132800751
116,Tracking traffic congestion and accidents using social media data: A case study of Shanghai,Chang H.,2022-05-01,169,,10.1016/j.aap.2022.106618,SCOPUS_ID:85125244958
117,Spatiotemporal Analysis of Traffic Accidents Hotspots Based on Geospatial Techniques,Hazaymeh K.,2022-04-01,11,,10.3390/ijgi11040260,SCOPUS_ID:85129157956
118,Spatiotemporal Clustering and Analysis of Road Accident Hotspots by Exploiting GIS Technology and Kernel Density Estimation,Kazmi S.S.A.,2022-02-01,65,155-176,10.1093/comjnl/bxz158,SCOPUS_ID:85116426986
119,Assessing Trauma Center Accessibility for Healthcare Equity Using an Anti-Covering Approach,Chea H.,2022-02-01,19,,10.3390/ijerph19031459,SCOPUS_ID:85123634792
120,Identification of Suburban Motorcycle Traffic Accident Hotspots Using GIS-Based Spatial Analysis,Klaylee J.,2022-01-01,,35-40,10.1109/ICTLE55577.2022.9902103,SCOPUS_ID:85141353854
121,"Spatio-Temporal Disparity of Traffic Accidents Between the Elderly Involved and Non-elderly Groups in Kumamoto, Japan",Zhou Q.,2022-01-01,13614 LNCS,58-68,10.1007/978-3-031-24521-3_5,SCOPUS_ID:85148689022
122,Traffic accident hotspot identification by integrating kernel density estimation and spatial autocorrelation analysis: a case study,Le K.G.,2022-01-01,27,543-553,10.1080/13588265.2020.1826800,SCOPUS_ID:85094818280
123,Spatio-temporal analysis of road traffic accidents in Tunisia,Turki Z.,2022-01-01,,,10.1109/LOGISTIQUA55056.2022.9938067,SCOPUS_ID:85143059958
124,Spatial Statistical Analysis of Traffic Accidents Using GIS and Python for Optimum Resource Allocation,Srikanth L.,2022-01-01,172,805-813,10.1007/978-981-16-4396-5_70,SCOPUS_ID:85122028624
125,"3rd International Conference on Spatial Data and Intelligence, SpatialDI 2022",,2022-01-01,13614 LNCS,,,SCOPUS_ID:85148731326
126,Using Self-Organizing Maps to find spatial relationships between wildlife-vehicle crashes and land use classes,Tsuda L.S.,2022-01-01,94,,10.1590/0001-3765202220210727,SCOPUS_ID:85142512048
127,Exploiting dynamic spatio-temporal graph convolutional neural networks for citywide traffic flows prediction,Ali A.,2022-01-01,145,233-247,10.1016/j.neunet.2021.10.021,SCOPUS_ID:85118753387
128,"Spatial analysis of the correlation between the variables involved in the incidence of transit events of running over pedestrians in Tolucacity, Mexico, through ols, gwr and kde",Reyes R.H.,2022-01-01,16,15-25,,SCOPUS_ID:85131438718
129,Spatiotemporal Analysis of Overloaded Vehicles on a Highway Using Weigh-in-Motion Data,Lin Y.H.,2022-01-01,148,,10.1061/JTEPBS.0000616,SCOPUS_ID:85118144615
130,ASSESSING ROAD ACCIDENTS IN SPATIAL CONTEXT VIA STATISTICAL AND NONSTATISTICAL APPROACHES TO DETECT ROAD ACCIDENT HOTSPOT USING GIS,Khosravi Y.,2022-01-01,66,412-431,10.15292/geodetski-vestnik.2022.03.412-431,SCOPUS_ID:85139873148
131,Using Data Augmentation to Improve EEG-Based Prediction of Emergency Braking Intention,Liang X.,2022-01-01,2022-January,5015-5019,10.1109/CAC57257.2022.10055049,SCOPUS_ID:85151132440
132,Mapping Method of Fishing Grounds based on Marine AIS Data,Chen R.,2021-12-25,23,2163-2173,10.12082/dqxxkx.2021.210106,SCOPUS_ID:85122783633
133,Implications for conservation and game management of the roadkill levels of the endemic Iberian hare (Lepus granatensis),Duarte J.,2021-12-01,11,,10.1038/s41598-021-00147-3,SCOPUS_ID:85117703240
134,"Severity, spatial pattern and statistical analysis of road traffic crash hot spots in Ethiopia",Tola A.M.,2021-10-01,11,,10.3390/app11198828,SCOPUS_ID:85115772942
135,Analysis of Influence Factors for Unstable Approach in Fine⁃Grained Scale,Xie J.,2021-08-05,46,1201-1208,10.13203/j.whugis20190120,SCOPUS_ID:85112268535
136,Revealing the spatial pattern of weather-related road traffic crashes in slovenia,Ivajnšič D.,2021-07-02,11,,10.3390/app11146506,SCOPUS_ID:85111123483
137,"Unraveling urban form and collision risk: The spatial distribution of traffic accidents in Zanjan, Iran",Kalantari M.,2021-05-01,18,,10.3390/ijerph18094498,SCOPUS_ID:85104550111
138,Spatial Multiresolution Analysis Approach to Identify Crash Hotspots and Estimate Crash Risk,Katicha S.W.,2021-05-01,147,,10.1061/JTEPBS.0000516,SCOPUS_ID:85101746523
139,A typological and spatial analysis of pedestrian fatalities and injuries in Malta,Bajada T.,2021-05-01,86,,10.1016/j.retrec.2020.101023,SCOPUS_ID:85099715684
140,The geography of freight-related accidents in the era of E-commerce: Evidence from the Los Angeles metropolitan area,Yang C.,2021-04-01,92,,10.1016/j.jtrangeo.2021.102989,SCOPUS_ID:85101810973
141,Exploring pedestrian injury severities at pedestrian-vehicle crash hotspots with an annual upward trend: A spatiotemporal analysis with latent class random parameter approach,Song L.,2021-02-01,76,184-196,10.1016/j.jsr.2020.12.008,SCOPUS_ID:85099440089
142,Navigational risk analysis based on GIS spatiotemporal trajectory mining: a case study in Nanjing Yangtze River Bridge waters,Xia H.,2021-02-01,14,,10.1007/s12517-021-06621-6,SCOPUS_ID:85100427390
143,Detecting crash hotspots using grid and density-based spatial clustering,Ganjali Khosrowshahi A.,2021-01-04,176,200-212,10.1680/jtran.20.00028,SCOPUS_ID:85119530853
144,"Traffic Accidents Detection using Geographic Information Systems (GIS): Spatial Correlation of Traffic Accidents in the City of Amman, Jordan",Alkhadour W.,2021-01-01,12,484-494,10.14569/IJACSA.2021.0120462,SCOPUS_ID:85105825288
145,A spatial decision support system for traffic accident prevention in different weather conditions,Ivajnšič D.,2021-01-01,61,75-92,10.3986/AGS.9415,SCOPUS_ID:85111085130
146,Road Traffic Accident Hot Spots Situation and Potential Countermeasures Development in Tunisia,Fedy O.,2021-01-01,,39-40,,SCOPUS_ID:85126048598
147,"An analysis on the spatial pattern of local safety level index using spatial autocorrelation-focused on basic local governments, Korea",Yi M.S.,2021-01-01,39,29-40,10.7848/ksgpc.2021.39.1.29,SCOPUS_ID:85103496841
