id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
18,Intelligent Road Accident Management System Utilizing Machine Learning Models,Dorado D.B.,2025-04-02,3287,,10.1063/5.0262078,SCOPUS_ID:105002330989
19,Multimodal Guidance for Enhancing Cyclist Road Awareness,Ren G.,2025-04-01,14,,10.3390/electronics14071363,SCOPUS_ID:105002370427
20,Protocol for a pilot hybrid type I effectiveness-implementation study to improve help-seeking for sleep disorders in the future healthcare workforce: The Sleep Check Before Shift Work trial,Dunbar C.,2025-04-01,6,,10.1093/sleepadvances/zpaf020,SCOPUS_ID:105004776713
21,An interpretable machine learning framework for enhancing road transportation safety,Abdulrashid I.,2025-03-01,195,,10.1016/j.tre.2025.103969,SCOPUS_ID:85215417205
22,Driver Drowsiness Detection Using Dlib,Mishra B.,2025-01-30,3253,,10.1063/5.0251941,SCOPUS_ID:85217533691
23,System Dynamics in Road Safety: A Comprehensive Overview with Selected Use-Cases,Kayisu A.K.,2025-01-01,21,91-108,10.37394/232015.2025.21.9,SCOPUS_ID:86000782050
24,Short-Term Effects of Stepwise Feedback on Driver Readiness on Urban Roads,Jiang L.,2025-01-01,,2106-2113,10.1109/IV64158.2025.11097655,SCOPUS_ID:105014239857
25,The Impact of Physical Exercise on Driver Attention Reaction Time and Decision Making,Xianyou Y.,2025-01-01,13,109867-109882,10.1109/ACCESS.2025.3563966,SCOPUS_ID:105003658231
26,Enhanced Multi-Class Driver Behavior Detection in IoMT Environments Using Hybrid LSTM-GRU Model,AlSalman H.,2025-01-01,13,142379-142396,10.1109/ACCESS.2025.3598005,SCOPUS_ID:105013252068
27,Behavior change interventions for dangerous driving behavior in low- and middle-income countries: a systematic review of interventions and outcome measurement instruments,Fanai S.,2025-01-01,13,,10.3389/fpubh.2025.1597331,SCOPUS_ID:105008440090
28,SpeedEye: A Crowdsourced Speeding Detection System for Safer Urban Neighborhoods,Hazime F.,2025-01-01,,,10.1109/ICMI65310.2025.11141158,SCOPUS_ID:105016993875
29,Empowering Deaf Drivers: Visual and Haptic Assistance for Accessible Driving,Govindraj S.,2025-01-01,,29-40,10.1007/978-981-96-5503-8_3,SCOPUS_ID:105016541185
30,Innovative Solutions in Breath Alcohol Measurement for Improving Road Safety,Pramkeaw P.,2025-01-01,,,10.1109/ICCI64209.2025.10987279,SCOPUS_ID:105006582224
31,Motorcycle Displays Features and Smartphone Mobile Applications for Improving UI/UX Design: A Systematic Literature Review,Ribeiro A.,2025-01-01,1198 LNNS,236-246,10.1007/978-3-031-76459-2_22,SCOPUS_ID:105005942893
32,Acceptability of virtual restraint fitting to extend the reach of child restraint fitting services: A pilot randomized controlled trial,Cooray N.,2025-01-01,26,146-155,10.1080/15389588.2024.2394966,SCOPUS_ID:85211507822
33,Immersive Learning of Traffic Laws for Responsible Driving,Zambrano J.L.V.,2025-01-01,,267-271,10.1109/ICEDEG65568.2025.11081598,SCOPUS_ID:105012898348
34,Enhanced Driver Profiling Through Clustering of Naturalistic Driving Data for Risk Evaluation and Insights,Hermia J.J.,2025-01-01,,914-920,10.1109/NETCRYPT65877.2025.11102719,SCOPUS_ID:105015406140
35,An Adaptive Headlight Dimming Systems for Enhanced Night Driving Safety with Machine Learning on ARM Boards,Nithish Kumar P.,2025-01-01,,2077-2083,10.1109/ICSCDS65426.2025.11167868,SCOPUS_ID:105018463420
36,Predictive Beamforming for OTFS-Enabled URLLC in High-Mobility Vehicular Networks,Xue J.,2025-01-01,,,10.1109/TCCN.2025.3587126,SCOPUS_ID:105010314934
37,BMRF-Net: Bidirectional Multi-Scale Receptive Field Fusion Network for Tiny Ship Detection,Zhang Y.,2025-01-01,,1842-1847,10.1109/ICTIS68762.2025.11214835,SCOPUS_ID:105022513629
38,Robust Decision-Making Method for Autonomous Driving Based on Multi-Modal Fusion and Uncertainty Modeling,Li F.J.,2025-01-01,,,10.1109/TVT.2025.3613839,SCOPUS_ID:105017450336
39,An Efficient Dual-Agent Framework for Generating and Evaluating Synthetic Aviation Safety Reports using Large Language Models,Jing X.,2025-01-01,,1-15,10.2514/6.2025-3249,SCOPUS_ID:105017851173
40,Bridging language barriers in healthcare: a patient-centric mobile app for multilingual health record access and sharing,Solomou T.,2025-01-01,7,,10.3389/fdgth.2025.1542485,SCOPUS_ID:85219551584
41,Cross-modal feedback of tactile and auditory stimuli for cyclists in noisy environments,Uemura R.,2024-12-16,380,,10.1016/j.sna.2024.116031,SCOPUS_ID:85208189718
42,Applying the multiphase optimization strategy to evaluate the feasibility and effectiveness of an online road safety education intervention for children and parents: a pilot study,Pham J.,2024-12-01,24,,10.1186/s12889-024-19208-z,SCOPUS_ID:85197491602
43,4C: Custom-and-Correct-by-Construction Controller Synthesis using Multi-modal Human Feedback,Karagulle R.,2024-12-01,58,254-259,10.1016/j.ifacol.2025.01.190,SCOPUS_ID:85218059645
44,A novel learner driver first aid eLearning program: a mixed-method pre-post pilot test and evaluation,Miller O.,2024-12-01,24,,10.1186/s12873-024-01036-4,SCOPUS_ID:85199982024
45,Research on the application of augmented reality fusion projection practical training platform in car accident rescue scenario simulation teaching for undergraduate nursing students,Gu C.,2024-11-15,21,1334-1339,10.3761/j.issn.1672-9234.2024.11.010,SCOPUS_ID:85210965908
46,Disturbances and safety analysis of linear adaptive cruise control for cut-in scenarios: A theoretical framework,Li Z.,2024-11-01,168,,10.1016/j.trc.2024.104576,SCOPUS_ID:85189098732
47,A Driver Safety System Using Raspberry Pi and Computer Vision,Ganesh K.,2024-10-17,,,10.4271/2024-28-0030,SCOPUS_ID:85213397966
48,Evaluating current and future pedestrian mid-block crossing safety treatments using virtual reality simulation,Angulo A.V.,2024-10-01,206,,10.1016/j.aap.2024.107715,SCOPUS_ID:85198038120
49,Evaluation of the effectiveness of three different interventions on older driver safety over a 12-month period: Study protocol for a randomised controlled trial,Hansen A.,2024-08-17,14,,10.1136/bmjopen-2024-087137,SCOPUS_ID:85201631027
50,Modeling of drinking and driving behaviors among adolescents and young adults in the United States: Complexities and Intervention outcomes,Hosseinichimeh N.,2024-08-01,354,,10.1016/j.socscimed.2024.117087,SCOPUS_ID:85199055180
51,‘Safety in the Grey Zone’: Evaluation of a training program to improve the safety of incident responders on high-speed roads,Newnam S.,2024-06-01,89,83-90,10.1016/j.jsr.2024.01.011,SCOPUS_ID:85183941356
52,Assessing the effectiveness of psychoeducational interventions on driving behavior: A systematic review and meta-analysis,Tirla L.,2024-05-01,199,,10.1016/j.aap.2024.107496,SCOPUS_ID:85185295220
53,"Education, incentive, and engineering-based interventions to promote the use of seat belts",Lourens A.,2024-01-10,2024,,10.1002/14651858.CD011218.pub2,SCOPUS_ID:85182088759
54,Predicting Accident-Prone Zones Using Machine Learning: A Web Application Approach,Devi M.S.,2024-01-01,,,10.1109/ICICEC62498.2024.10808324,SCOPUS_ID:85216586383
55,Comparative Analysis of R2S Platform among Developed and Developing Countries,Nawaz I.,2024-01-01,78,190-197,10.1016/j.trpro.2024.02.025,SCOPUS_ID:85187562562
56,Assessing the driving behaviour of motorcyclists to improve road safety,Charef A.,2024-01-01,30,617-644,10.3897/jucs.108550,SCOPUS_ID:85195405794
57,An Efficient Driver Monitoring: Road Crash and Driver Behavior Analysis,Ameksa M.,2024-01-01,838 LNNS,587-593,10.1007/978-3-031-48573-2_84,SCOPUS_ID:85184813561
58,CROSS-MODAL FEEDBACK OF TACTILE AND AUDITORY STIMULI FOR CYCLISTS IN NOISY ENVIRONMENTS,Uemura R.,2024-01-01,,,,SCOPUS_ID:85205342632
59,Interactive and Robust Prevention of Lane Departure,Edamoto S.,2024-01-01,,763-769,10.1007/978-3-031-70392-8_108,SCOPUS_ID:85206462036
60,"Augmenting Driver Awareness and Performance through Haptics, Assistive Controls, and Environment Perception",Shata A.A.A.,2024-01-01,,,10.4271/2024-01-5103,SCOPUS_ID:85212405995
61,Real-Time Road Lane-Lines Detection using Mask-RCNN Approach,Beissenova G.,2024-01-01,15,827-833,10.14569/IJACSA.2024.0150583,SCOPUS_ID:85197866001
62,Improved Facial Expression Recognition Through Occluded Optical Flow Reconstruction Using Deep Convolutional Generative Adversarial Network,Kemmou A.,2024-01-01,,,10.1109/WINCOM62286.2024.10657959,SCOPUS_ID:85204284550
63,A Geospatial Drug Abuse Risk Assessment and Monitoring Dashboard Tailored for School Students: Development Study With Requirement Analysis and Acceptance Evaluation,Al-Aboosi A.M.,2024-01-01,11,,10.2196/48139,SCOPUS_ID:85200160265
64,Human-Machine Shared Control for Path Following Considering Driver Fatigue Characteristics,Fang Z.,2024-01-01,25,7250-7264,10.1109/TITS.2023.3347439,SCOPUS_ID:85182931128
65,Driving Fatigue Detection Based on Hybrid Electroencephalography and Eye Tracking,Lian Z.,2024-01-01,28,6568-6580,10.1109/JBHI.2024.3446952,SCOPUS_ID:85201781885
66,"Synthesis of findings from the literature and a qualitative research study on the impacts of gender, disability, and ethnicity in Neglected Tropical Diseases programs",Arney J.K.,2023-12-01,17,,10.1371/journal.pntd.0011782,SCOPUS_ID:85180003135
67,The effect of Real-Time feedback and incentives on speeding behaviors using Telematics: A randomized controlled trial,Malekpour M.R.,2023-10-01,191,,10.1016/j.aap.2023.107216,SCOPUS_ID:85164227937
68,Preparing drivers for the future: Evaluating the effects of training on drivers’ performance in an autonomous vehicle landscape,Murtaza M.,2023-10-01,98,280-296,10.1016/j.trf.2023.09.013,SCOPUS_ID:85172730264
69,Procedural Driving Skill Coaching from More Skilled Drivers to Safer Drivers: A Survey,Gan W.,2023-06-12,,10-18,10.1145/3592571.3592973,SCOPUS_ID:85167947217
70,"Parallel Vision for Intelligent Transportation Systems in Metaverse: Challenges, Solutions, and Potential Applications",Zhang H.,2023-06-01,53,3400-3413,10.1109/TSMC.2022.3228314,SCOPUS_ID:85146226863
71,Impact of feedback content on dangerous driving behaviours based on the triangle model of responsibility,Ge Y.,2023-02-01,93,1-10,10.1016/j.trf.2022.12.003,SCOPUS_ID:85144483453
72,Cost-effectiveness and cost-utility analyses of a web-based computer-tailored intervention for prevention of binge drinking among Spanish adolescents,Vargas-Martínez A.M.,2023-02-01,47,319-335,10.1111/acer.14990,SCOPUS_ID:85148648280
73,Segment-condition-based railway track maintenance schedule optimization,Chang Y.,2023-01-15,38,160-193,10.1111/mice.12824,SCOPUS_ID:85124736089
74,Usability testing of three visual HMIs for assisted driving: How design impacts driver distraction and mental models,Perrier M.J.R.,2023-01-01,66,1142-1163,10.1080/00140139.2022.2136766,SCOPUS_ID:85141100101
75,A methodology to explore the road safety impact of fitness to drive solutions for commercial drivers: The PANACEA project,Usami D.S.,2023-01-01,69,823-830,10.1016/j.trpro.2023.02.241,SCOPUS_ID:85159140545
76,An Integrated Deep Learning-based Lane Departure Warning and Blind Spot Detection System: A Case Study for the Kayoola Buses,Ziryawulawo A.,2023-01-01,,,10.1109/AAIAC60008.2023.10465276,SCOPUS_ID:85189935808
77,DenseLight: Efficient Control for Large-scale Traffic Signals with Dense Feedback,Lin J.,2023-01-01,2023-August,6058-6066,10.24963/ijcai.2023/672,SCOPUS_ID:85170365289
78,Driver's Cognitive Function Estimation Using Daily Driving Data,Kimura R.,2023-01-01,,,10.1109/EMBC40787.2023.10341113,SCOPUS_ID:85179650125
79,A Resilient Control Strategy in Connected Vehicles under Actuator Attacks,Li K.,2023-01-01,,,10.1109/CVCI59596.2023.10397258,SCOPUS_ID:85185373049
80,Roadcast: A Vehicle Incident Management System and Forecasting Implementing Moving Average,Abuan K.F.A.,2023-01-01,579,9-18,10.1007/978-981-19-7663-6_2,SCOPUS_ID:85149956960
81,Traffic Sign Recognition and Voice-Activated Driving Assistance Using Raspberry Pi,Kavitha C.,2023-01-01,,,10.1109/ICONSTEM56934.2023.10142789,SCOPUS_ID:85163162368
82,Understanding Drivers' Visual and Comprehension Loads in Traffic Violation Hotspots Leveraging Crowd-Based Driving Simulation,Jiang Z.,2022-12-01,23,23369-23383,10.1109/TITS.2022.3204068,SCOPUS_ID:85139440665
83,How to take speed decisions consistent with the available sight distance using an intelligent speed adaptation system,Hazoor A.,2022-09-01,174,,10.1016/j.aap.2022.106758,SCOPUS_ID:85132740414
84,Research on Lane Changing Game and Behavioral Decision Making Based on Driving Styles and Micro-Interaction Behaviors,Ye M.,2022-09-01,22,,10.3390/s22186729,SCOPUS_ID:85138411610
85,Preliminary evidence of the efficacy of the Reducing Aggressive Driving (RAD) program,Stephens A.N.,2022-09-01,82,438-449,10.1016/j.jsr.2022.07.011,SCOPUS_ID:85136550790
86,"“Tiny Cargo, Big Deal! Abróchame Bien, Cuídame Bien” an emergency department-based intervention to promote child passenger safety: Protocol for an adaptive randomized trial among caregivers of 6-month through 10-year-old children",Macy M.L.,2022-09-01,120,,10.1016/j.cct.2022.106863,SCOPUS_ID:85135861610
87,An LMIs-based back-stepping sliding mode control framework for robust velocity tracking of the automatic driving vehicle on sloped roads,Chen Z.,2022-07-10,32,6148-6183,10.1002/rnc.6133,SCOPUS_ID:85128194132
88,Enhancing Acceptance and Trust in Automated Driving trough Virtual Experience on a Driving Simulator,Clement P.,2022-02-01,15,,10.3390/en15030781,SCOPUS_ID:85123044552
89,How to Improve Vehicle Lateral Control: The Effect of Visual Feedback Luminance,Rossi R.,2022-01-01,13445 LNCS,324-334,10.1007/978-3-031-15546-8_27,SCOPUS_ID:85137987237
90,Application of electrophysiology-based machine learning in identifying driving fatigue,Xiang H.,2022-01-01,39,459-464,10.11836/JEOM21310,SCOPUS_ID:85131834214
91,Consumer usability of flexible vs. rigid lower anchor hardware in infant child restraint system (CRS) installations,Mansfield J.A.,2022-01-01,23,S105-S110,10.1080/15389588.2022.2089663,SCOPUS_ID:85133221479
92,Virtual Reality combined with Robotic facilitated movements for pain management and sensory stimulation of the upper limb following a Brachial Plexus injury: A case study,Snow P.W.,2022-01-01,2022-July,,10.1109/ICORR55369.2022.9896552,SCOPUS_ID:85138902899
93,Do Brief Alcohol Interventions Reduce Driving After Drinking Among College Students? A Two-step Meta-analysis of Individual Participant Data,Mun E.Y.,2022-01-01,57,125-135,10.1093/alcalc/agaa146,SCOPUS_ID:85118996774
94,Community engagement in the development and implementation of a rural road safety campaign: Steps and lessons learned,Hamann C.J.,2021-12-01,23,,10.1016/j.jth.2021.101282,SCOPUS_ID:85117710956
95,Effect of educational intervention addressing inaccurate self-assessment of driving performance in older Japanese adults,Kosuge R.,2021-12-01,163,,10.1016/j.aap.2021.106460,SCOPUS_ID:85118493229
96,Evaluating the implementation of a multicomponent intervention consisting of education and feedback on reducing benzodiazepine prescriptions by general practitioners: Benzored hybrid type i cluster randomized controlled trial,Socias I.,2021-08-01,18,,10.3390/ijerph18157964,SCOPUS_ID:85111313533
97,A driving simulator study for assessing the potential of augmented reality technology to improve the safety of passing maneuvers,Calvi A.,2021-06-16,,,10.1109/MT-ITS49943.2021.9529339,SCOPUS_ID:85115837643
98,A Modeled Approach for Online Adversarial Test of Operational Vehicle Safety,Capito L.,2021-05-25,2021-May,398-404,10.23919/ACC50511.2021.9482763,SCOPUS_ID:85111915194
99,Situation Awareness Levels to Evaluate the Usability of Augmented Feedback to Support Driving in an Unfamiliar Traffic Regulation,Alyamani H.J.,2021-01-01,12,804-812,10.14569/IJACSA.2021.0120593,SCOPUS_ID:85107567293
100,Prototyping and Usability Evaluation of Road Safety Education Courseware for Primary Schools in Malaysia,Zulkifli A.N.,2021-01-01,15,32-47,10.3991/ijim.v15i06.20609,SCOPUS_ID:85103481836
101,System Approach to Ensuring the Safety of Modern Vehicles,Makarova I.,2021-01-01,2021-April,783-790,,SCOPUS_ID:85137946493
102,Active Safety Planning Method for Transportation Network Design,Lin H.,2021-01-01,2021,,10.1155/2021/5564063,SCOPUS_ID:85120779486
103,Exploring the effectiveness of a digital voice assistant to maintain driver alertness in partially automated vehicles,Mahajan K.,2021-01-01,22,378-383,10.1080/15389588.2021.1904138,SCOPUS_ID:85104755444
104,"The real-time reproduction number, impact of interventions and prediction of the epidemic size of COVID-19 in the center of Iran",Moradzadeh R.,2021-01-01,26,,10.4103/jrms.JRMS_480_20,SCOPUS_ID:85117305159
105,A citywide location-allocation framework for driver feedback signs: Optimizing safety and coverage of vulnerable road users,Wu M.,2020-12-02,12,1-20,10.3390/su122410415,SCOPUS_ID:85097678604
106,Exploring drivers’ mental workload and visual demand while using an in-vehicle HMI for eco-safe driving,Li X.,2020-10-01,146,,10.1016/j.aap.2020.105756,SCOPUS_ID:85090354422
107,"“They would call me, and I would need to know because it is like life and death”: A qualitative examination of the acceptability of smartphone applications designed to reduce mobile phone use while driving",Oviedo-Trespalacios O.,2020-08-01,73,499-513,10.1016/j.trf.2020.06.007,SCOPUS_ID:85089270159
108,A Mobile Game (Safe City) Designed to Promote Children's Safety Knowledge and Behaviors: Protocol for a Randomized Controlled Trial,Wong R.S.,2020-06-01,9,,10.2196/17756,SCOPUS_ID:85090444099
109,SafeDri: A mobile-based application for safety driving,Maulid H.,2020-05-22,850,,10.1088/1757-899X/850/1/012003,SCOPUS_ID:85085683245
110,Design Research on Vibration Tactile Feedback in Vehicle Navigation Information Application,Zhu Y.,2020-04-26,,47-56,10.1145/3403676.3403682,SCOPUS_ID:85095814559
111,Hands-free but not eyes-free: A usability evaluation of siri while driving,Larsen H.H.,2020-03-14,,63-72,10.1145/3343413.3377962,SCOPUS_ID:85082486940
112,A new safe lane-change trajectory model and collision avoidance control method for automatic driving vehicles,Peng T.,2020-03-01,141,,10.1016/j.eswa.2019.112953,SCOPUS_ID:85072513676
113,Interaction-centred design: an end user evaluation of road intersection concepts developed using the cognitive work analysis design toolkit (CWA-DT),Read G.J.M.,2020-01-01,,1221-1239,10.1080/00140139.2020.1782996,SCOPUS_ID:85087912016
114,Assessing the Effectiveness of Augmented Reality Cues in Preventing Rear-End Collisions: A Driving Simulator Study,Calvi A.,2020-01-01,1212 AISC,229-236,10.1007/978-3-030-50943-9_29,SCOPUS_ID:85088223728
115,Multi-aircraft optimal 4D online trajectory planning in the presence of a multi-cell storm in development,Seenivasan D.B.,2020-01-01,110,123-142,10.1016/j.trc.2019.11.014,SCOPUS_ID:85075500467
116,ESO-based path following control for underactuated vehicles with the safety prediction obstacle avoidance mechanism,Zhang G.,2019-09-15,188,,10.1016/j.oceaneng.2019.106259,SCOPUS_ID:85070486960
117,"Reducing risky driving: Assessing the impacts of an automatically-assigned, targeted web-based instruction program",Camden M.C.,2019-09-01,70,105-115,10.1016/j.jsr.2019.06.006,SCOPUS_ID:85068393533
118,Intelligent decision support to determine the best sensory guardrail locations,Rico N.,2019-08-18,354,41-48,10.1016/j.neucom.2018.05.139,SCOPUS_ID:85065041356
119,Using crowd sourcing to locate and characterize conflicts for vulnerable modes,Rahman Z.,2019-07-01,128,32-39,10.1016/j.aap.2019.03.014,SCOPUS_ID:85063760061
120,Toward hazard reduction of road vehicle after tire blowout: A driver steering assist control strategy,Yang L.,2019-07-01,2019-July,6600-6605,10.23919/ChiCC.2019.8865137,SCOPUS_ID:85074406687
121,A study on the rollover control for amphibious eight-wheeled armored vehicles,Chu T.W.,2019-06-01,34,69-80,,SCOPUS_ID:85068215163
122,Optimal transport network design for both traffic safety and risk equity considerations,Lin H.Z.,2019-05-01,218,738-745,10.1016/j.jclepro.2019.02.070,SCOPUS_ID:85061600862
123,Active steering and anti-roll shared control for enhancing roll stability in path following of autonomous heavy vehicle,Liu Y.,2019-04-02,2019-April,,10.4271/2019-01-0454,SCOPUS_ID:85064640179
124,Improving road safety by affecting negative factors,Makarova I.,2019-01-01,,629-637,10.5220/0007877106290637,SCOPUS_ID:85067544519
125,A simulator study of the effect of incentive on adoption and effectiveness of an in-vehicle human machine interface,Vaezipour A.,2019-01-01,60,383-398,10.1016/j.trf.2018.10.030,SCOPUS_ID:85056604242
126,Novel integrated multi-disciplinary collaborative field development well planning workflow for the full lifecycle of a green field offshore Abu Dhabi,Torres J.,2019-01-01,,,10.2118/197240-ms,SCOPUS_ID:85088203683
127,'Woodlands'-A Virtual Reality Serious Game Supporting Learning of Practical Road Safety Skills,Szczurowski K.,2018-10-30,,427-435,10.1109/GEM.2018.8516493,SCOPUS_ID:85057030782
128,Evaluating the effectiveness of Behavior-Based Safety education methods for commercial vehicle drivers,Wang X.,2018-08-01,117,114-120,10.1016/j.aap.2018.04.008,SCOPUS_ID:85046032824
129,The combined effects of on-road and simulator training with feedback on older drivers' on-road performance: Evidence from a randomized controlled trial,Sawula E.,2018-04-03,19,241-249,10.1080/15389588.2016.1236194,SCOPUS_ID:85041494510
130,Enhancing bicycle safety through immersive experiences using virtual reality technologies,Tsuboi H.,2018-01-01,10915 LNAI,444-456,10.1007/978-3-319-91470-1_35,SCOPUS_ID:85050646501
131,Identification of task demands and usability issues in police use of mobile computing terminals,Zahabi M.,2018-01-01,66,161-171,10.1016/j.apergo.2017.08.013,SCOPUS_ID:85028912427
132,"Fatigue in transport: a review of exposure, risks, checks and controls*",Phillips R.O.,2017-11-02,37,742-766,10.1080/01441647.2017.1349844,SCOPUS_ID:85025472993
133,Evaluating driver drowsiness countermeasures,Gaspar J.G.,2017-05-29,18,S58-S63,10.1080/15389588.2017.1303140,SCOPUS_ID:85018822381
134,Using negative emotional feedback to modify risky behavior of young moped riders,Megías A.,2017-05-19,18,351-356,10.1080/15389588.2016.1205189,SCOPUS_ID:84994807303
135,Automotive HMI design and participatory user involvement: review and perspectives,François M.,2017-04-03,60,541-552,10.1080/00140139.2016.1188218,SCOPUS_ID:84971377579
136,The climate change-road safety-economy nexus: A system dynamics approach to understanding complex interdependencies,Alirezaei M.,2017-03-01,5,,10.3390/systems5010006,SCOPUS_ID:85019167037
137,Training driving ability in a traumatic brain-injured individual using a driving simulator: A case report,Imhoff S.,2017-02-10,10,41-45,10.2147/IMCRJ.S120918,SCOPUS_ID:85013631398
138,Integration of an adaptive infotainment system in a vehicle and validation in real driving scenarios,Galarza M.A.,2017-01-01,2017,,10.1155/2017/4531780,SCOPUS_ID:85014352855
139,Are psychological interventions effective for the management of neck pain and whiplash-associated disorders? A systematic review by the Ontario Protocol for Traffic Injury Management (OPTIMa) Collaboration,Shearer H.M.,2016-12-01,16,1566-1581,10.1016/j.spinee.2015.08.011,SCOPUS_ID:84951855238
140,In-car usage-based insurance feedback strategies. A comparative driving simulator study,Dijksterhuis C.,2016-09-01,59,1158-1170,10.1080/00140139.2015.1127428,SCOPUS_ID:84967224355
141,A Systematic Review on the Effectiveness of Brief Interventions for Alcohol Misuse among Adults in Emergency Departments,Landy M.,2016-02-01,61,1-12,10.1016/j.jsat.2015.08.004,SCOPUS_ID:84949997450
142,Technical evaluation on FIQIR road safety from expert's perspective,Rawi N.A.,2016-01-01,8,15-20,,SCOPUS_ID:84984791511
143,A survey of motion planning and control techniques for self-driving urban vehicles,Paden B.,2016-01-01,1,33-55,10.1109/TIV.2016.2578706,SCOPUS_ID:85041966386
144,Will cost-effectiveness decisions determine future 4D air traffic management concepts?,Brooker P.,2015-05-27,68,619-633,10.1017/S037346331400071X,SCOPUS_ID:84925621875
145,The impact of immediate or delayed feedback on driving behaviour in a simulated Pay-As-You-Drive system,Dijksterhuis C.,2015-01-01,75,93-104,10.1016/j.aap.2014.11.017,SCOPUS_ID:84912077012
146,Evaluating changes in driver behaviour: A risk profiling approach,Ellison A.,2015-01-01,75,298-309,10.1016/j.aap.2014.12.018,SCOPUS_ID:84919787688
147,Advanced vehicle sonification applications,Jeon M.,2014-09-17,,14-18,10.1145/2667239.2667284,SCOPUS_ID:84910644163
148,Behavioral skills training to improve installation and use of child passenger safety restraints,Himle M.B.,2014-09-01,47,549-559,10.1002/jaba.143,SCOPUS_ID:85027930383
149,Comprehension and acceptability of on-board traffic information: Beliefs and driving behaviour,Cristea M.,2014-04-01,65,123-130,10.1016/j.aap.2013.12.017,SCOPUS_ID:84892858263
150,Evaluation of the game development process of a location-based mobile game,Beg I.,2014-01-01,1,26-33,,SCOPUS_ID:84923554685
151,Modifying behaviour to reduce over-speeding in work-related drivers: An objective approach,Newnam S.,2014-01-01,64,23-29,10.1016/j.aap.2013.10.032,SCOPUS_ID:84889653357
152,The Effectiveness of Community Action in Reducing Risky Alcohol Consumption and Harm: A Cluster Randomised Controlled Trial,Shakeshaft A.,2014-01-01,11,,10.1371/journal.pmed.1001617,SCOPUS_ID:84898999279
153,Design and evaluation of a framework for cooperative and adaptive QoS control of DSRC network for road safety applications,Guan W.,2013-12-16,2013,,10.1155/2013/946931,SCOPUS_ID:84890082367
154,Human-centric analysis of driver inattention,Taib R.,2013-12-01,,7-12,10.1109/IVS.2013.6629439,SCOPUS_ID:84892384172
