id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
28,Community willingness to participate in prehospital injury care: A cross-sectional survey of injury-prone areas along the national 3 highway in Cameroon,Tanue E.A.,2025-09-01,20,,10.1371/journal.pone.0332179,SCOPUS_ID:105015647195
29,Deaths in animal attacks: A 10-year retrospective forensic analysis of direct and indirect causes,Atan Y.,2025-09-01,70,1918-1927,10.1111/1556-4029.70075,SCOPUS_ID:105005232262
30,Prioritizing safety funding using severity weighted risk scores,Schultz G.G.,2025-08-01,218,,10.1016/j.aap.2025.108083,SCOPUS_ID:105004367337
31,"Special Report from the CDC: Racial/ethnic differences in motor-vehicle crash deaths, United States, 2019–2022",Matthews S.,2025-07-01,93,441-446,10.1016/j.jsr.2025.03.005,SCOPUS_ID:105001583097
32,Coupling analysis of risk factors in road cargo transport accidents and preventive measures with an N–K model,Huang R.,2025-07-01,20,,10.1371/journal.pone.0328074,SCOPUS_ID:105010567616
33,Treatment of Sequelae of Traditional Treatment of Musculoskeletal Fractures in Niamey: A Report of 137 Cases,Idé G.,2025-06-29,3,33-38,10.5281/hra.v3i7.6819,SCOPUS_ID:105016210559
34,New AI technology for predictive pothole locating on highways,Regin R.,2025-06-27,,143-159,10.4018/979-8-3373-5203-9.ch008,SCOPUS_ID:105012572599
35,Dataset on fatal road traffic crash attributes extracted via natural language processing of online media articles in India,Ashutosh A.,2025-06-01,60,,10.1016/j.dib.2025.111578,SCOPUS_ID:105003918633
36,Application of Machine Learning in Accident Data Analysis: A Case Study Using Self-report Questionnaire,Manouchehri T.,2025-06-01,26,,10.5812/semj-158678,SCOPUS_ID:105007073328
37,TU-DAT: A Computer Vision Dataset on Road Traffic Anomalies,Pradeep Kumar P.,2025-06-01,25,,10.3390/s25113259,SCOPUS_ID:105007698023
38,"City PROFILE: “Barcelona: The experience of 40 years of health reports, a health for all policies tool”",Borrell C.,2025-06-01,161,,10.1016/j.cities.2025.105862,SCOPUS_ID:86000639623
39,Work-related road traffic accidents: Emergence of new modes of personal journey - analysis based on data from a register of road traffic accidents in France,Fort E.,2025-06-01,31,242-252,10.1136/ip-2023-045102,SCOPUS_ID:85204185489
40,Breaking bones and the rules: An audit of paediatric e-scooter trauma in a regional Queensland hospital,Clanfield M.,2025-06-01,49,,10.1016/j.anzjph.2025.100245,SCOPUS_ID:105007156169
41,THE GENERAL HEALTH STATUS OF WORKING-AGE POPULATION FROM THE REPUBLIC OF MOLDOVA IN RELATION TO OCCUPATIONAL RISK FACTORS,Deleu R.,2025-06-01,60,233-241,10.31688/ABMU.2025.60.2.08,SCOPUS_ID:105008528242
42,Private car travel is the dominant form of transport to work for healthcare workers across Greater Western Sydney: a short report on a large travel survey,Mazumdar S.,2025-05-12,49,,10.1071/AH24229,SCOPUS_ID:105008453836
43,Safe Isfahan: Roadmap to Reduce Traffic Accidents with a Data-Driven Approach and Multi-Sectoral Partnership,Fatemi N.A.S.,2025-05-01,43,376-380,10.48305/jims.v43.i811.0376,SCOPUS_ID:105012376414
44,The Role of Intelligent Transport Systems and Smart Technologies in Urban Traffic Management in Polish Smart Cities,Puzio E.,2025-05-01,18,,10.3390/en18102580,SCOPUS_ID:105006693202
45,Severity Prediction of Road Accidents in Jordan using Artificial Intelligence,Mustafa D.,2025-05-01,6,1222-1239,10.47738/jads.v6i2.624,SCOPUS_ID:105004689172
46,Loss of a limb: A consequence of traditional bone setting,Machaku D.,2025-05-01,130,,10.1016/j.ijscr.2025.111237,SCOPUS_ID:105001361301
47,Towards Enhancing Road Safety in South Carolina Using Insights from Traffic and Driver-Education Data,Gupta N.,2025-04-11,39,29385-29387,10.1609/aaai.v39i28.35260,SCOPUS_ID:105003902256
48,Toxic marriage – Boeing and McDonnell Douglas,O’Brien J.,2025-04-07,21,607-630,10.1108/TCJ-06-2024-0176,SCOPUS_ID:105001851681
49,"A randomized, placebo-controlled, double-blind, pilot study of cannabis-related driving impairment assessed by driving simulator and self-report",Meda S.A.,2025-04-01,39,364-372,10.1177/02698811251324379,SCOPUS_ID:105000322640
50,"Evaluation of autopsy cases involving foreign nationals at the Erzurum Forensic Medicine Group, Presidency of the Forensic Medicine Institute between 2016 and 2021",Sancı A.,2025-04-01,31,350-357,10.14744/tjtes.2025.23483,SCOPUS_ID:105002076069
51,Prevalence of Impairing Substance Use in Injured Drivers,Brubacher J.R.,2025-04-01,8,,10.1001/jamanetworkopen.2025.6379,SCOPUS_ID:105003621500
52,Demographic differences in drowsy driving frequency and beliefs among a nationally representative US sample: A brief report from the National Sleep Foundation,Dzierzewski J.M.,2025-04-01,11,230-233,10.1016/j.sleh.2025.01.003,SCOPUS_ID:105003223871
53,An interpretable machine learning framework for enhancing road transportation safety,Abdulrashid I.,2025-03-01,195,,10.1016/j.tre.2025.103969,SCOPUS_ID:85215417205
54,"Comparative Analysis of AlexNet, ResNet-50, and VGG-19 Performance for Automated Feature Recognition in Pedestrian Crash Diagrams",Qawasmeh B.,2025-03-01,15,,10.3390/app15062928,SCOPUS_ID:105001051198
55,Investigating Injury Outcomes of Horse-and-Buggy Crashes in Rural Michigan by Mining Crash Reports Using NLP and CNN Algorithms,Qawasmeh B.,2025-03-01,11,,10.3390/safety11010001,SCOPUS_ID:105001138413
56,A new approach to identify critical causal factors and evaluate intervention strategies for mitigating major railway occurrences in Taiwan,Lee Y.,2025-03-01,33,,10.1016/j.jrtpm.2025.100507,SCOPUS_ID:85217699660
57,Dust Storms and Emergency Department Visits in 3 Southwestern States Using NWS Storm Reports,Zheng X.,2025-02-12,8,,10.1001/jamanetworkopen.2024.57666,SCOPUS_ID:85218475357
58,Characteristics of media-reported road traffic crashes related to new energy vehicles in China,Zhao S.,2025-02-01,92,48-54,10.1016/j.jsr.2024.11.012,SCOPUS_ID:85209141887
59,Post-traumatic stress disorder and associated factors among road traffic accident survivors in Sub-Saharan Africa: A systematic review and meta-analysis,Aytenew T.M.,2025-02-01,20,,10.1371/journal.pone.0318714,SCOPUS_ID:85218994903
60,Latent class analysis of autonomous vehicle crashes,Qiao J.,2025-02-01,92,81-90,10.1016/j.jsr.2024.11.014,SCOPUS_ID:85209088715
61,RTACompensator: Leveraging AraBERT and XGBoost for Automated Road Accident Compensation,El Moussaoui T.,2025-02-01,8,,10.3390/asi8010019,SCOPUS_ID:85218677989
62,Harnessing Generative AI for Text Analysis of California Autonomous Vehicle Crashes OL316 (2014–2024),El-Yabroudi M.,2025-02-01,14,,10.3390/electronics14040651,SCOPUS_ID:85218890126
63,Using Perceptual Cycle Model and Text Mining to Investigate Ambulance Traffic Crashes,Das S.,2025-02-01,2679,1586-1600,10.1177/03611981241270157,SCOPUS_ID:85201929384
64,Automating Pedestrian Crash Typology Using Transformer Models,Oliaee A.H.,2025-02-01,2679,83-95,10.1177/03611981241260691,SCOPUS_ID:85200323082
65,Human Trafficking Awareness Training and Response Procedure Template for Transit Agencies,Godfrey J.,2025-02-01,2679,450-456,10.1177/03611981241262308,SCOPUS_ID:85200037661
66,Uterine Penetrating Wounds in Pregnant Women—Review and Case Study,Dolińska-Kaczmarek K.,2025-02-01,14,,10.3390/jcm14030800,SCOPUS_ID:85217706998
67,A successful initial management of a penetrating head trauma in a rural district hospital: Case report,Kohpe Kapseu S.,2025-02-01,55,,10.1016/j.tcr.2025.101128,SCOPUS_ID:85214095845
68,Comparative Analysis of Road Safety Performance In Sub-Saharan African Countries Using Road Safety Performance Index,Sugira J.C.,2025-01-01,5,90-99,10.29228/eng.pers.77134,SCOPUS_ID:105008478290
69,Classification of Traffic Accident Severity Using Machine Learning Models,Hamdan N.,2025-01-01,1345 LNNS,177-186,10.1007/978-3-031-87620-2_17,SCOPUS_ID:105004253258
70,Traffic Accident Predictive Model for Efficient Resource Allocation in Qatar: A Novel Transformer-Based Approach,Al-Thani M.G.,2025-01-01,5,3975-3987,10.54364/AAIML.2025.52224,SCOPUS_ID:105010585410
71,"A systematic literature review on road safety management: land use, budget and legislation",Narayan R.,2025-01-01,32,324-341,10.1080/17457300.2025.2505738,SCOPUS_ID:105005502750
72,Machine learning insights into AV crash dynamics: predicting injury outcomes,Channamallu S.S.,2025-01-01,90,1022-1029,10.1016/j.trpro.2025.06.009,SCOPUS_ID:105010328946
73,Behavior change interventions for dangerous driving behavior in low- and middle-income countries: a systematic review of interventions and outcome measurement instruments,Fanai S.,2025-01-01,13,,10.3389/fpubh.2025.1597331,SCOPUS_ID:105008440090
74,Trends in collisions and traffic mortality rates in Mexico City: A comparison of six data sources,Herrera Ortiz M.L.,2025-01-01,20,e0334103,10.1371/journal.pone.0334103,SCOPUS_ID:105017944925
225,Smart Safety and Accident Prevention System,Muralidharan J.,2023-07-12,399,,10.1051/e3sconf/202339901006,SCOPUS_ID:85169611171
75,"Sentiment Analysis of Public Complaints: A Machine Learning Comparison of SVM, Naive Bayes, Random Forest, and XGBoost",Hafidz I.H.,2025-01-01,,,10.1109/ICADEIS65852.2025.10933382,SCOPUS_ID:105002275145
76,Investigating the influence of lighting conditions on pre-crash vulnerable road users' visibility,Kutela B.,2025-01-01,65,103-118,10.53136/97912218174927,SCOPUS_ID:105000414194
77,Traffic Crash Countermeasure Recommendations Using Deep Neural Network: A Decision Support Tool for Traffic Safety Engineer,Park H.,2025-01-01,13,53718-53730,10.1109/ACCESS.2025.3543641,SCOPUS_ID:105002296418
78,The impact of the use of cocaine and ethanol on violent or suspicious deaths in a brazilian state: a retrospective study,Paes Junior H.C.,2025-01-01,,,10.1007/s12024-025-01112-6,SCOPUS_ID:105019710957
79,SafeDrive: Intelligent Pothole Detection and Mapping System,Sminage A.,2025-01-01,,,10.1109/ICTEST64710.2025.11042541,SCOPUS_ID:105010408797
80,"Log truck crash rates associated with 43-t weight permits in Georgia, USA",Conrad J.L.,2025-01-01,36,147-156,10.1080/14942119.2024.2438506,SCOPUS_ID:85212269705
81,Barriers and facilitators of return to work for loss of income claimants: Healthcare workers’ perspectives,Modise G.L.,2025-01-01,14,1-12,10.4102/ajod.v14i0.1442,SCOPUS_ID:105008790354
82,Heterogeneity in crash patterns of autonomous vehicles: The latent class analysis coupled with multinomial logit model,Ren Q.,2025-01-01,209,,10.1016/j.aap.2024.107827,SCOPUS_ID:85207445743
83,"Incorporating informative priors in modeling crash severity of vulnerable road users: A case study in Dar Es Salaam, Tanzania",Lippu C.,2025-01-01,3,,10.1016/j.aftran.2025.100048,SCOPUS_ID:105014807538
84,A Real-Time Vision Transformers-Based System for Enhanced Driver Drowsiness Detection and Vehicle Safety,Jarndal A.,2025-01-01,13,1790-1803,10.1109/ACCESS.2024.3522111,SCOPUS_ID:85213446936
85,Traffix: Dapp For Traffic Violation Reporting,Devis D.,2025-01-01,,,10.1109/ICTEST64710.2025.11042827,SCOPUS_ID:105010532693
86,Getting a “W” for Safety: Flipping the Script on the Safety “E”s in Search of a Winning Strategy,Mitman M.,2025-01-01,,,10.1177/03611981251367714,SCOPUS_ID:105019362206
87,Whole Genome Sequencing Insights on Extensive Drug Resistant Klebsiella pneumoniae and Pseudomonas aeruginosa Traumatic Infection,Owaid H.A.,2025-01-01,28,78-87,10.3923/pjbs.2025.78.87,SCOPUS_ID:85217257852
88,Validating self-reported driving behaviours as determinants of real-world driving speeds,Thomas P.,2025-01-01,68,1192-1206,10.1080/00140139.2024.2395419,SCOPUS_ID:85203238885
89,Efficacy of the Protocol for Trauma Team Activation in Taipei: A Retrospective Study,Chen W.L.,2025-01-01,2025,,10.1155/emmi/9170229,SCOPUS_ID:105001589221
90,Assessing the risks of unsignalized intersections to pedestrians using Unmanned Aerial Vehicles (UAVs) on Tubman Boulevard in Monrovia,Jenn-Judgges E.G.,2025-01-01,,29-45,10.1007/978-3-032-03154-9_3,SCOPUS_ID:105018669331
91,SafeCert: Towards Automated Safety-Case Generation for Risk Assessment in Small Uncrewed Aerial Vehicles,Hunter M.C.,2025-01-01,,,10.2514/6.2025-3169,SCOPUS_ID:105018055411
92,A new reliable and easily applicable approach to establish a road crash barriers maintenance priority,Matteo R.,2025-01-01,91,608-615,10.1016/j.trpro.2025.10.078,SCOPUS_ID:105023434868
93,Development and validation of e-scooter riding behavior questionnaire (ERBQ) among Korean riders,Baby T.,2025-01-01,68,1660-1678,10.1080/00140139.2024.2429654,SCOPUS_ID:85209988347
94,From Detection to Action: A Multimodal AI Framework for Traffic Incident Response,Ahmed A.,2024-12-01,8,,10.3390/drones8120741,SCOPUS_ID:85213271361
95,"A qualitative study to explore traffic police personnel perceptions towards road safety behaviour among young riders in Manipal, India",Sumit K.,2024-12-01,24,,10.1186/s12889-024-20511-y,SCOPUS_ID:85209368538
96,Injury and fatality risks for child pedestrians and cyclists on public roads,Swedler D.I.,2024-12-01,11,,10.1186/s40621-024-00497-2,SCOPUS_ID:85190284215
97,Traffic Safety Footprint in Sustainability Practices and Reporting—Exploring the Views of Companies,Wennberg H.,2024-12-01,16,,10.3390/su162410975,SCOPUS_ID:85213271662
98,Implications of using administrative healthcare data to identify risk of motor vehicle crash-related injury: the importance of distinguishing crash from crash-related injury,Joyce N.R.,2024-12-01,11,,10.1186/s40621-024-00523-3,SCOPUS_ID:85201315857
99,"Incidence, trend and distribution of transport-related injuries reported to health facilities in the Volta Region of Ghana, 2019 to 2023",Zeng V.,2024-12-01,24,,10.1186/s12889-024-20814-0,SCOPUS_ID:85211014094
100,Situational Judgement Tests among Palestinian community members and Red Crescent volunteers to inform humanitarian action: a cross-sectional study,Moussaoui L.S.,2024-12-01,82,,10.1186/s13690-024-01356-8,SCOPUS_ID:85202502802
101,Congruency of Crash- and Hospital- Reported Injuries Among Child Passengers,Sartin E.B.,2024-12-01,67,841-848,10.1016/j.amepre.2024.07.008,SCOPUS_ID:85200368527
102,"Examining firearm-related deaths in Mexico, 2015–2022",Weigend Vargas E.,2024-12-01,11,,10.1186/s40621-024-00519-z,SCOPUS_ID:85199976400
103,Trauma Profile in Shahroud: An 8-Year Report of a Hospital-Based Trauma Registry,Hassan Zadeh Tabatabaei M.S.,2024-12-01,24,,10.34172/jrhs.2024.142,SCOPUS_ID:85188518029
104,Application of LC-MS/MS for the Identification of Drugs of Abuse in Driver’s License Regranting Procedures,Tittarelli R.,2024-12-01,17,,10.3390/ph17121728,SCOPUS_ID:85213270147
105,Residual Next-Day Effects of Alprazolam on Psychomotor Performance and Simulated Driving in Healthy Normal Adults,Roszkowski S.C.,2024-11-14,33,178-188,10.1037/pha0000746,SCOPUS_ID:85210742135
106,Prevalence of Urogenital Injury following Road Accident: A Systematic Review,Aletaha R.,2024-11-01,35,2087-2096,10.1007/s00192-024-05870-9,SCOPUS_ID:85200537401
107,Determinants of Early Mortality Among Deaths at Adult Emergency Departments in Southern Ethiopia,Gobena G.G.,2024-11-01,67,e464-e474,10.1016/j.jemermed.2024.07.018,SCOPUS_ID:85203282165
108,Susceptibility to distracted driving: The role of personality and individual factors,Tinella L.,2024-11-01,107,744-759,10.1016/j.trf.2024.09.013,SCOPUS_ID:85206297045
109,Quantifying Cigarette and e-Cigarette Marketing Exposure among Chinese Adolescents Using Ecological Momentary Assessment,Czaplicki L.,2024-11-01,26,1480-1488,10.1093/ntr/ntae103,SCOPUS_ID:85207356698
110,A short scale to measure health-related quality of life after traumatic brain injury in children and adolescents (QOLIBRI-OS-KID/ADO): psychometric properties and German reference values,Zeldovich M.,2024-11-01,33,3039-3056,10.1007/s11136-024-03764-3,SCOPUS_ID:85202851911
111,Effect of Fitness-To-Drive and Metacognition on Road Traffic Injury Among Older Taxi Drivers: Hierarchical Modeling,Laosee O.,2024-10-01,43,1493-1502,10.1177/07334648241241008,SCOPUS_ID:85188443090
112,Preparing for Connected and Automated Vehicles: Insights from North Carolina Transportation Professionals,Schado T.,2024-10-01,16,,10.3390/su16208747,SCOPUS_ID:85207371432
113,Pseudoparalytic Left Pelvic Limb with Patellar Fracture and Homolateral Calcaneal Tendon Wound,Terna T.,2024-09-26,2,82-86,10.5281/hra.v2i10.6088,SCOPUS_ID:105016534938
114,The contribution of excessive or inappropriate speeds to road traffic crashes and fatalities: A review of literature,Fondzenyuy S.K.,2024-09-01,17,,10.1016/j.treng.2024.100259,SCOPUS_ID:85199262048
115,"Effectiveness of a Bleeding Control Course for Public Transit Drivers in Dar es Salaam, Tanzania",Drake J.H.,2024-09-01,301,447-454,10.1016/j.jss.2024.06.039,SCOPUS_ID:85199055101
116,Classification of autonomous vehicle crash severity: Solving the problems of imbalanced datasets and small sample size,Kuo P.F.,2024-09-01,205,,10.1016/j.aap.2024.107666,SCOPUS_ID:85196373521
117,Comprehensive examination of etiological factors and clinical manifestations of maxillofacial traumas in forensic cases: A five-year retrospective study,Balandız H.,2024-09-01,30,677-684,10.14744/tjtes.2024.70045,SCOPUS_ID:85203113998
118,Sleepless on the road: Are mothers of infants with insomnia at risk for impaired driving?,Kahn M.,2024-08-01,33,,10.1111/jsr.14083,SCOPUS_ID:85175416141
119,Feature Engineering and Decision Trees for Predicting High Crash-Risk Locations Using Roadway Indicators,Sarigiannis D.,2024-08-01,2678,535-548,10.1177/03611981231217497,SCOPUS_ID:85181660645
120,Just the facts: all-terrain vehicle-related trauma,Murphy L.,2024-08-01,26,530-532,10.1007/s43678-024-00727-y,SCOPUS_ID:85197443964
121,Road traffic noise pollution and prevalence of ischemic heart disease: modelling potential association and abatement strategies in noise-exposed areas,Peer M.Y.,2024-08-01,196,,10.1007/s10661-024-12916-4,SCOPUS_ID:85199058013
122,Bases for a public policy on sustainable urban mobility during COVID-19,Tantaleán Olano G.M.,2024-07-17,29,243-259,10.52080/rvgluz.29.e11.14,SCOPUS_ID:85198854599
123,Paradoxical cognitive and language function recovery by zolpidem in a patient with traumatic brain injury: A case report,Li J.,2024-07-12,103,,10.1097/MD.0000000000038964,SCOPUS_ID:85198582744
124,Crash Contributing Factors and Patterns Associated with Fatal Truck-Involved Crashes in Bangladesh: Findings from the Text Mining Approach,Hossain A.,2024-07-01,2678,706-725,10.1177/03611981231209031,SCOPUS_ID:85180222540
125,Using Aggregated Fine Geo-Resolution Vehicle Telemetric Data to Predict Crash Occurrence,Shen S.,2024-07-01,2678,835-844,10.1177/03611981231209321,SCOPUS_ID:85178194717
126,Toward school route vision zero,Kubota H.,2024-07-01,48,224-229,10.1016/j.iatssr.2024.04.003,SCOPUS_ID:85192441748
127,The comparative advantage of urban goat production,Desta T.T.,2024-07-01,10,,10.1002/vms3.1473,SCOPUS_ID:85196206888
128,Association of depressive symptoms with incident fractures: the Japan Public Health Center-based Prospective Study for the Next Generation (JPHC-NEXT),Funakoshi Y.,2024-07-01,35,1261-1271,10.1007/s00198-024-07106-4,SCOPUS_ID:85192831313
129,Discrepancy between medical conditions self-reported by bus drivers and medical records,McCollum E.,2024-07-01,74,455-457,10.1093/occmed/kqae053,SCOPUS_ID:85204819224
130,Depression and driving,Tsoutsi V.,2024-06-28,35,165-166,10.22365/jpsych.2023.014,SCOPUS_ID:85197688376
131,Effective Interventions for the Safety of Pedestrians from Urban Traffic Accidents in Iran: An Evidence-based Report to Local Policymakers,Sadeghian F.,2024-06-25,10,29-30,10.22100/ijhs.v10i3.1131,SCOPUS_ID:105017788213
132,Planning a Trucking Research Consortium using Industry Customer Discovery and Innovation Ecosystem Mapping,Nalim M.R.,2024-06-23,,,,SCOPUS_ID:85202020355
133,CLOUD-BASED WEB APPLICATION WITH INTELLIGENT CONNECTED DIGITAL VIDEO RECORDER (ICDVR),Mazlan A.M.A.,2024-06-01,19,1031-1047,,SCOPUS_ID:85197574697
134,Balancing the three-legged pot: Benchmarking road safety institutional frameworks across SADC member states,Randall L.,2024-06-01,151,101-109,10.1016/j.tranpol.2024.04.003,SCOPUS_ID:85190838712
135,Understanding risky driving behaviors among young novice drivers in Nigeria: A latent class analysis coupled with association rule mining approach,Labbo M.S.,2024-06-01,200,,10.1016/j.aap.2024.107557,SCOPUS_ID:85188897439
136,Health policy developments in the Western Balkan Countries 2000–19: towards European Health and Health Care Policies,Qosaj F.A.,2024-06-01,34,460-466,10.1093/eurpub/ckae045,SCOPUS_ID:85195621679
137,A data-driven conceptual framework for understanding the nature of hazards in railway accidents,Hong W.T.,2024-06-01,152,102-117,10.1016/j.tranpol.2024.05.007,SCOPUS_ID:85192549859
138,"Nationwide study on open tibial fractures in the Netherlands: Incidence, demographics and level of hospital care",Noorlander-Borgdorff M.P.,2024-06-01,55,,10.1016/j.injury.2024.111487,SCOPUS_ID:85188679538
139,Riding behaviours of motorcyclists in mixed traffic condition and its association with crash risk,Chakraborty A.,2024-06-01,16,,10.1016/j.cstp.2024.101177,SCOPUS_ID:85187504105
140,Special Report from the CDC: Evaluating the dissemination of CDC's MyMobility Plan: Findings and lessons learned,Shakya I.,2024-06-01,89,354-360,10.1016/j.jsr.2024.03.001,SCOPUS_ID:85189905752
141,"Twelve-month recovery following road trauma: Results from an inception cohort in Vancouver, Canada",Pei L.X.,2024-05-01,67,,10.1016/j.rehab.2024.101828,SCOPUS_ID:85187573196
142,State Department of Motor Vehicles Reporting Mandates of Dementia Diagnoses and Dementia Underdiagnosis,Jun H.,2024-04-25,7,E248889,10.1001/jamanetworkopen.2024.8889,SCOPUS_ID:85191364526
143,Highlighting Traffic Accidents on Roundabouts Using MRSS- AHP Expert System,Suleiman G.,2024-04-01,10,1210-1220,10.28991/CEJ-2024-010-04-013,SCOPUS_ID:85197233997
144,"Analysis of influencing factors on driver injury severity: a case study of Arunachal Pradesh, India",Sorum N.G.,2024-04-01,62,89-110,10.53136/97912218111176,SCOPUS_ID:85197494199
145,An empirical analysis of the effect of economic activity and COVID-19 restrictions on road traffic accidents in Italy,Biondi B.,2024-04-01,92,,10.1016/j.seps.2024.101846,SCOPUS_ID:85186751986
146,Analysis of long-term observational data on pedestrian road crossings at unmarked locations,Gerogiannis A.,2024-04-01,172,,10.1016/j.ssci.2024.106420,SCOPUS_ID:85182022079
147,Statistical estimation of fatal and serious injuries saved by iRAP protocols in 74 countries,Li Q.,2024-04-01,19,,10.1371/journal.pone.0301993,SCOPUS_ID:85190730849
148,"Characteristics and Injury Patterns in Traumatic Brain Injury Related to E-Scooter Use in Riga, Latvia: Multicenter Case Series",Saulitis A.,2024-04-01,60,,10.3390/medicina60040540,SCOPUS_ID:85191319437
149,Effectiveness of road safety interventions: An evidence and gap map,Goel R.,2024-03-01,20,,10.1002/cl2.1367,SCOPUS_ID:85181480758
150,A methodological procedure for evaluating curve-related misclassifications in motor vehicle crash databases,Xu Y.,2024-03-01,103,,10.1016/j.retrec.2023.101389,SCOPUS_ID:85180069915
151,Smartphone-based extendable telematic data collection app,Peter T.I.,2024-03-01,19,,10.1016/j.simpa.2023.100601,SCOPUS_ID:85179479191
152,Building Information Modeling Uses and Complementary Technologies in Road Projects: A Systematic Review,Castañeda K.,2024-03-01,14,,10.3390/buildings14030563,SCOPUS_ID:85188819440
153,Fatal communication: disaster at Quincy,O'Brien J.,2024-02-02,20,357-383,10.1108/TCJ-01-2022-0020,SCOPUS_ID:85200240522
