id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
27,ExTraVis: Exploration of Traffic Incidents Using a Visual Interactive System,Zerafa J.,2021-07-01,2021-July,48-53,10.1109/IV53921.2021.00018,SCOPUS_ID:85118439298
28,Kdv-explorer: A near real-time kernel density visualization system for spatial analysis,Chan T.N.,2021-01-01,14,2655-2658,10.14778/3476311.3476312,SCOPUS_ID:85116798412
29,"Collection, analysis, and reporting of kentucky traffic incident management performance",Zhang X.,2021-01-01,2675,167-181,10.1177/03611981211001077,SCOPUS_ID:85118422661
30,Analysis of road traffic accident distribution in Tagaytay City Philippines,Abrigo D.P.,2021-01-01,,2612-2624,,SCOPUS_ID:85114231219
31,The role of data visualization and analytics of highway accidents,Sunkpho J.,2020-12-01,17,1379-1389,10.48048/wjst.2020.10739,SCOPUS_ID:85097629295
32,Examining the Effects of Winter Road Maintenance Operations on Traffic Safety through Visual Analytics,Hallmark B.,2020-09-20,,,10.1109/ITSC45102.2020.9294266,SCOPUS_ID:85099643127
33,Training beginners and experienced drivers using mobile-based virtual and augmented reality,Tomchinskaya T.,2020-01-01,2744,,,SCOPUS_ID:85098146218
34,"Road accidents detection, data collection and data analysis using V2X communication and edge/cloud computing",Khaliq K.A.,2019-08-01,8,,10.3390/electronics8080896,SCOPUS_ID:85074526113
35,Data visualisation of vehicle crash using interactive map and data dashboard,Razak M.Z.A.,2019-06-01,14,1405-1411,10.11591/ijeecs.v13.i3.pp1405-1411,SCOPUS_ID:85068560992
36,Real-time visualization method for estimating 3D highway sight distance using LiDAR data,Ma Y.,2019-04-01,145,,10.1061/JTEPBS.0000228,SCOPUS_ID:85061014367
37,Evaluation of VDOT's safety service patrols to improve response to incidents,Abrisqueta A.,2019-04-01,,,10.1109/SIEDS.2019.8735648,SCOPUS_ID:85068564318
38,Analyzing traffic accident and casualty trend using data visualization,Sakib A.,2019-01-01,843,84-94,10.1007/978-3-319-99007-1_9,SCOPUS_ID:85053910383
39,Disparities in unintentional occupational injury mortality between high-income countries and low-and middle-income countries: 1990–2016,Wu Y.,2018-10-19,15,,10.3390/ijerph15102296,SCOPUS_ID:85055142654
40,A mobile application based on augmented and virtual reality for dynamic training and testing of the road-rule skills,Tomchinskaya T.N.,2018-01-01,2018-July,403-407,,SCOPUS_ID:85063133450
41,Srazenazver.cz: A system for evidence of animal-vehicle collisions along transportation networks,Bíl M.,2017-09-01,213,167-174,10.1016/j.biocon.2017.07.012,SCOPUS_ID:85030451068
42,"2017 International Symposium on Geoinformatics, ISyG 2017",,2017-07-02,2018-January,,,SCOPUS_ID:85172546792
43,Development of a system of dynamic tests for beginners and experienced drivers using virtual and augmented reality technologies,Dudakov N.Y.,2017-01-01,,308-311,,SCOPUS_ID:85078443562
44,Disparities in under-five child injury mortality between developing and developed countries: 1990–2013,Huang Y.,2016-07-01,13,,10.3390/ijerph13070653,SCOPUS_ID:84978976664
45,Detection of Road Accident Accumulation Zones with a Visual Analytics Approach,Ramos L.,2015-01-01,64,969-976,10.1016/j.procs.2015.08.615,SCOPUS_ID:84962829100
46,An analysis tool for the contextual information from field experiments on driving fatigue,Ruer P.,2015-01-01,9405,172-185,10.1007/978-3-319-25591-0_13,SCOPUS_ID:84952342460
47,A web-based geospatial toolkit for the monitoring of dengue fever,Delmelle E.,2014-01-01,52,144-152,10.1016/j.apgeog.2014.05.007,SCOPUS_ID:84902006307
48,HVAC automotive vents evaluation and their performance,Ležovič T.,2013-11-17,19,1073-1082,10.1080/10789669.2013.824498,SCOPUS_ID:84890031008
49,Forensic-case analysis: From 3D imaging to interactive visualization,Urschler M.,2012-08-27,32,79-87,10.1109/MCG.2012.75,SCOPUS_ID:84865233436
50,Green score: Developing a measurement model for sustainable pedestrian-friendly environment based on space syntax,Joo Y.,2011-12-01,,385-390,,SCOPUS_ID:84863738068
51,Exploring the Boundaries of Web Map Services: The Example of the Online Injury Atlas for Ontario,Rinner C.,2011-01-01,15,129-145,10.1111/j.1467-9671.2011.01247.x,SCOPUS_ID:79953316615
52,Road safety analysis using web-based collaborative GIS,Pirotti F.,2010-01-01,38,,,SCOPUS_ID:84923923822
53,A web-GIS for the choice of the path in regional greenways,Salvo G.,2010-01-01,139,123-130,10.2495/ST100111,SCOPUS_ID:78549235482
54,Finding comparable temporal categorical records: A similarity measure with an interactive visualization,Wongsuphasawat K.,2009-12-01,,27-34,10.1109/VAST.2009.5332595,SCOPUS_ID:72849125354
