id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
37,Cloud Integrated Mobile App Development for Road Safety and Pothole Detection Alert System Using Rasperry Pi,Muthu Krishnammal P.,2026-01-01,1386 LNNS,123-146,10.1007/978-981-96-6053-7_9,SCOPUS_ID:105019647967
38,Research Status of Resilience Governance of Transportation Safety on the Maritime Silk Road,Zhu L.,2026-01-01,735 LNCE,411-420,10.1007/978-981-95-1487-8_42,SCOPUS_ID:105020243201
39,Characteristics analysis of autonomous vehicle pre-crash scenarios,Li Y.,2026-01-01,224,,10.1016/j.aap.2025.108285,SCOPUS_ID:105020667367
40,Road Visibility Estimation Based on Multimodal Fusion of Time-Series Images and Meteorological Data,Bu T.,2026-01-01,40,,10.1061/JCCEE5.CPENG-7075,SCOPUS_ID:105017626796
41,"In-depth investigation for identifying autonomous vehicle crash causations: New insights from system functions, driver behaviors and kinematics",He Y.,2026-01-01,224,,10.1016/j.aap.2025.108287,SCOPUS_ID:105019533729
42,Driver Cognitive Distraction Detection Based on Eye Movement Behavior and Spatio-Temporal Information Fusion,Qiao Y.,2026-01-01,15295 LNCS,92-107,10.1007/978-981-96-6603-4_7,SCOPUS_ID:105011046373
43,Senior safety zones protect older adults from traffic crashes,Lee E.H.,2026-01-01,175,,10.1016/j.tranpol.2025.103874,SCOPUS_ID:105021007479
44,Seasonal instability indeterminants of vulnerable road user crashes: a partially temporally constrained modeling approach,Abdulrazaq M.A.,2026-01-01,224,,10.1016/j.aap.2025.108277,SCOPUS_ID:105019957118
45,Chaotic dual-feature graph convolutional network (CDF-GCN) for traffic speed forecasting,Shi N.,2026-01-01,186,,10.1016/j.asoc.2025.114096,SCOPUS_ID:105019529968
46,"Analysis of Behavioral Trends in Road Traffic Accidents: A Comparative Study Among Latin America, Australia and the UK",Zepeda-Martínez D.,2026-01-01,15938 LNCS,273-284,10.1007/978-3-031-99568-2_22,SCOPUS_ID:105013049319
47,SAFER TO SCHOOL – The Slovenian Approach,Brumec U.,2026-01-01,Part F903,222-229,10.1007/978-3-031-88974-5_32,SCOPUS_ID:105015310079
48,Harmony or hazard? Quantifying driver workload under music and navigation distractions using interpretable AI,Peng Z.,2026-01-01,193,,10.1016/j.ssci.2025.107024,SCOPUS_ID:105019961918
49,How does the driver respond to rear-end risk under time-varying driving styles: A temporal instability test using the model with heterogeneity in means and variances,Xu G.,2026-01-01,224,,10.1016/j.aap.2025.108288,SCOPUS_ID:105021256576
50,The influence of built environment on speeding behavior – a naturalistic approach,Borges dos Santos P.A.,2026-01-01,42,,10.1016/j.tbs.2025.101126,SCOPUS_ID:105020989893
51,Speaking the Same Traffic Language: A Florida – Tallinn Case Study in Cross-City Incident Prediction,Shahin M.,2026-01-01,2708 CCIS,311-324,10.1007/978-981-95-4721-0_21,SCOPUS_ID:105023638970
52,Investigation of the severity of maritime accidents considering the interaction between human factors and operating conditions: A case study on collision accidents in China,Ma L.,2026-01-01,265,,10.1016/j.ress.2025.111533,SCOPUS_ID:105012836064
53,Quit playing games with our lives: Layoffs predict road traffic fatalities,Gruda D.,2026-01-01,224,,10.1016/j.aap.2025.108302,SCOPUS_ID:105020807291
54,Radar and Camera Fusion Traffic Object Detection Method Based on EHRFuser Model,Sun X.,2026-01-01,,133-141,10.1007/978-981-96-7703-0_13,SCOPUS_ID:105022203602
55,LiDAR-GPS Integrated System for Real-Time Pothole Detection and Visualization Using Google Earth,Pattanashetty V.B.,2026-01-01,1656 LNNS,215-224,10.1007/978-3-032-06703-6_21,SCOPUS_ID:105022853513
56,Multimodal understanding with GPT-4o to enhance generalizable pedestrian behavior prediction,Ham J.S.,2026-01-01,129,,10.1016/j.compeleceng.2025.110741,SCOPUS_ID:105022205642
57,Research on interaction optimization methods for AR games in autonomous driving: Based on contextual awareness and virtual avatar design,Wang J.,2026-01-01,91,,10.1016/j.displa.2025.103180,SCOPUS_ID:105013671985
58,Risk analysis of pedestrian crosswalks in airport drop-off zones based on integrated VISSIM–SSAM model,Qin M.x.,2026-01-01,224,,10.1016/j.aap.2025.108279,SCOPUS_ID:105019112239
59,Leveraging LLMs in Cloud–Edge Networks for Traffic Risk Prediction and Accident Severity Analysis,Hu Y.,2026-01-01,13,438-453,10.1109/TNSE.2025.3584432,SCOPUS_ID:105010058194
60,Empirical Analysis of Risk Factors Associated with Two-Lane Rural Road Crashes Under Mixed Traffic Conditions,Kumar P.,2026-01-01,Part F903,188-194,10.1007/978-3-031-88974-5_27,SCOPUS_ID:105015309011
61,Time Matters: Evaluating a Road Operator Event Management System Using Vehicle eCalls,Froetscher I.,2026-01-01,Part F1025,572-577,10.1007/978-3-032-06763-0_82,SCOPUS_ID:105019303139
62,Spectral Curvature Signature: A Frequency-Domain Descriptor for Driving Behavior Classification,Thai D.T.,2026-01-01,16354 LNAI,371-383,10.1007/978-981-95-4960-3_30,SCOPUS_ID:105023828972
63,Spatiotemporal and behavioural correlates of cycling near misses: evidence from helmet-mounted video data,Christie N.,2026-01-01,224,,10.1016/j.aap.2025.108272,SCOPUS_ID:105021857046
64,A hybrid statistical-machine learning methodology for addressing endogeneity and temporal instability in speeding-crash frequency relationships,Asadi Ghalehni S.,2026-01-01,224,,10.1016/j.aap.2025.108284,SCOPUS_ID:105019527828
65,Mining public perceptions of shared autonomous vehicles in China: Interpreting the temporal evolution of sentiment through urban heterogeneity,Xie A.A.,2026-01-01,203,,10.1016/j.tra.2025.104746,SCOPUS_ID:105020942177
66,An examination of skeletal fracture patterns in car occupants following fatal motor vehicle incidents,Wulff A.R.,2026-01-01,379,,10.1016/j.forsciint.2025.112740,SCOPUS_ID:105023078240
67,Driver distracted detection using a new hybrid deep convolutional neural network based on Autoencoder,Hassam D.D.,2025-12-31,7,,10.1088/2631-8695/ae0ff5,SCOPUS_ID:105019403091
68,A short-term ship motion prediction method based on quaternions and transformer-LSTM model,Yan H.,2025-12-30,342,,10.1016/j.oceaneng.2025.122874,SCOPUS_ID:105017568854
69,Effects of tail-to-mainsail distance and area ratio on the performance of self-trimming wingsail for autonomous sailboats,Feng A.,2025-12-30,342,,10.1016/j.oceaneng.2025.122837,SCOPUS_ID:105017750393
70,Intelligent traffic accident detection system in complex dynamic scenarios based on the dual-stream spatiotemporal-fusion model,Liu H.,2025-12-26,162,,10.1016/j.engappai.2025.112675,SCOPUS_ID:105019979346
71,A Secure Architecture for intelligent internet of vehicle systems using advanced dimensionality reduction with deep ensemble models,Alkhalifa A.K.,2025-12-24,162,,10.1016/j.engappai.2025.112466,SCOPUS_ID:105017856773
72,Can speed cameras make streets safer? Quasi-experimental evidence from New York City,Stagoff-Belfort A.,2025-12-16,122,e2520328122,10.1073/pnas.2520328122,SCOPUS_ID:105024146594
73,Nighttime airport runway FOD intrusive detection through frequency-domain interference of spatially aggregated dynamic feature,Chen G.,2025-12-15,294,,10.1016/j.eswa.2025.128719,SCOPUS_ID:105009335716
74,Modelling seasonal tire-wear particle concentrations within road dust using a logistic-based accumulation model,Chung W.,2025-12-15,387,,10.1016/j.envpol.2025.127325,SCOPUS_ID:105019747552
75,Determining the Spatial and Temporal Distribution of Traffic Accidents Using GIS-based Data in Tabriz,Dianat I.,2025-12-01,20,219-232,10.18502/ijre.v20i4.18869,SCOPUS_ID:105013972142
76,A systematic review on GIS-based road traffic accidents analysis and road safety audit,Endashaw D.K.,2025-12-01,5,,10.1007/s43762-025-00221-w,SCOPUS_ID:105019196309
77,Uncertainty-aware traffic accident risk prediction via multi-view hypergraph contrastive learning,Zhang Y.,2025-12-01,124,,10.1016/j.inffus.2025.103331,SCOPUS_ID:105007090763
78,Relative crash risk and road safety during rainfall in Texas from 2006 to 2021,Tafazzol S.,2025-12-01,15,,10.1038/s41598-025-20760-w,SCOPUS_ID:105019392347
79,Epidemiology of pediatric road traffic injuries: a multicenter hospital-based study in Ghana,Appiah A.B.,2025-12-01,12,,10.1186/s40621-025-00646-1,SCOPUS_ID:105024254012
80,A Computational Intelligence GNN–LSTM Framework for Spatiotemporal Prediction of Traffic Accident Severity in Smart Cities Using SHAP XAI,Alnowaiser K.,2025-12-01,18,,10.1007/s44196-025-01015-y,SCOPUS_ID:105019357148
81,Assessing and predicting crash dynamics with and without road safety measures on the Dejen to Bahir Dar highway in Ethiopia,Geremew G.,2025-12-01,15,,10.1038/s41598-025-09098-5,SCOPUS_ID:105014938575
82,National trends in road traffic injuries and fatalities in Saudi Arabia from 2000 to 2023,Alharbi R.J.,2025-12-01,15,,10.1038/s41598-025-15217-z,SCOPUS_ID:105023453902
83,"Spatiotemporal modeling and mapping of traffic crashes using R programming and GIS: a case study of Bole sub city, Addis Ababa, Ethiopia",Haile M.N.,2025-12-01,15,,10.1038/s41598-025-19651-x,SCOPUS_ID:105019737994
84,Multi-view residual spatio-temporal topology adaptive graph convolutional network for urban road traffic accident prediction with multi-source risks,Wang R.,2025-12-01,28,,10.1016/j.array.2025.100617,SCOPUS_ID:105023711232
85,Joint analysis on pedestrian injury severity across vehicle movements at intersections: Addressing temporal instability and spatial correlations,Wang C.,2025-12-01,48,,10.1016/j.amar.2025.100406,SCOPUS_ID:105020576394
86,A hybrid ARIMA-BP approach for superior accuracy in predicting traffic accident losses,Liu J.,2025-12-01,15,,10.1038/s41598-025-09888-x,SCOPUS_ID:105010058248
87,Gaussian dual adjacency graph based spatial correlated and temporal time dependent traffic prediction in Bangalore City,Ravichandran S.K.,2025-12-01,15,,10.1038/s41598-025-25075-4,SCOPUS_ID:105022626271
88,Prevalence of post-traumatic stress disorder and its associated factors among survivors of road traffic accidents in Kathmandu valley,Acharya A.,2025-12-01,25,,10.1186/s12889-025-24475-5,SCOPUS_ID:105017621273
89,"Trends and disparities in motor vehicle collision injuries in Washington, D.C",Calder R.S.D.,2025-12-01,223,,10.1016/j.aap.2025.108243,SCOPUS_ID:105016996123
90,The nexus between neighborhood socioeconomic environment and substance-positive driving behavior: a spatial analysis in the Chicago metropolitan area,Oh S.,2025-12-01,95,476-485,10.1016/j.jsr.2025.11.001,SCOPUS_ID:105020928024
91,Predicting the severity of road traffic accidents Morocco: a supervised machine learning approach,Touzani H.D.,2025-12-01,14,4461-4473,10.11591/ijai.v14.i6.pp4461-4473,SCOPUS_ID:105024107077
92,The internal and external cost of motor vehicle crashes,Dai S.,2025-12-01,15,,10.1038/s41598-025-89058-1,SCOPUS_ID:85218829606
93,An explainable multi-task deep learning framework for crash severity prediction using multi-source data,Xiao Y.,2025-12-01,15,,10.1038/s41598-025-09226-1,SCOPUS_ID:105009550432
94,Cumulative health burden and adjustment challenges following road traffic injuries: a controlled prospective study,Pozzato I.,2025-12-01,23,,10.1186/s12916-025-04084-0,SCOPUS_ID:105009703204
95,Time-intervals-related pattern selection for continuous event prediction,Itzhak N.,2025-12-01,168,,10.1016/j.patcog.2025.111546,SCOPUS_ID:105006976658
96,Short-term rainfall prediction based on radar echo using an efficient spatio-temporal recurrent unit,Wu D.,2025-12-01,15,,10.1038/s41598-025-12953-0,SCOPUS_ID:105012600248
97,Enhancing convolutional neural networks in electroencephalogram driver drowsiness detection using human inspired optimizers,Yadav A.,2025-12-01,15,,10.1038/s41598-025-93765-0,SCOPUS_ID:105001442510
98,Research on hourly precipitation prediction along railways based on ERA5 reanalysis and post-processing correction,Meng X.,2025-12-01,277,,10.1016/j.jastp.2025.106666,SCOPUS_ID:105020939333
99,Effect of age and driving experience on road sign comprehension: a systematic review and meta-analysis of two decades,Mustapha A.,2025-12-01,89,,10.1007/s00426-025-02207-z,SCOPUS_ID:105021067805
100,A noise-resilient vehicle speed estimation method based on trajectory extraction and cross-correlation using distributed acoustic sensing,Peng F.,2025-12-01,192,,10.1016/j.optlastec.2025.113647,SCOPUS_ID:105012408235
101,Temporal facial features based fatigue detection system for low-cost devices,Wang C.,2025-12-01,239,7272-7286,10.1177/09544070241306160,SCOPUS_ID:85213503077
102,Assessing heterogeneity in factors influencing three-wheeled motorized rickshaws crash outcomes between weekdays and weekends,Rehman Z.U.,2025-12-01,15,,10.1038/s41598-025-97847-x,SCOPUS_ID:105003166112
103,Automated OSAHS detection from ECG using temporal convolutional network,Cheng L.,2025-12-01,15,,10.1038/s41598-025-19833-7,SCOPUS_ID:105018649068
104,Evaluation of hazard perception skills among electric scooter riders in urban environments,Meir A.,2025-12-01,15,,10.1038/s41598-025-24642-z,SCOPUS_ID:105022230976
105,Enhancing intelligent transportation systems with a more efficient model for long-term traffic predictions based on an attention mechanism and a residual temporal convolutional network,Reza S.,2025-12-01,192,,10.1016/j.neunet.2025.107897,SCOPUS_ID:105012031752
106,Consensus-based research priorities for post-collision care in the Western Cape province of South Africa,Abdullah N.,2025-12-01,15,,10.1016/j.afjem.2025.100900,SCOPUS_ID:105015064478
107,Adaptive multi-scale spatio-temporal convolutional network with reinforcement learning for dynamic lane-level traffic flow prediction,Yang X.,2025-12-01,28,,10.1016/j.array.2025.100513,SCOPUS_ID:105015780677
108,Factors influencing injury severity in three-wheeled motorized rickshaw and motorcycle collisions,Ur Rehman Z.,2025-12-01,15,,10.1038/s41598-025-00145-9,SCOPUS_ID:105006456584
109,A deep embedded clustering method for location-specific driving safety profiling using trajectory data,Kushwaha A.K.,2025-12-01,15,,10.1038/s41598-025-25538-8,SCOPUS_ID:105022762328
4181,"5th Conference on Sustainable Urban Mobility, CSUM 2020",,2021-01-01,1278,,,SCOPUS_ID:85096452679
110,World model-based end-to-end scene generation for accident anticipation in autonomous driving,Guan Y.,2025-12-01,4,,10.1038/s44172-025-00474-7,SCOPUS_ID:105012585976
111,Integrating climatic projections and geographical variables to predict road accident risks based on insights from the Khorramabad pole Zal axis under RCP scenarios,Moridi V.,2025-12-01,3,,10.1007/s44274-025-00417-1,SCOPUS_ID:105022444888
112,Exploiting Machine Learning for Vulnerable Road Users’ Protection of Moving Objects on Trajectory Motion: Dealing with Action Transformation Using AI Agent-Based Technologies,Mishra V.K.,2025-12-01,50,19909-19921,10.1007/s13369-025-10346-z,SCOPUS_ID:105009816589
113,"When do emergencies happen? Exploring circadian, weekly, and seasonal trends in ambulance calls in Cyprus",Protopapas A.,2025-12-01,83,,10.1016/j.ienj.2025.101686,SCOPUS_ID:105016872052
114,Impact of primary trauma care (PTC) training on post-trauma recovery: a pre-post intervention study of health-related outcomes in Vietnam,Nguyen B.T.,2025-12-01,51,,10.1007/s00068-025-03019-x,SCOPUS_ID:105022934805
115,Hybrid signal decomposition and deep learning framework for vehicle–vehicle crash forecasting,Zhou J.,2025-12-01,15,,10.1038/s41598-025-21776-y,SCOPUS_ID:105020477821
116,Do Transportation Network Companies (TNCs) improve or worsen road safety? Assessing crash impacts in San Francisco,Goyal V.S.,2025-12-01,95,171-179,10.1016/j.jsr.2025.09.013,SCOPUS_ID:105017508387
117,Action unit based micro-expression recognition framework for driver emotional state detection,Malik P.,2025-12-01,15,,10.1038/s41598-025-12245-7,SCOPUS_ID:105012223398
118,Risk factors of 180-day rebleeding after management of blunt splenic injury without surgery and embolization: a national database study,Chen C.Y.,2025-12-01,20,,10.1186/s13017-025-00586-7,SCOPUS_ID:85218209474
119,"Incidence, risk factors and outcomes of AKI among trauma patients in a tertiary hospital in south-east, Nigeria",Udeze C.O.,2025-12-01,26,,10.1186/s12882-025-04062-x,SCOPUS_ID:105000154582
120,"Spatiotemporal patterns and environmental determinants of wildlife-vehicle collisions in Banke National Park, Nepal",Koju N.P.,2025-12-01,15,,10.1038/s41598-025-04609-w,SCOPUS_ID:105007185282
121,YOLOv10n-BC: A Novel Real-Time Object Detection Model for Driver Distracted Driving Detection,Liu Y.,2025-12-01,E108.D,1570-1581,10.1587/transinf.2025EDP7088,SCOPUS_ID:105023311187
122,Epidemiological characteristics of pediatric trauma and the role of the Injury Severity Score in predicting mortality risk: a multicenter study,Bao Y.,2025-12-01,184,,10.1007/s00431-025-06586-8,SCOPUS_ID:105022227476
123,Towards transparent and efficient accident resolution: a hybrid deep learning–ontology framework for automated damage detection and culpability reasoning,Lajmi S.,2025-12-01,16,1555-1574,10.1007/s43995-025-00195-0,SCOPUS_ID:105016678156
124,An improved lightweight algorithm for traffic sign detection,Xu J.,2025-12-01,15,,10.1038/s41598-025-18469-x,SCOPUS_ID:105017767502
125,Smartphone addiction and its association with accident risk in Iranian adults,Azami-Aghdash S.,2025-12-01,15,,10.1038/s41598-025-05101-1,SCOPUS_ID:105009544333
126,The gig treadmill: Urban-rural exclusion and the overwork of China's couriers,Liu D.,2025-12-01,167,,10.1016/j.cities.2025.106358,SCOPUS_ID:105013136177
127,A fine-scale analysis of the temporal patterns influencing wildlife-vehicle collision risk,Heeres J.,2025-12-01,395,,10.1016/j.jenvman.2025.128002,SCOPUS_ID:105021672883
128,Assessing motorcyclist injury severity on curved road segments with temporal dynamics and unobserved heterogeneity,Jafari M.,2025-12-01,15,,10.1038/s41598-025-97972-7,SCOPUS_ID:105003125741
129,Real-time driver drowsiness detection using transformer architectures: a novel deep learning approach,Hassan O.F.,2025-12-01,15,,10.1038/s41598-025-02111-x,SCOPUS_ID:105005555166
130,Fine particulate matter exposure and risk of scooter collisions among older adults,Kao H.M.,2025-12-01,12,,10.1186/s40621-025-00620-x,SCOPUS_ID:105017719316
131,Topological analysis and prediction of pedestrian crash location distribution in an urban district,Mussone L.,2025-12-01,49,437-447,10.1016/j.iatssr.2025.10.002,SCOPUS_ID:105018585772
132,Multidimensional causation chain analysis of marine oil spill accidents: based on grounded theory and bow-tie model,Yang D.,2025-12-01,341,,10.1016/j.oceaneng.2025.122824,SCOPUS_ID:105016457126
133,"Work-related eye injuries among Social Security-insured workers in Brazil: magnitude and temporal trend, 2003–2019",dos Santos Júnior C.J.,2025-12-01,22,,10.1186/s12982-025-00651-1,SCOPUS_ID:105004442469
134,Integrating dual-modal camera systems on unmanned aerial vehicles for bridge tower defect detection,Chen W.,2025-12-01,15,4107-4131,10.1007/s13349-025-01031-8,SCOPUS_ID:105019612017
135,Deep learning based predictive models for real time accident prevention in autonomous vehicle networks,Almutairi A.,2025-12-01,15,,10.1038/s41598-025-04867-8,SCOPUS_ID:105009740103
136,"Factors Affecting the Frequency of Maxillofacial Injuries in Jahrom, Iran",Samiee Dehpagaee A.,2025-12-01,26,317-324,10.30476/dentjods.2025.105054.2566,SCOPUS_ID:105021524336
137,Deep segmentation of 3+1D radar point cloud for real-time roadside traffic user detection,Bhanderi S.,2025-12-01,15,,10.1038/s41598-025-23019-6,SCOPUS_ID:105020866215
138,Transient epileptic amnesia: temporal progression of partially treated disease—a case report,Mettananda C.,2025-12-01,19,,10.1186/s13256-025-05118-0,SCOPUS_ID:105018660109
139,"Predictors of diplopia following orbital fractures based on anatomical location, a retrospective cohort study",Chen H.,2025-12-01,21,,10.1186/s13005-025-00507-8,SCOPUS_ID:105013508559
140,Evaluation of landslide susceptibility of mountain highway based on RF and SVM models,He Q.,2025-12-01,15,,10.1038/s41598-025-08774-w,SCOPUS_ID:105010495312
141,Mobile crowd sensing for road anomaly detection using deep learning,Jana S.,2025-12-01,33,,10.1007/s41324-025-00651-y,SCOPUS_ID:105019757963
142,Delayed life-threatening hemothorax following blunt thoracic trauma: A rare and catastrophic evolution in a polytrauma patient,Kumar S.,2025-12-01,60,,10.1016/j.tcr.2025.101290,SCOPUS_ID:105021601636
143,Assessing the risk of transporting battery electric vehicles through water transportation modes by integrating system theory and Bayesian Network approach,Waskito D.H.,2025-12-01,341,,10.1016/j.oceaneng.2025.122606,SCOPUS_ID:105014256495
144,A comparative study and simple baseline for travel time prediction,Lin C.C.,2025-12-01,15,,10.1038/s41598-025-02303-5,SCOPUS_ID:105010683027
145,Automated Roadside Object Detection and Geolocation by Leveraging Data Fusion of Airborne LiDAR and Videolog Images,Yi H.,2025-12-01,7,,10.1007/s42421-025-00132-6,SCOPUS_ID:105018722934
287,Fusion of Multi-scale Spatio-Temporal Features for Traffic Accident Risk Prediction,Wang Q.,2025-09-01,52,3008-3021,,SCOPUS_ID:105016088640
146,"Demographic characteristics and visual prognosis of open globe ınjuries in an ındustrialized region of Turkey, east Thrace",Celik E.,2025-12-01,45,,10.1007/s10792-025-03789-8,SCOPUS_ID:105019527378
147,Design of an integrated model for pothole detection and repair optimization using multimodal transformers and hybrid deep learning,Meshram K.,2025-12-01,23,,10.1016/j.cscm.2025.e05431,SCOPUS_ID:105019739774
148,Predictive value of peripheral blood inflammatory markers for epilepsy occurrence in traumatic brain injury patients,Wang S.X.,2025-12-01,7,,10.1186/s42494-025-00226-2,SCOPUS_ID:105009213181
149,Does brain connectivity hold the key to safer roads? EEG-based fatigue detection in young drivers using interpretable deep learning,Zhou Y.,2025-12-01,223,,10.1016/j.aap.2025.108251,SCOPUS_ID:105016993034
150,The escalating burden of cyclist road injuries among reproductive-aged women in china: a longitudinal and gender-specific analysis of the global burden of disease study 1990–2021,Zhang C.,2025-12-01,25,,10.1186/s12889-025-25200-y,SCOPUS_ID:105022729000
151,Evaluating the Accuracy of Vehicle Tracking Data from Unmanned Aerial Vehicle Videos and Identifying Traffic Conflict Points to Develop a Conflict Frequency Predictive Model for Roundabout Safety Assessment under Mixed Traffic,Maji A.,2025-12-01,2679,673-690,10.1177/03611981251353706,SCOPUS_ID:105023142057
152,Timing of surgical repair for traumatic rotator cuff tears,B. Pohl N.,2025-12-01,35,,10.1007/s00590-025-04340-2,SCOPUS_ID:105008764399
