id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
23,Influence of road safety policies on the long-term trends in fatal Crashes: A Gaussian Copula-based time series count model with an autoregressive moving average process,Lian Y.,2025-03-01,211,,10.1016/j.aap.2024.107795,SCOPUS_ID:85212577022
24,Cause-Specific Secular Trends and Prevention Measures of Post-Neonatally Acquired Cerebral Palsy in Victoria and Western Australia 1975–2014: A Population-Based Observational Study,Waight E.,2025-03-01,61,424-432,10.1111/jpc.16760,SCOPUS_ID:85213874129
25,A new spatiotemporal convolutional neural network model for short-term crash prediction,Cai B.,2025-03-01,12,86-98,10.1007/s42524-024-4040-8,SCOPUS_ID:105001063052
26,Impact of Different Levels of Rainfall on the Road Crash Count and Severity in Dhaka City,Mahmud S.M.S.,2025-03-01,106,127-142,10.1007/s40030-024-00855-9,SCOPUS_ID:85210515584
27,"Mortality after prison release in England and Wales, 2019–2021: A comparative analysis of cause-specific death rates and risk profiles",Slade K.,2025-03-01,369,,10.1016/j.socscimed.2025.117821,SCOPUS_ID:85217397643
28,Spatial analysis of telematics-based surrogate safety measures,Nikolaou D.,2025-02-01,92,98-108,10.1016/j.jsr.2024.09.012,SCOPUS_ID:85209748728
29,The Impact of Age Differences and Injury Severity on Pedestrian Traffic Crashes: An Analysis of Clinical Characteristics and Outcomes,Alharbi R.J.,2025-02-01,14,,10.3390/jcm14030741,SCOPUS_ID:85217677354
30,Time to Surgery Following Complete Cervical Spinal Cord Injury: Evolution of Clinical Practice Patterns Over a Decade from 2010 to 2020 Across North American Trauma Centers,Essa A.,2025-02-01,42,272-279,10.1089/neu.2024.0025,SCOPUS_ID:85208957550
31,Analysis of casualties of young car drivers in traffic accidents by gender differences: temporal trends in the Republic of Serbia,Bačkalić S.,2025-01-01,30,,10.1080/02673843.2025.2536799,SCOPUS_ID:105011503450
32,Investigating temporal trends in risk factors related to injury severity of crashes with pedestrians in urban areas,Silva M.N.,2025-01-01,26,748-754,10.1080/15389588.2025.2450786,SCOPUS_ID:85216689925
33,Traffic Crash Analysis in Somerville Patterns Causes and Outcomes,Penero L.B.,2025-01-01,,298-302,10.1109/ICSCSA66339.2025.11170773,SCOPUS_ID:105018472540
34,Optimized Tree-Structured LoRa Networks for Energy-Efficient Data Aggregation,Kumar A.,2025-01-01,,,10.1109/ICoICC64033.2025.11052083,SCOPUS_ID:105012115722
35,Exploring the Sleep Quality and Associated Factors Among Truck Drivers in Brazilian Highways: A Cross-Sectional Study,Lima P.M.A.,2025-01-01,,,10.1007/s41782-025-00325-7,SCOPUS_ID:105021540365
36,A Novel Multi-Resolution Heart Rate Variability Analysis for IoT-based Drowsiness Detection: Preserving Temporal Trends in Features Series,Hafidi H.E.,2025-01-01,,,10.23919/SpliTech65624.2025.11091790,SCOPUS_ID:105013457442
37,"A Study of Road Crashes by Applying a Space Syntax Model on Collector Roads in Khon Kaen, Thailand",Tankasem P.,2025-01-01,36,79-92,10.33492/JRS-D-25-4-2480074,SCOPUS_ID:105024186801
38,sAMDGCN: sLSTM-Attention-Based Multi-Head Dynamic Graph Convolutional Network for Traffic Flow Forecasting,Zhang S.,2025-01-01,13,,10.3390/math13020185,SCOPUS_ID:85215816649
39,CAMSI: Context-Aware Multi-Source Infrastructure-based Trust Model for Cooperative ITSs,Abidi R.,2025-01-01,270,3261-3270,10.1016/j.procs.2025.09.451,SCOPUS_ID:105024070470
40,Clinical Characteristics and Mortality-Associated Factors in Trauma Patients Undergoing Permanent Versus Temporary Tracheostomy,Alnemare A.K.,2025-01-01,15,,10.3390/clinpract15010012,SCOPUS_ID:85216023008
41,"Global, regional, and national burden of spinal injuries attributable to road injuries: a systematic analysis of incidence, prevalence, and YLDs with projections to 2046",Deng Y.,2025-01-01,13,,10.3389/fpubh.2025.1628455,SCOPUS_ID:105017832357
42,"Trends and levels of the global, regional, and national burden of injuries from 1990 to 2021: findings from the global burden of disease study 2021",Lou J.,2025-01-01,57,,10.1080/07853890.2025.2537917,SCOPUS_ID:105012219561
43,Exploring and Comparing Spatial Clusters of Pedestrian Night-Time Crashes Based on Different Street Lighting Conditions at County Spatial Unit,Kekula F.,2024-12-20,36,988-1005,10.7307/ptt.v36i6.784,SCOPUS_ID:85213448151
44,"Projections of the Stroke Burden at the Global, Regional, and National Levels up to 2050 Based on the Global Burden of Disease Study 2021",Cheng Y.,2024-12-03,13,,10.1161/JAHA.124.036142,SCOPUS_ID:85211514579
45,The causal impact of a business cycle shock on road crashes and its determinants – A synthetic control group analysis,Straßgütl L.,2024-12-01,91,108-119,10.1016/j.jsr.2024.07.005,SCOPUS_ID:85202152015
46,Trends and characteristics of severe road traffic injuries in children: a nationwide cohort study in Japan,Nakao S.,2024-12-01,50,2631-2640,10.1007/s00068-023-02372-z,SCOPUS_ID:85174235755
47,"Examining firearm-related deaths in Mexico, 2015–2022",Weigend Vargas E.,2024-12-01,11,,10.1186/s40621-024-00519-z,SCOPUS_ID:85199976400
48,"Evolution of the risk of death and hospitalisation in drivers involved in road crashes in spain, 1993–2020: an age-period-cohort analysis",Martín-delosReyes L.M.,2024-12-01,11,,10.1186/s40621-024-00552-y,SCOPUS_ID:85212434629
49,What Is the Epidemiology of Cervical and Thoracic Spine Fractures?,Balmaceno-Criss M.,2024-12-01,482,2222-2235,10.1097/CORR.0000000000003189,SCOPUS_ID:85199285218
50,"Prevalence and attributable health burdens of vector-borne parasitic infectious diseases of poverty, 1990–2021: findings from the Global Burden of Disease Study 2021",Zhu Y.S.,2024-12-01,13,,10.1186/s40249-024-01260-x,SCOPUS_ID:85211443299
51,Trends in transport injuries burden and risk factors among children under 14 years old in China: 1990–2019,Chen Y.,2024-12-01,24,,10.1186/s12889-024-19755-5,SCOPUS_ID:85201685509
52,The negative Binomial-Lindley model with Time-Dependent Parameters: Accounting for temporal variations and excess zero observations in crash data,Dzinyela R.,2024-11-01,207,,10.1016/j.aap.2024.107711,SCOPUS_ID:85199884056
53,"Epidemiological analysis of 2106 geriatric trauma patients in a level i trauma center in Lanzhou City, Gansu Province, China",Su Z.,2024-10-25,103,e40142,10.1097/MD.0000000000040142,SCOPUS_ID:85208081869
54,Real-time rear-end conflict prediction on congested highways sections using trajectory data,An X.,2024-10-01,187,,10.1016/j.chaos.2024.115391,SCOPUS_ID:85201471705
55,"Road Traffic Injuries and the Built Environment in Bogotá, Colombia, 2015–2019: A Cross-Sectional Analysis",Zewdie H.Y.,2024-08-01,101,815-826,10.1007/s11524-024-00842-2,SCOPUS_ID:85189911075
56,Machine Learning Approach to Enhance Highway Railroad Grade Crossing Safety by Analyzing Crash Data and Identifying Hotspot Crash Locations,Rana P.,2024-07-01,2678,1055-1071,10.1177/03611981231212162,SCOPUS_ID:85180459296
57,Implementation of a realistic artificial data generator for crash data generation,Hoover L.,2024-06-01,200,,10.1016/j.aap.2024.107566,SCOPUS_ID:85189746225
58,"Hospital admissions to Phillip Island Wildlife Clinic, Victoria, Australia, over a 10-year period, 2012–2021",Dutton-Regester K.J.,2024-06-01,102,316-323,10.1111/avj.13324,SCOPUS_ID:85194721992
59,Epidemiology and factors associated with mortality among pediatric major trauma patients in Nova Scotia: A 17-year retrospective analysis,Sadoway A.,2024-06-01,55,,10.1016/j.injury.2024.111484,SCOPUS_ID:85188003482
60,Epidemiology of Craniomaxillofacial Fractures Over a 5-year Period at a Midwestern Level 1 Trauma Center Serving a Large Rural Population,Rangarajan S.,2024-06-01,82,663-670,10.1016/j.joms.2024.03.002,SCOPUS_ID:85190143434
61,"Analysis of road traffic accidents and casualties associated with electric bikes and bicycles in Guangzhou, China: A retrospective descriptive analysis",Zhou N.,2024-05-15,10,,10.1016/j.heliyon.2024.e29961,SCOPUS_ID:85190996342
62,Golf cart injuries have similar severity to all-terrain vehicle injuries in children: a multicenter comparison over a 5-year period,Chang H.L.,2024-05-07,9,,10.1136/tsaco-2023-001286,SCOPUS_ID:85193276579
63,"Trends in the incidence of rib and sternal fractures: A nationwide study of the global burden of disease database, 1990–2019",Proctor D.W.,2024-04-01,55,,10.1016/j.injury.2024.111404,SCOPUS_ID:85185551349
64,"Injury death spectrum in children aged 0-14 years and its urban-rural difference in Tianjin, 1999-2021",Zhang S.,2024-03-10,45,373-378,10.3760/cma.j.cn112338-20230831-00115,SCOPUS_ID:85188651981
65,A Poisson Lognormal-Lindley model for simultaneous estimation of multiple crash-types: Application of multivariate and pooled univariate models,Tahir H.B.,2024-03-01,41,,10.1016/j.amar.2023.100315,SCOPUS_ID:85183349414
66,A Profiles of Motorcycle Accident Mortality and Risk Behavior in Thai Children,Chiangkhong A.,2024-03-01,20,54-63,10.52939/ijg.v20i3.3133,SCOPUS_ID:85192994038
67,National Trends and Clinical Outcomes after Scooter Injury in the US: 2016 to 2020,Cho N.Y.,2024-03-01,238,254-260,10.1097/XCS.0000000000000918,SCOPUS_ID:85185220602
68,Informing the Work Zone Safety Policy Analysis: Reconciling Multivariate Prediction and Artificial Neural Network Modeling,Shaer A.,2024-02-01,150,,10.1061/JTEPBS.TEENG-7732,SCOPUS_ID:85178028373
69,Geographical Information Alignment Boosts Traffic Analysis via Transpose Cross-attention,Jiang X.,2024-01-01,,6031-6036,10.1109/BigData62323.2024.10825756,SCOPUS_ID:85218032889
70,Temporal trends of transport-related injuries on New Zealand roads,Isles S.,2024-01-01,137,43-53,10.26635/6965.6342,SCOPUS_ID:85188610967
71,"Road Traffic Accidents (RTAs) in Bahawalpur City, Pakistan: A Comparative Injury Analysis",Mohsin M.,2024-01-01,67,57-64,,SCOPUS_ID:85186873538
72,Exploring the impact of trip patterns on spatially aggregated crashes using floating vehicle trajectory data and graph Convolutional Networks,Zhao J.,2024-01-01,194,,10.1016/j.aap.2023.107340,SCOPUS_ID:85173811628
73,Trends in injury-related mortality among residents of Jiangsu Province from 2012 to 2021: an age-period-cohort analysis,Du W.,2024-01-01,12,,10.3389/fpubh.2024.1373238,SCOPUS_ID:85196862636
74,"Demographic characteristics and trends of cell phone use while driving citations in selected states in the United States, 2010–2020",Zhang F.,2024-01-01,25,788-794,10.1080/15389588.2024.2351605,SCOPUS_ID:85195601320
75,"Spatial and temporal analysis of road traffic crashes and ambulance responses in Lagos state, Nigeria",Odusola A.O.,2023-12-01,23,,10.1186/s12889-023-16996-8,SCOPUS_ID:85176939884
76,The temporal trend of road traffic mortality in China from 2004 to 2020,Ren K.,2023-12-01,24,,10.1016/j.ssmph.2023.101527,SCOPUS_ID:85174466414
77,The incidence of brain trauma caused by road injuries: Results from the Global Burden of Disease Study 2019,Jiang M.,2023-12-01,54,,10.1016/j.injury.2023.110984,SCOPUS_ID:85175324034
78,Temporal trends in the incidence and mortality of road injuries in China: Current trends and future predictions,Dong W.,2023-12-01,54,,10.1016/j.injury.2023.111139,SCOPUS_ID:85175323289
79,Epidemiology of major paediatric trauma in a European Country – trends of a decade,Castelão M.,2023-12-01,23,,10.1186/s12887-023-03956-9,SCOPUS_ID:85153817153
80,Caution! AI Bot Has Entered the Patient Chat: ChatGPT Has Limitations in Providing Accurate Urologic Healthcare Advice,Whiles B.B.,2023-10-01,180,278-284,10.1016/j.urology.2023.07.010,SCOPUS_ID:85168580850
81,Trends in mandibular fractures in the USA: A 20-year retrospective analysis,Adik K.,2023-10-01,39,425-436,10.1111/edt.12857,SCOPUS_ID:85161683932
82,Exploration of the application of Grey-Markov models in the causality analysis of traffic accidents in roundabouts,Li P.,2023-09-01,18,,10.1371/journal.pone.0287045,SCOPUS_ID:85172825462
83,An econometric framework for integrating aggregate and disaggregate level crash analysis,Pervaz S.,2023-09-01,39,,10.1016/j.amar.2023.100280,SCOPUS_ID:85156205428
84,"People Who Used Illicit Drugs Had Higher Rates of Road Traffic Accidents: a Population-Based Study in Taiwan, 2007–2016",Huang C.L.,2023-08-01,21,2666-2681,10.1007/s11469-021-00745-2,SCOPUS_ID:85122439126
85,Trends in crowd accidents based on an analysis of press reports,Feliciani C.,2023-08-01,164,,10.1016/j.ssci.2023.106174,SCOPUS_ID:85153527102
86,The global incidence and disability of eye injury: an analysis from the Global Burden of Disease Study 2019,Li C.,2023-08-01,62,,10.1016/j.eclinm.2023.102134,SCOPUS_ID:85166901597
87,"Increasing incidence of ED-visits and admissions due to traumatic brain injury among elderly patients in the Netherlands, 2011–2020",Santing J.A.L.,2023-08-01,54,,10.1016/j.injury.2023.110902,SCOPUS_ID:85162135788
88,"Temporal and spatial trends in road traffic fatalities from 2001 to 2019 in Shandong Province, China",Wang T.,2023-07-01,18,,10.1371/journal.pone.0287988,SCOPUS_ID:85164265546
89,Work-related ocular trauma in the United States: a National Trauma Databank study,Zhou B.,2023-07-01,261,2081-2088,10.1007/s00417-023-05983-9,SCOPUS_ID:85147661383
90,Spatial and Temporal Variation Characteristics of Urban Traffic Congestion Factors and Source Analysis,Zhao X.T.,2023-06-25,23,300-310,10.16097/j.cnki.1009-6744.2023.03.031,SCOPUS_ID:85165602594
91,A kernel density empirical Bayes (KDEB) approach to estimate accident risk,Katicha S.W.,2023-06-01,186,,10.1016/j.aap.2023.107039,SCOPUS_ID:85151033174
92,Do footbridge and underpass improve pedestrian safety? A Hong Kong case study using three-dimensional digital map of pedestrian network,Zhu M.,2023-06-01,186,,10.1016/j.aap.2023.107064,SCOPUS_ID:85151631217
93,A Hierarchical Multinomial Logit model to examine the effects of signal strategies on right-turn crash risks by crash movement configuration,Islam S.M.,2023-05-01,184,,10.1016/j.aap.2023.106993,SCOPUS_ID:85147972770
94,Copula-based bivariate count data regression models for simultaneous estimation of crash counts based on severity and number of vehicles,Ahmad N.,2023-03-01,181,,10.1016/j.aap.2022.106928,SCOPUS_ID:85145776993
95,Assessing the effectiveness of built environment-based safety measures in urban and rural areas for reducing the non-motorist crashes,Tokey A.I.,2023-03-01,9,,10.1016/j.heliyon.2023.e14076,SCOPUS_ID:85149678283
96,Road traffic accident clinical pattern and management outcomes at JUMC Emergency Department; Ethiopia,Mamo D.E.,2023-03-01,13,1-5,10.1016/j.afjem.2022.11.002,SCOPUS_ID:85146983356
97,Temporal trends of road traffic injury mortality among Chinese residents from 2005 to 2019: age-period-cohort analysis,You Y.,2023-02-28,50,597-603,10.20043/j.cnki.MPM.202209388,SCOPUS_ID:85173598776
98,Tempo-categorization of road accident hotspots to enhance the problem diagnosis process and detect hidden hazardous locations,Babaei Z.,2023-01-01,15,1271-1298,10.1080/19439962.2023.2169800,SCOPUS_ID:85150960158
99,Factors influencing fatal vehicle-involved crash consequence metrics at spatio-temporal hotspots in South Korea: application of GIS and machine learning techniques,Tamakloe R.,2023-01-01,27,483-517,10.1080/12265934.2022.2134182,SCOPUS_ID:85139955062
100,Time-Series Analysis and Accident Hotspots Identification in Dhaka City,Tabassum R.,2023-01-01,,412-416,10.1109/ICICT4SD59951.2023.10303460,SCOPUS_ID:85179129875
101,Forecasting time trends of fatal motor vehicle crashes in Iran using an ensemble learning algorithm,Nassiri H.,2023-01-01,24,44-49,10.1080/15389588.2022.2130279,SCOPUS_ID:85140396027
102,Mortality and disability-adjusted life years in motorcyclists in Latin America and the Caribbean during the first decade of action for road safety,de Oliveira Santiago M.L.,2023-01-01,47,,10.26633/RPSP.2023.68,SCOPUS_ID:85154039273
103,Emerging trends and influential outsiders of transportation science,Haghani M.,2023-01-01,15,386-422,10.1080/19427867.2022.2057397,SCOPUS_ID:85129236039
104,Trends in Cause-Specific Injury Mortality in China in 2005-2019: Longitudinal Observational Study,Ji Z.,2023-01-01,9,,10.2196/47902,SCOPUS_ID:85171375284
105,"The epidemiology of road traffic accidents and associated factors among drivers in Dilla Town, Southern Ethiopia",Hareru H.E.,2022-11-10,10,,10.3389/fpubh.2022.1007308,SCOPUS_ID:85142542475
106,A process convolution model for crash count data on a network,Rezaee H.,2022-11-01,177,,10.1016/j.aap.2022.106823,SCOPUS_ID:85138058672
107,Trends in Prescription Opioid Use in Motor Vehicle Crash Injuries in the United States: 2014–2018,Jin L.,2022-11-01,19,,10.3390/ijerph192114445,SCOPUS_ID:85141602090
108,Analysis of road traffic injuries and casualties in China: a ten-year nationwide longitudinal study,Qi M.,2022-09-15,10,,10.7717/peerj.14046,SCOPUS_ID:85138170018
109,"“No Mr Bond, we expected you to die”: a medical and psychotherapeutic analysis of trauma depiction in the James Bond films",Nicolson D.J.,2022-09-01,113,555-567,10.1701/3865.38517,SCOPUS_ID:85135553155
110,Effects of road network characteristics on bicycle safety: A multivariate Poisson-lognormal model,Ding H.,2022-06-01,1,,10.1016/j.multra.2022.100020,SCOPUS_ID:85135412064
111,Characteristics and outcomes of pediatric blunt renal trauma: a nationwide cohort study in Japan,Nakao S.,2022-06-01,48,2047-2057,10.1007/s00068-021-01795-w,SCOPUS_ID:85115704119
112,"Factors associated and knowledge on road traffic accidents, rules among private university students in Chengalpattu district, Tamil Nadu, India - A cross-sectional study",Vijayakrishnan G.,2022-05-01,11,148,10.4103/jehp.jehp_1065_21,SCOPUS_ID:85134464072
113,"Road traffic accident-related thoracic trauma: Epidemiology, injury pattern, outcome, and impact on mortality—A multicenter observational study",Benhamed A.,2022-05-01,17,,10.1371/journal.pone.0268202,SCOPUS_ID:85129773424
114,Health and security risks of humanitarian aid workers during field missions: Experience of the International Red Cross,Guisolan S.C.,2022-03-01,46,,10.1016/j.tmaid.2022.102275,SCOPUS_ID:85124230416
115,"Road safety research in the context of low- and middle-income countries: Macro-scale literature analyses, trends, knowledge gaps and challenges",Haghani M.,2022-02-01,146,,10.1016/j.ssci.2021.105513,SCOPUS_ID:85117106170
116,Trends of paediatric head injury and acute care costs in Australia,Singh S.,2022-02-01,58,274-280,10.1111/jpc.15699,SCOPUS_ID:85114901862
117,A Bayesian Bivariate Random Parameters and Spatial-Temporal Negative Binomial Lindley Model for Jointly Modeling Crash Frequency by Severity: Investigation for Chinese Freeway Tunnel Safety,Cai M.,2022-01-01,10,38045-38064,10.1109/ACCESS.2022.3165065,SCOPUS_ID:85127733977
118,"17th International Conference on Wireless Algorithms, Systems, and Applications, WASA 2022",,2022-01-01,13472 LNCS,,,SCOPUS_ID:85142872482
119,"17th International Conference on Wireless Algorithms, Systems, and Applications, WASA 2022",,2022-01-01,13473 LNCS,,,SCOPUS_ID:85142865073
120,"17th International Conference on Wireless Algorithms, Systems, and Applications, WASA 2022",,2022-01-01,13471 LNCS,,,SCOPUS_ID:85142683287
121,Extra-axial haemorrhages in young children with skull fractures: abuse or accident?,Wallace J.,2022-01-01,107,650-655,10.1136/archdischild-2021-322327,SCOPUS_ID:85132455081
122,Occupational exposure to respirable carcinogens and the risk of cancer,Ngo P.,2022-01-01,2022,71-81,10.1183/2312508X.10018521,SCOPUS_ID:85153760254
123,Structural anatomy and temporal trends of road accident research: Full-scope analyses of the field,Haghani M.,2021-12-01,79,173-198,10.1016/j.jsr.2021.09.002,SCOPUS_ID:85111039272
124,The landscape of risk perception research: A scientometric analysis,Goerlandt F.,2021-12-01,13,,10.3390/su132313188,SCOPUS_ID:85120309516
125,The mechanism and pattern of injuries of undocumented immigrants crossing the Texas-Mexico border along the Rio Grande Valley,Palacio C.H.,2021-12-01,8,,10.1186/s40621-021-00341-x,SCOPUS_ID:85117939284
126,A New Econometric Approach for Modeling Several Count Variables: A Case Study of Crash Frequency Analysis by Crash Type and Severity,Bhowmik T.,2021-11-01,153,172-203,10.1016/j.trb.2021.09.008,SCOPUS_ID:85116506080
127,Copula-based joint modeling of crash count and conflict risk measures with accommodation of mixed count-continuous margins,Yang D.,2021-09-01,31,,10.1016/j.amar.2021.100162,SCOPUS_ID:85103655723
128,Delays in emergency department intervention for patients with traumatic brain injury in Uganda,Mehmood A.,2021-08-26,6,,10.1136/tsaco-2021-000674,SCOPUS_ID:85113948658
129,A data aggregation based approach to exploit dynamic spatio-temporal correlations for citywide crowd flows prediction in fog computing,Ali A.,2021-08-01,80,31401-31433,10.1007/s11042-020-10486-4,SCOPUS_ID:85100123935
130,Understanding how relationships between crash frequency and correlates vary for multilane rural highways: Estimating geographically and temporally weighted regression models,Mohammadnazar A.,2021-07-01,157,,10.1016/j.aap.2021.106146,SCOPUS_ID:85105014865
131,African swine fever and its epidemiological course in lithuanian wild boar,Schulz K.,2021-07-01,13,,10.3390/v13071276,SCOPUS_ID:85110004273
132,Runway roadkill: a global review of mammal strikes with aircraft,Ball S.,2021-07-01,51,420-435,10.1111/mam.12241,SCOPUS_ID:85100348299
133,Meso-level hotspot identification for suburban arterials,Wang X.,2021-06-01,156,,10.1016/j.aap.2021.106148,SCOPUS_ID:85105548432
134,"Unraveling urban form and collision risk: The spatial distribution of traffic accidents in Zanjan, Iran",Kalantari M.,2021-05-01,18,,10.3390/ijerph18094498,SCOPUS_ID:85104550111
135,Spatial Multiresolution Analysis Approach to Identify Crash Hotspots and Estimate Crash Risk,Katicha S.W.,2021-05-01,147,,10.1061/JTEPBS.0000516,SCOPUS_ID:85101746523
136,"Use of seat belts among public transport drivers in Tacna, Peru: Prevalence and risk factors",Miñan-Tapia A.,2021-05-01,16,,10.1371/journal.pone.0251794,SCOPUS_ID:85106191757
137,Adolescent trauma: Patterns and outcomes,Fernandes J.,2021-04-01,7,126-131,10.4103/IJAM.IJAM_103_20,SCOPUS_ID:85109403828
138,Rib Season: Temporal Variation in Chest Wall Injuries,Skinner M.,2021-04-01,260,129-133,10.1016/j.jss.2020.11.074,SCOPUS_ID:85097747159
139,Non-motorized vehicle traffic accidents in China: Analysing road users’ precrash behaviors and implications for road safety,Xiong X.,2021-02-01,11,105-116,10.18280/ijsse.110112,SCOPUS_ID:85104239686
140,Highway safety assessment and improvement through crash prediction by injury severity and vehicle damage using Multivariate Poisson-Lognormal model and Joint Negative Binomial-Generalized Ordered Probit Fractional Split model,Wang K.,2021-02-01,76,44-55,10.1016/j.jsr.2020.11.005,SCOPUS_ID:85098227868
141,Analysis of shipboard fire/explosion accidents occurred in the Turkish search and rescue area,Yilmaz F.,2021-01-07,4,214-232,10.3153/AR21017,SCOPUS_ID:105022709490
142,Bayesian analysis of multivariate crash counts using copulas,Park E.S.,2021-01-01,149,,10.1016/j.aap.2019.105431,SCOPUS_ID:85080062610
143,A simulation analysis to study the temporal and spatial aggregations of safety datasets with excess zero observations,Shirazi M.,2021-01-01,17,1305-1317,10.1080/23249935.2020.1858993,SCOPUS_ID:85097989769
144,Exploring temporal interactions of crash counts in California using distinct log-linear contingency table models,Cheng W.,2021-01-01,28,360-375,10.1080/17457300.2021.1928231,SCOPUS_ID:85107749961
145,Screening Dangerous Intersections at City Level,Yang Z.,2021-01-01,,1555-1564,,SCOPUS_ID:85122676373
146,"Traffic crashes in Dhaka, Bangladesh: analysing crashes involving unconventional modes, pedestrians and public transit",Saha B.,2021-01-01,28,347-359,10.1080/17457300.2021.1928230,SCOPUS_ID:85107366440
147,Temporal trend of mortality by suicide among adults in brazil: 2000 to 2015,Duarte S.K.M.,2021-01-01,43,65-71,10.47626/2237-6089-2020-0009,SCOPUS_ID:85102687105
148,Application of long-term collected data for conservation: Spatio-temporal patterns of mortality in japanese serow,Ikushima S.,2021-01-01,83,349-357,10.1292/jvms.20-0393,SCOPUS_ID:85101970728
149,Macroscopic Safety Analysis,Abdel-Aty M.,2021-01-01,2,367-379,10.1016/B978-0-08-102671-7.10199-X,SCOPUS_ID:85151218816
150,Estimates of suicide mortality in women residents in northeast brazilian states from 1996 to 2018,Dantas E.S.O.,2021-01-01,26,4795-4804,10.1590/1413-812320212610.29552020,SCOPUS_ID:85119671467
151,Driver intoxication and risk for fatal crashes in South Africa: A 3-year review,Govender R.,2021-01-01,111,968-973,10.7196/SAMJ.2021.v111i10.15057,SCOPUS_ID:85117395216
