id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
35,Real-time driver drowsiness detection using transformer architectures: a novel deep learning approach,Hassan O.F.,2025-12-01,15,,10.1038/s41598-025-02111-x,SCOPUS_ID:105005555166
36,Cross-cultural perspectives of vulnerable road user safety performance based on evidence from 39 countries,Yannis G.,2025-12-01,49,502-527,10.1016/j.iatssr.2025.11.001,SCOPUS_ID:105021874396
74,Traffic accident disability level assessment method based on hybrid prompt learning,Yan H.,2025-09-10,13781,,10.1117/12.3078378,SCOPUS_ID:105022731818
37,Integrating climatic projections and geographical variables to predict road accident risks based on insights from the Khorramabad pole Zal axis under RCP scenarios,Moridi V.,2025-12-01,3,,10.1007/s44274-025-00417-1,SCOPUS_ID:105022444888
38,Evaluation of landslide susceptibility of mountain highway based on RF and SVM models,He Q.,2025-12-01,15,,10.1038/s41598-025-08774-w,SCOPUS_ID:105010495312
39,"Spatiotemporal patterns and environmental determinants of wildlife-vehicle collisions in Banke National Park, Nepal",Koju N.P.,2025-12-01,15,,10.1038/s41598-025-04609-w,SCOPUS_ID:105007185282
40,Zone-specific real-time traffic conflict risk modeling for freeway tunnels: a CrossTabNet approach,Jin J.,2025-12-01,223,,10.1016/j.aap.2025.108274,SCOPUS_ID:105018050041
41,A spatial graph learning framework for multi-scale road safety management based on road-curve features and open-source data,Gao Z.,2025-11-28,40,5228-5252,10.1111/mice.70104,SCOPUS_ID:105019084447
42,Hypergraph network with multi-granularity temporal representation for traffic accident prediction,Deng W.,2025-11-07,653,,10.1016/j.neucom.2025.131219,SCOPUS_ID:105013322305
43,Traffic accident severity prediction and analysis via spatio-temporal deep learning: A ConvLSTM-transformer approach,Li K.,2025-11-01,200,,10.1016/j.chaos.2025.117047,SCOPUS_ID:105012961511
44,A Practical Study of an Autonomous Electric Golf Cart for Inter-Building Passenger Mobility,Tantrairatn S.,2025-11-01,15,,10.3390/app152111779,SCOPUS_ID:105021479585
45,Evaluating the impact of access management practices on urban arterial crashes,Chaves-Lasso Y.T.,2025-11-01,34,,10.1016/j.trip.2025.101660,SCOPUS_ID:105017591904
46,Drowsiness Classification in Young Drivers Based on Facial Near-Infrared Images Using a Convolutional Neural Network: A Pilot Study,Nomura A.,2025-11-01,25,,10.3390/s25216755,SCOPUS_ID:105021506979
47,Study on Determining the Ranges of the Inner Wheel Difference Zone for the Right Turns of Large Vehicles,Zhang X.,2025-11-01,15,,10.3390/app152212246,SCOPUS_ID:105022895183
48,From Opacity to Clarity: Employing Explainable AI to Interpret CNN Predictions on Winter Road Conditions,Wu M.,2025-11-01,151,,10.1061/JTEPBS.TEENG-8808,SCOPUS_ID:105016372155
49,Improving Law Enforcement Response by Utilizing Crowdsourced Data to Complement Computer-Aided Dispatch Data,Al Krdy M.,2025-11-01,2679,852-868,10.1177/03611981251350640,SCOPUS_ID:105022515494
50,Analysis of Semi-Global Factors Influencing the Prediction of Crash Severity,Frank J.,2025-11-01,14,,10.3390/ijgi14110454,SCOPUS_ID:105023117840
51,Examining the Effect of Hazard Prevention and Control on Safety Outcomes in the Automotive Industry: The Mediating Role of Safety Behaviors and the Moderating Role of Safety Leadership,Bahrehbar M.,2025-11-01,45,3643-3665,10.1111/risa.70095,SCOPUS_ID:105015470854
52,Spatial-temporal analysis of roe deer vehicle collisions in Bavaria,Reisinger F.,2025-11-01,394,,10.1016/j.jenvman.2025.127507,SCOPUS_ID:105018168434
53,Real-Time Detection and Alert System for Potholes and Speed Breakers,SaiTej K.,2025-10-28,,461-477,10.1002/9781394233823.ch30,SCOPUS_ID:105021296903
54,Towards an intelligent risk perception assistant: A neuroscience approach,Rakotonirainy A.,2025-10-08,,53-59,10.1145/3744335.3758481,SCOPUS_ID:105021463984
55,"Evaluating the impact of meteorological parameters on road accidents using spatial analysis: a case study of Semnan province, Iran",Ghazvinian H.,2025-10-01,33,,10.1007/s41324-025-00645-w,SCOPUS_ID:105014717089
56,LATTE: A Real-time Lightweight Attention-based Traffic Accident Anticipation Engine,Zhang J.,2025-10-01,122,,10.1016/j.inffus.2025.103173,SCOPUS_ID:105002292774
57,Leveraging computer vision for predicting collision risks: a cross-sectional analysis of 2019-2021 fatal collisions in the USA,Nguyen Q.C.,2025-10-01,31,377-382,10.1136/ip-2023-045153,SCOPUS_ID:85196266855
58,Quantifying the road network structure and its impact on road traffic crashes: A Bayesian CAR modelling approach,Nazir M.,2025-10-01,49,374-386,10.1016/j.iatssr.2025.08.001,SCOPUS_ID:105015557709
59,Liability division for ship collision accidents based on ontology model and bayesian network,Shu Y.,2025-10-01,269,,10.1016/j.ocecoaman.2025.107824,SCOPUS_ID:105008439312
60,3D-radar Mapping Characterization of Loose Asphalt Pavement Subgrade Diseases,Li Y.,2025-10-01,51,1221-1228,10.11936/bjutxb2023100007,SCOPUS_ID:105018242061
61,"Assessing the affordance, equity and wellbeing implications of mobility provision, governance and operation in East African cities",Cinderby S.,2025-10-01,44,,10.1016/j.jth.2025.102127,SCOPUS_ID:105009692809
62,A Geospatial Analysis of Pedestrians and Bicyclists Versus Motor Vehicles at a Level 2 Trauma Center,Mengotto A.,2025-10-01,91,1798-1801,10.1177/00031348251365408,SCOPUS_ID:105015827934
63,Effect of COVID-19 restrictions and fuel prices on traffic volume and offenses in Iran: A spatiotemporal analysis,Delavary M.,2025-10-01,20,,10.1371/journal.pone.0332443,SCOPUS_ID:105019520337
64,Navigating spatial inequities in freight truck crash severity via counterfactual inference in Los Angeles,Wang Y.,2025-10-01,128,,10.1016/j.jtrangeo.2025.104387,SCOPUS_ID:105013636224
65,Goal-based neural physics vehicle trajectory prediction model,Gan R.,2025-10-01,179,,10.1016/j.trc.2025.105283,SCOPUS_ID:105011863144
66,"Artificial intelligence for abdominopelvic trauma imaging: trends, gaps, and future directions",Dreizin D.,2025-10-01,50,5028-5043,10.1007/s00261-025-04816-z,SCOPUS_ID:105000535024
67,State of Charge Estimation for Electric Bus Batteries Based on Deep Learning Model with Parameters Fine-Tuning Method,Zhao D.,2025-10-01,151,,10.1061/JTEPBS.TEENG-9086,SCOPUS_ID:105012210508
68,Mandatory speed limits and crash frequency on motorways — A causal machine learning approach,Metz-Peeters M.,2025-10-01,200,,10.1016/j.tra.2025.104616,SCOPUS_ID:105012281397
69,Study on post-seismic driving speed threshold of high-speed railway bridge,Zhou W.,2025-10-01,197,,10.1016/j.soildyn.2025.109500,SCOPUS_ID:105005371781
70,Physical environmental roadway interventions and injury and death for vulnerable road users: A natural experiment in New York City,Roberts L.E.,2025-10-01,31,420-423,10.1136/ip-2023-045219,SCOPUS_ID:85194233830
71,Traffic safety in relation to multidimensional street network and land use features: A nonlinear analysis with population heterogeneity,Ling C.,2025-10-01,183,,10.1016/j.apgeog.2025.103737,SCOPUS_ID:105011975779
72,DFDG: Adaptive federated learning for dynamic graph-based traffic forecasting,Usman M.,2025-09-27,326,,10.1016/j.knosys.2025.114019,SCOPUS_ID:105009592175
73,EMSA-Net: An Efficient Multi-Scale and Boundary-Aware Network for Spillage Risk Vehicle Detection Under Low-Light Urban Conditions,Xu Z.,2025-09-21,,53-58,10.1145/3762329.3762340,SCOPUS_ID:105020386336
75,Can AI-powered traffic enforcement system augment road safety by influencing driver behavior and perception?,Cheranchery M.F.,2025-09-01,21,,10.1016/j.cstp.2025.101566,SCOPUS_ID:105013503143
76,Trajectory-based indicators to determine the local character of intersection conflicts: A micro-spatial analysis,Hula A.,2025-09-01,220,,10.1016/j.aap.2025.108155,SCOPUS_ID:105009738964
77,A Blockchain-Based System for Monitoring Sobriety and Tracking Location of Traffic Drivers,Gavrilă M.,2025-09-01,14,,10.3390/electronics14183728,SCOPUS_ID:105017417994
78,Segment length optimization for crash frequency modelling: Evaluating power spectral segment length in safety performance assessment,Kumar P.,2025-09-01,219,,10.1016/j.aap.2025.108122,SCOPUS_ID:105006530813
79,Analysis of direct and indirect relations among sustainable development goals and transportation targets,Özaydın Ö.,2025-09-01,171,270-281,10.1016/j.tranpol.2025.06.007,SCOPUS_ID:105007991266
80,Safety contributing factors analysis of older vulnerable road users: General and local perspectives,Zhang X.,2025-09-01,220,,10.1016/j.aap.2025.108166,SCOPUS_ID:105010490326
81,Early Response Framework for Accident Detection and Prevention Through Multi-Zone Fog-Cloud Collaboration for Safety-Critical Applications,Mishra M.,2025-09-01,55,1616-1634,10.1002/spe.3439,SCOPUS_ID:105009810872
82,A Co-Operative Perception System for Collision Avoidance Using C-V2X and Client–Server-Based Object Detection,Park J.,2025-09-01,25,,10.3390/s25175544,SCOPUS_ID:105015894080
83,Advancing winter road maintenance: An AI-driven web platform for real-time road condition monitoring and spatial analysis,Urbiztondo M.,2025-09-01,33,,10.1016/j.trip.2025.101575,SCOPUS_ID:105013593982
84,TMU-Net: A Transformer-Based Multimodal Framework with Uncertainty Quantification for Driver Fatigue Detection,Zhang Y.,2025-09-01,25,,10.3390/s25175364,SCOPUS_ID:105015894884
85,Forecasting accidents using Si-FINCH and EDQ classifier On NH-57 highway roads in Bihar,Kumar V.,2025-09-01,10,,10.1007/s41062-025-02190-9,SCOPUS_ID:105012879782
86,Potential of Using Intensity Data from Mobile Multibeam Spinning LiDAR for Predicting Standard Retroreflectivity of Lane Markings,Hodaei M.,2025-09-01,31,,10.1061/JITSE4.ISENG-2641,SCOPUS_ID:105007847110
87,Grouped random parameters Poisson-Lindley model with spatial effects addressing crashes at intersections: Insights from visual environment features and spatiotemporal instability,Wang C.,2025-09-01,47,,10.1016/j.amar.2025.100387,SCOPUS_ID:105005395153
88,A fusion safety and security analysis framework for intelligent and connected vehicles,Sun B.,2025-09-01,20,,10.1371/journal.pone.0332050,SCOPUS_ID:105016646658
89,Research on the prediction model of high-risk accident points in mountainous road traffic environments,Cheng R.,2025-09-01,7,,10.1093/tse/tdaf045,SCOPUS_ID:105020375136
90,Traumatic pseudoaneurysm of internal mammary artery with fistula of internal mammary vein treated minimally invasive: A case report,Kiritharan K.,2025-09-01,5,,10.1016/j.avsurg.2025.100391,SCOPUS_ID:105008523001
91,Spatial heterogeneity in the impacts of Ohio's enhanced graduated driver's licensing law on teen motor vehicle crashes,Benedetti M.H.,2025-09-01,94,48-58,10.1016/j.jsr.2025.06.009,SCOPUS_ID:105007744614
92,A spatial generalized extreme value framework for traffic conflict using max-stable process approach,Yue Q.,2025-09-01,220,,10.1016/j.aap.2025.108164,SCOPUS_ID:105010119042
93,Intersection crash analysis considering longitudinal and lateral risky driving behavior from connected vehicle data: A spatial machine learning approach,Han L.,2025-09-01,220,,10.1016/j.aap.2025.108180,SCOPUS_ID:105011950769
94,Laparoscopic uterine isthmus anastomosis,Chen Y.,2025-09-01,124,568-570,10.1016/j.fertnstert.2025.04.033,SCOPUS_ID:105005186926
95,"Mapping Road Traffic Injury in India: Causes, Prevention, Economic Impact, and Role of Public Health Governance",Raja Meenakshi J.,2025-08-31,12,901-907,10.14419/9mnsdr18,SCOPUS_ID:105017922704
96,Testicular Mapping Biopsy in Non-obstructive Azoospermia (NOA) Patients: A Case Series from Indonesia,Nurullah G.,2025-08-31,17,,10.5812/numonthly-162396,SCOPUS_ID:105021874447
97,Mapping the intellectual structure and international collaboration in transportation research: A bibliometric analysis from Scopus top-tier journals,Kulyntay G.,2025-08-21,5,,10.47909/ijsmc.276,SCOPUS_ID:105023887949
98,Assessing Road Safety of the Peshawar-Rawalpindi Section of National Highway (N-5) in Pakistan Using iRAP,Hussain D.,2025-08-15,53,371-380,10.3311/PPtr.39957,SCOPUS_ID:105014325739
99,Precision-driven imaging assessment of traumatic fractures in the era of personalized medicine,Wei X.,2025-08-15,31,343-347,10.3760/cma.j.cn114657-20250423-00089,SCOPUS_ID:105013332228
100,A Fast and Accurate Block Compression Solution for Spatiotemporal Kernel Density Visualization,Zhong Y.,2025-08-03,2,4098-4109,10.1145/3711896.3736821,SCOPUS_ID:105014313475
101,Research Trends in Road Safety (2013-2023): A Bibliometric Review Using Science Mapping Techniques on Human and Technological Factors,Setyowati D.L.,2025-08-01,8,773-789,10.56338/mppki.v8i8.7466,SCOPUS_ID:105014027095
102,Spatial distribution and cluster analysis of road traffic accidents in Nepal,Mahato R.K.,2025-08-01,20,,10.1371/journal.pone.0331333,SCOPUS_ID:105014389867
103,Nonlinear Effects of Multiscale Road Network Features on Traffic Accidents,Zhou F.,2025-08-01,45,1344-1357,10.13284/j.cnki.rddl.20240777,SCOPUS_ID:105015828701
104,The Settlement Ratio and Settled Area: Novel Indicators for Analyzing Land Use in Relation to Road Network Functions and Performance,Del Serrone G.,2025-08-01,6,,10.3390/eng6080188,SCOPUS_ID:105014353657
105,"Research status, challenges and trends of curve driving safety: A bibliometric analysis and critical review",Han L.,2025-08-01,12,723-751,10.1016/j.jtte.2024.04.010,SCOPUS_ID:105010908790
106,A Multimodal Artificial Intelligence Framework for Intelligent Geospatial Data Validation and Correction,Skaug L.,2025-08-01,10,,10.3390/inventions10040059,SCOPUS_ID:105015414876
107,An Analytical Framework for Clustering Roads Based on Crash Severity Analysis,khedher I.,2025-08-01,6,,10.1007/s42979-025-04097-9,SCOPUS_ID:105008937663
108,Unsupervised pavement rutting detection using structured light and area-based deep learning,Li Y.,2025-08-01,176,,10.1016/j.autcon.2025.106235,SCOPUS_ID:105004739628
109,Exploring the impact of built environment on crash risks at transportation hubs,Li C.,2025-08-01,218,,10.1016/j.aap.2025.108079,SCOPUS_ID:105004265830
110,Can 3D Exoscopy-Assisted Surgery Replace the Traditional Endoscopy in Septoplasty? Analysis of Our Two-Year Experience,Catalfamo L.,2025-08-01,14,,10.3390/jcm14155279,SCOPUS_ID:105013229355
524,Rational Linkages: From Poses to 3D-Printed Prototypes,Huczala D.,2024-01-01,31 SPAR,230-238,10.1007/978-3-031-64057-5_27,SCOPUS_ID:85200397781
111,Pushing the boundary of child well-being: A spatial examination of child mortality in transition zones of extreme economic inequality and material hardship,Barboza-Salerno G.E.,2025-08-01,20,,10.1371/journal.pone.0330449,SCOPUS_ID:105014114605
112,A ships encounter sector analysis approach for intelligent navigation safety,Liu Z.,2025-07-30,333,,10.1016/j.oceaneng.2025.121307,SCOPUS_ID:105004822459
113,Dataset for Traffic Accident Analysis in Poland: Integrating Weather Data and Sociodemographic Factors,Faruga Ł.,2025-07-01,15,,10.3390/app15137362,SCOPUS_ID:105010303853
114,Moonlit Roads—Spatial and Temporal Patterns of Wildlife–Vehicle Collisions in Serbia,Jevremović S.,2025-07-01,17,,10.3390/su17146443,SCOPUS_ID:105011601215
115,A NEW PERSPECTIVE ON SAFETY,Barker G.,2025-07-01,94,29-30,,SCOPUS_ID:105011870667
116,Optimising Cyclist Road-Safety Scenarios Through Angle-of-View Analysis Using Buffer and GIS Mapping Techniques,Yaghoobloo Z.,2025-07-01,10,,10.3390/infrastructures10070184,SCOPUS_ID:105011635939
117,"Mapping and quantifying near-miss events involving vehicles and vulnerable road users in Reno and Sparks, Nevada",Kelley S.,2025-07-01,32,,10.1016/j.trip.2025.101514,SCOPUS_ID:105009484492
118,A critical assessment of the role of mapping in Ohio Safe Routes to School travel plans,Mapes J.,2025-07-01,180,,10.1016/j.apgeog.2025.103670,SCOPUS_ID:105006704809
119,Simulation of Real Pavement Texture Profiles Using the Discrete Element Method,Liu X.,2025-07-01,37,,10.1061/JMCEE7.MTENG-19997,SCOPUS_ID:105003721309
120,Real-Time Black Ice Detection in Hilly Areas Using LoRa and IoT Network with a Machine Learning Algorithm,Kumar V.,2025-06-30,12,224-237,10.14445/23488379/IJEEE-V12I6P120,SCOPUS_ID:105012361719
121,Application of three-dimensional reconstruction technology in preoperative planning of anterolateral thigh flap transplantation,Wu Z.,2025-06-15,39,748-753,10.7507/1002-1892.202504035,SCOPUS_ID:105009653505
122,Multi-lane highway traffic accident prediction in urbanized area based on machine learning,Bao R.,2025-06-05,42,58-66,10.3969/j.issn.1002-0268.2025.06.006,SCOPUS_ID:105016397387
123,Predictive Models and GIS for Road Safety: Application to a Segment of the Chone–Flavio Alfaro Road,Moreno-Ponce L.A.,2025-06-01,17,,10.3390/su17115032,SCOPUS_ID:105007791888
124,Spatio-temporal evolution of traffic accident hotspots under road network constraints,Fang S.,2025-06-01,18,,10.1007/s12145-025-01881-2,SCOPUS_ID:105002996974
125,A Construction and Representation Learning Method for a Traffic Accident Knowledge Graph Based on the Enhanced TransD Model,Liu X.,2025-06-01,15,,10.3390/app15116031,SCOPUS_ID:105007794049
126,Spatiotemporal Analysis of Three-Wheeled Motorized Rickshaw Crashes in Rawalpindi,Moeed A.,2025-06-01,18,,10.1007/s12061-025-09676-0,SCOPUS_ID:105007897795
127,Explainable artificial intelligence visions on incident duration using eXtreme Gradient Boosting and SHapley Additive exPlanations,Hamad K.,2025-06-01,4,,10.1016/j.multra.2025.100209,SCOPUS_ID:86000609063
128,Is there an emotional dimension to road safety? A spatial analysis for traffic crashes considering streetscape perception and built environment,Liu Y.,2025-06-01,46,,10.1016/j.amar.2025.100374,SCOPUS_ID:85218626799
129,Spatio-temporal analysis of road traffic crashes by severity,Gedamu W.T.,2025-06-01,20,,10.1016/j.treng.2025.100327,SCOPUS_ID:105002023923
130,Mapping the knowledge domain of crash risk in older drivers studies: A scientometric analysis,Chen B.,2025-06-01,12,587-602,10.1016/j.jtte.2024.05.002,SCOPUS_ID:105008530305
131,Evolution and Knowledge Structure of Wearable Technologies for Vulnerable Road User Safety: A CiteSpace-Based Bibliometric Analysis (2000–2025),Ren G.,2025-06-01,15,,10.3390/app15126945,SCOPUS_ID:105008979493
132,The Dashboard of Remote Monitoring System for Driver Fatigue,Hidayat R.N.,2025-06-01,58,1089-1100,10.18280/jesa.580601,SCOPUS_ID:105012209983
133,"Forensic Cases in the Emergency Department: Associations Between Life-Threatening Risk, Medical Treatability, and Patient Outcomes",Yildirim H.,2025-06-01,15,,10.3390/diagnostics15111416,SCOPUS_ID:105007908964
134,"Self-built infrastructure interventions to (un)walkable streets: Pedestrian accessibility, safety and enjoyment in a neighbourhood in Accra",Nieto-Combariza M.J.,2025-06-01,161,,10.1016/j.cities.2025.105911,SCOPUS_ID:105000681832
135,Incorporating multi-path risk assessment in transformer-based pedestrian crossing action prediction,Liu B.,2025-06-01,215,,10.1016/j.aap.2025.108002,SCOPUS_ID:105000716809
136,Children on wheels: Identifying crash determinants using cluster correspondence analysis,Chakraborty R.,2025-06-01,216,,10.1016/j.aap.2025.108025,SCOPUS_ID:105002130690
137,Examining the role of random parameters and unobserved heterogeneity in the frequency-severity of rural freeway run-off-road and fixed-object crashes: A Bayesian hierarchical-geospatial approach,Effati M.,2025-06-01,215,,10.1016/j.aap.2025.108005,SCOPUS_ID:105000151006
138,An accident severity prediction framework with consideration of features interaction,Dong L.,2025-05-30,178,278-289,10.1680/jtran.24.00050,SCOPUS_ID:85202205229
139,Parametric modeling and deformation identification of highway guardrail driven by MLS point clouds,Jia X.,2025-05-30,54,688-701,10.11947/j.AGCS.2025.20240359,SCOPUS_ID:105007014224
140,"GIS-based analysis of spatio-temporal clustering of road traffic accidents in Bangkok Metropolitan Region (BMR), Thailand from 2012 to 2021",Iamtrakul P.,2025-05-01,31,,10.1016/j.trip.2025.101489,SCOPUS_ID:105007758277
141,The Role of Intelligent Transport Systems and Smart Technologies in Urban Traffic Management in Polish Smart Cities,Puzio E.,2025-05-01,18,,10.3390/en18102580,SCOPUS_ID:105006693202
142,Multi-scale approaches to cope with scale effect issues in macroscopic crash analysis,Zhai X.,2025-05-01,214,,10.1016/j.aap.2025.107971,SCOPUS_ID:85218245315
143,AI-Enabled Digital Twin Framework for Safe and Sustainable Intelligent Transportation,Long K.,2025-05-01,17,,10.3390/su17104391,SCOPUS_ID:105006817016
144,Can tire wear be detected using vibration signals?–an experimental study,Prasshanth C.V.,2025-05-01,16,1899-1913,10.1007/s13198-025-02756-x,SCOPUS_ID:105001963016
145,"Modelling low temporal, large spatial data of fatal crashes: An application of negative binomial GSARIMAX time series",Ghalehnovi S.,2025-05-01,214,,10.1016/j.aap.2025.107958,SCOPUS_ID:85217777281
146,Infrared thermography-assisted design of the lateral circumflex femoral artery perforator chimeric flap for repairing composite tissue defects in pediatric joints,Li H.,2025-04-25,41,333-339,10.3760/cma.j.cn114453-20240528-00142,SCOPUS_ID:105005428531
147,Digital technology-assisted debridement and bone and soft tissue reconstruction for the treatment of chronic osteomyelitis of the tibia,He H.,2025-04-16,45,500-507,10.3760/cma.j.cn121113-20240920-00521,SCOPUS_ID:105005745209
148,Towards Enhancing Road Safety in South Carolina Using Insights from Traffic and Driver-Education Data,Gupta N.,2025-04-11,39,29385-29387,10.1609/aaai.v39i28.35260,SCOPUS_ID:105003902256
149,Intelligent Road Accident Management System Utilizing Machine Learning Models,Dorado D.B.,2025-04-02,3287,,10.1063/5.0262078,SCOPUS_ID:105002330989
150,Traffic Accident Causation Knowledge Graph Construction and Risk Factor Mining,Wang Z.,2025-04-01,53,611-618,10.11908/j.issn.0253-374x.23307,SCOPUS_ID:105004023428
151,To what extent has a systems thinking approach been applied to understand motor vehicle crashes involving ambulances? A systematic review of risk factors and characteristics,Mulvihill C.,2025-04-01,184,,10.1016/j.ssci.2024.106754,SCOPUS_ID:85211973538
152,"Road safety studies at micro, meso, and macroscopic levels: A systematic review",Kumar P.,2025-04-01,49,10-26,10.1016/j.iatssr.2024.12.001,SCOPUS_ID:85213019141
