id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
39,Sparse attention and graph matching network for multi-view vehicle detection in collaborative perception systems,Zhang Y.,2025-11-01,19,,10.1007/s11760-025-04535-4,SCOPUS_ID:105012251732
40,Dynamic risk assessment for autonomous vehicles from spatio-temporal probabilistic occupancy heatmaps,Wang H.,2025-11-01,222,,10.1016/j.aap.2025.108226,SCOPUS_ID:105016458728
41,A novel data-driven multi-agent pedestrian flow risk assessment framework for avoiding stampede incident,Zhou Z.X.,2025-11-01,222,,10.1016/j.aap.2025.108207,SCOPUS_ID:105014548812
42,LATTE: A Real-time Lightweight Attention-based Traffic Accident Anticipation Engine,Zhang J.,2025-10-01,122,,10.1016/j.inffus.2025.103173,SCOPUS_ID:105002292774
43,"Evaluating the impact of meteorological parameters on road accidents using spatial analysis: a case study of Semnan province, Iran",Ghazvinian H.,2025-10-01,33,,10.1007/s41324-025-00645-w,SCOPUS_ID:105014717089
44,ADVANCING TRAFFIC SAFETY THROUGH CAPRNN: A HYBRID CAPSULE-RECURRENT NEURAL NETWORK FOR ACCIDENT FORECASTING,Verma R.,2025-10-01,16,335-352,10.30572/2018/KJE/160419,SCOPUS_ID:105022280040
45,Driver distraction detection based on adaptive tiny targets and lightweight networks,Gu S.,2025-10-01,138,,10.1016/j.image.2025.117342,SCOPUS_ID:105005416157
46,HCF-YOLO: a high-performance traffic sign detection model with hybrid channel fusion and auxiliary box regression,Ren H.,2025-10-01,22,,10.1007/s11554-025-01767-y,SCOPUS_ID:105018065145
47,Transfer learning-based facial emotion detection for enhanced driver safety: a hybrid approach,Slimi S.,2025-09-30,7,,10.1088/2631-8695/adfa6b,SCOPUS_ID:105014400362
48,Rain-fog detection via spatial adaptive deformable network with multi-scale feature preservation and task-aware dynamic calibration,Hou P.,2025-09-30,7,,10.1088/2631-8695/adf525,SCOPUS_ID:105012500446
49,DFDG: Adaptive federated learning for dynamic graph-based traffic forecasting,Usman M.,2025-09-27,326,,10.1016/j.knosys.2025.114019,SCOPUS_ID:105009592175
50,CIRS: A Multi-Agent Machine Learning Framework for Real-Time Accident Detection and Emergency Response,Ayesha S.,2025-09-01,25,,10.3390/s25185845,SCOPUS_ID:105016905679
51,Can AI-powered traffic enforcement system augment road safety by influencing driver behavior and perception?,Cheranchery M.F.,2025-09-01,21,,10.1016/j.cstp.2025.101566,SCOPUS_ID:105013503143
52,Real-Time Driver State Detection Using mmWave Radar: A Spatiotemporal Fusion Network for Behavior Monitoring on Edge Platforms,Tseng S.P.,2025-09-01,14,,10.3390/electronics14173556,SCOPUS_ID:105015790039
53,Real-Time Driver Attention Detection in Complex Driving Environments via Binocular Depth Compensation and Multi-Source Temporal Bidirectional Long Short-Term Memory Network,Zhou S.,2025-09-01,25,,10.3390/s25175548,SCOPUS_ID:105015895413
54,Advancing winter road maintenance: An AI-driven web platform for real-time road condition monitoring and spatial analysis,Urbiztondo M.,2025-09-01,33,,10.1016/j.trip.2025.101575,SCOPUS_ID:105013593982
55,Enhanced road object detection with DFPD-YOLO: focusing on small and occluded targets,Liu Z.,2025-09-01,81,,10.1007/s11227-025-07815-5,SCOPUS_ID:105015441494
56,Modelling taxi drop-off decisions in FIFO lanes via survival and discrete choice analysis,Yang F.,2025-09-01,20,,10.1371/journal.pone.0331664,SCOPUS_ID:105015392682
57,AI-Driven Safety Evaluation in Public Transport: A Case Study from Belgrade’s Closed Transit Systems,Zdravković S.,2025-09-01,17,,10.3390/su17188283,SCOPUS_ID:105017158538
58,A Systematic Review of Machine Learning Analytic Methods for Aviation Accident Research,Nanyonga A.,2025-09-01,7,,10.3390/sci7030124,SCOPUS_ID:105017298827
59,EPDD-YOLO: An efficient benchmark for pavement damage detection based on Mamba-YOLO,Luo S.,2025-09-01,253,,10.1016/j.measurement.2025.117638,SCOPUS_ID:105004257527
60,Composite safety potential field for highway driving risk assessment,Zuo D.,2025-09-01,220,,10.1016/j.aap.2025.108080,SCOPUS_ID:105007356162
61,Early Response Framework for Accident Detection and Prevention Through Multi-Zone Fog-Cloud Collaboration for Safety-Critical Applications,Mishra M.,2025-09-01,55,1616-1634,10.1002/spe.3439,SCOPUS_ID:105009810872
62,Traffic Accident Rescue Action Recognition Method Based on Real-Time UAV Video,Yang B.,2025-08-01,9,,10.3390/drones9080519,SCOPUS_ID:105014512635
63,Forecasting spatiotemporal trends of road accidents injuries and fatalities using spatio-temporal cube models: a case study in Iran,Mousavi B.S.,2025-08-01,33,,10.1007/s41324-025-00630-3,SCOPUS_ID:105008971821
64,Accident Impact Prediction Based on a Deep Convolutional and Recurrent Neural Network Model,Sajadi P.,2025-08-01,9,,10.3390/urbansci9080299,SCOPUS_ID:105014426523
65,Enhancing Intelligent Transportation Systems in Smart Cities Using VANETs With Deep Reinforcement Transfer Learning and Explainable AI,Ramesh S.S.S.,2025-08-01,36,,10.1002/ett.70219,SCOPUS_ID:105011815307
66,Maritime vessel trajectory prediction based on sequential long short-term memory and U-Net architectures,Gan L.,2025-08-01,334,,10.1016/j.oceaneng.2025.121598,SCOPUS_ID:105005495149
67,RL-Net: a rapid and lightweight network for detecting tiny vehicle targets in remote sensing images,Du Y.,2025-08-01,11,,10.1007/s40747-025-01956-z,SCOPUS_ID:105007522033
68,Automatic detection of foreign object intrusion along railway tracks based on MACENet,Chen X.,2025-08-01,20,,10.1371/journal.pone.0329303,SCOPUS_ID:105012520144
69,Fine-grained detection and defect analysis for multiple key components in railway tracks based on ABI-RTLSeg,Wei D.,2025-08-01,39,79-90,10.13382/j.jemi.B2407985,SCOPUS_ID:105022738243
70,Online Identification of Abnormal Events Based on Vehicle Spatiotemporal Trajectory Characteristics,Du S.,2025-07-17,72,207-217,10.3233/ATDE250421,SCOPUS_ID:105016842771
71,"Road Crash Analysis and Modeling: A Systematic Review of Methods, Data, and Emerging Technologies",Skaug L.,2025-07-01,15,,10.3390/app15137115,SCOPUS_ID:105010207909
72,DROWSINESS DETECTION USING ECG FROM WEARABLE SENSORS USING VARIATIONAL AUTOENCODER MODEL,Putra B.A.,2025-07-01,16,783-789,10.24507/icicelb.16.07.783,SCOPUS_ID:105006845237
73,Cross-Modal Behavioral Intelligence in Regard to a Ship Bridge: A Rough Set-Driven Framework with Enhanced Spatiotemporal Perception and Object Semantics,Chen C.,2025-07-01,15,,10.3390/app15137220,SCOPUS_ID:105010335672
74,Research on Road Damage Detection Algorithms for Intelligent Inspection Robots,Tian H.,2025-07-01,14,,10.3390/electronics14142762,SCOPUS_ID:105011621027
75,Deflection Prediction of Highway Bridges Using Wireless Sensor Networks and Enhanced iTransformer Model,Mu C.,2025-07-01,15,,10.3390/buildings15132176,SCOPUS_ID:105010318106
76,A Signal Processing-Guided Deep Learning Framework for Wind Shear Prediction on Airport Runways,Khattak A.,2025-07-01,16,,10.3390/atmos16070802,SCOPUS_ID:105011601025
77,Online adaptive shockwave detection and inpainting based on vehicle trajectory data: rigorous algorithm design and theory development,Pu C.,2025-07-01,197,,10.1016/j.trb.2025.103225,SCOPUS_ID:105004066065
78,Deep Learning and LSTM Integration for Analyzing Driver Behaviors,Cınar I.,2025-06-30,17,191-211,10.47000/tjmcs.1644390,SCOPUS_ID:105010240761
79,Spatio-temporal analysis of road traffic crashes by severity,Gedamu W.T.,2025-06-01,20,,10.1016/j.treng.2025.100327,SCOPUS_ID:105002023923
80,An Intelligent Driving Recommendation System Integrating Temporal Convolutional Networks and Fuzzy Logic for Real-Time Traffic and Weather Optimization,Girija M.,2025-06-01,73,396-416,10.14445/22315381/IJETT-V73I6P132,SCOPUS_ID:105009865499
81,Graph convolutional LSTM algorithm for real-time crash prediction on mountainous freeways,Azati Y.,2025-06-01,18,272-284,10.1016/j.ijtst.2024.07.002,SCOPUS_ID:85199106544
82,Developing a Prediction Model for Real-Time Incident Detection Leveraging User-Oriented Participatory Sensing Data,Hossain M.T.,2025-06-01,16,,10.3390/info16060423,SCOPUS_ID:105009150944
83,Deep-ATM DL-LSTM: A novel adaptive thresholding model with dual-layer LSTM architecture for real-time driver drowsiness detection using skin conductance signals,Theivadas J.R.,2025-06-01,192,,10.1016/j.compbiomed.2025.110243,SCOPUS_ID:105003103681
84,YOLO-SFT: Road Damage Detection Algorithm Based on Feature Diffusion,Xie Y.,2025-06-01,151,,10.1061/JPEODX.PVENG-1726,SCOPUS_ID:85217367659
85,TU-DAT: A Computer Vision Dataset on Road Traffic Anomalies,Pradeep Kumar P.,2025-06-01,25,,10.3390/s25113259,SCOPUS_ID:105007698023
86,Short-term conflict-based crash risk forecasting: A Bayesian conditional peak-over-threshold approach,Niu D.,2025-06-01,46,,10.1016/j.amar.2025.100385,SCOPUS_ID:105004210827
87,"A survey of multimodal emotion recognition from facial expressions,audios,and language",Wang S.,2025-06-01,30,2120-2138,10.11834/jig.250168,SCOPUS_ID:105011612395
88,"GIS-based analysis of spatio-temporal clustering of road traffic accidents in Bangkok Metropolitan Region (BMR), Thailand from 2012 to 2021",Iamtrakul P.,2025-05-01,31,,10.1016/j.trip.2025.101489,SCOPUS_ID:105007758277
89,Traffic accident risk prediction based on deep learning and spatiotemporal features of vehicle trajectories,Li H.,2025-05-01,20,,10.1371/journal.pone.0320656,SCOPUS_ID:105004211661
90,"Modelling low temporal, large spatial data of fatal crashes: An application of negative binomial GSARIMAX time series",Ghalehnovi S.,2025-05-01,214,,10.1016/j.aap.2025.107958,SCOPUS_ID:85217777281
91,Crash localization and traffic impact assessment via spatio-temporal analysis of connected vehicle data,Querfurth L.,2025-05-01,214,,10.1016/j.aap.2025.107956,SCOPUS_ID:85217931008
92,ST-MambaSync: Complement the power of Mamba and Transformer fusion for less computational cost in spatial–temporal traffic forecasting,Shao Z.,2025-05-01,117,,10.1016/j.inffus.2024.102872,SCOPUS_ID:85212589603
93,A deep transfer learning approach for Real-Time traffic conflict prediction with trajectory data,Hou Q.,2025-05-01,214,,10.1016/j.aap.2025.107966,SCOPUS_ID:85217956208
94,Modelling fourth-order hyperelasticity in soft solids using physics informed neural networks without labelled data,Pratap V.,2025-05-01,224,,10.1016/j.brainresbull.2025.111318,SCOPUS_ID:105001299941
95,SSRL: A Clustering-Based Reinforcement Learning Approach for Efficient Ship Scheduling in Inland Waterways,Gan S.,2025-05-01,17,,10.3390/sym17050679,SCOPUS_ID:105006786676
96,Advancing road safety: A lightweight feature fusion model for robust road crack segmentation,Khan A.,2025-05-01,65,,10.1016/j.aei.2025.103262,SCOPUS_ID:105000381974
97,Innovative Approaches to Traffic Anomaly Detection and Classification Using AI,Pérez B.,2025-05-01,15,,10.3390/app15105520,SCOPUS_ID:105006837614
98,A Highly Efficient Traffic Prediction Model for Continuous Time-series Graph Attention Networks,Liu Y.,2025-04-15,51,350-359,10.19678/j.issn.1000-3428.0069059,SCOPUS_ID:105009466560
99,Improved DeepLabv3+ Road Surface Crack Detection Method,Yang P.,2025-04-15,51,261-270,10.19678/j.issn.1000-3428.0069114,SCOPUS_ID:105004836079
100,Driver Cognitive Distraction Detection based on eye movement behavior and integration of multi-view space-channel feature,Qiao Y.,2025-03-25,266,,10.1016/j.eswa.2024.125975,SCOPUS_ID:85212347787
101,Real-Time Monitoring and Forecasting Ice Layer Thickness Growth Rate and Grip Loss on a Road Network During Winter Storm Events,Emami Tabrizi S.,2025-03-01,2679,189-200,10.1177/03611981241275580,SCOPUS_ID:85206634812
102,Real-time risk estimation for active road safety: Leveraging Waymo AV sensor data with hierarchical Bayesian extreme value models,Anis M.,2025-03-01,211,,10.1016/j.aap.2024.107880,SCOPUS_ID:85214207817
103,Driver Drowsiness Detection Based on Facial Video Non-Contact Heart Rate Measurement,Ding F.,2025-03-01,29,306-315,10.20965/jaciii.2025.p0306,SCOPUS_ID:105000795606
104,Enhanced Broad-Learning-Based Dangerous Driving Action Recognition on Skeletal Data for Driver Monitoring Systems,Li P.,2025-03-01,25,,10.3390/s25061769,SCOPUS_ID:105000919620
105,Conditional Generative Adversarial Network-Based roadway crash risk prediction considering heterogeneity with dynamic data,Park N.,2025-02-01,92,217-229,10.1016/j.jsr.2024.12.001,SCOPUS_ID:85211207184
106,Traffic sign recognition model based on scale sequence features and high-order spatial interactions,Zhang G.,2025-02-01,37,3605-3620,10.1007/s00521-024-10677-2,SCOPUS_ID:85212181382
107,Freeway real-time crash prediction using floating car data,Wang Y.,2025-02-01,171,,10.1016/j.trc.2025.105009,SCOPUS_ID:85215863087
108,"Burning gig, rewarding risk: Effects of dual exposure to incentive structure and heat condition on risky driving among on-demand food-delivery motorcyclists in Kaohsiung, Taiwan",Hsu C.K.,2025-02-01,210,,10.1016/j.aap.2024.107841,SCOPUS_ID:85210532473
109,OPTIMIZING ROAD SAFETY: THE ROLE OF GEOGRAPHIC INFORMATION SYSTEMS (GIS) IN TRAFFIC ACCIDENT ANALYSIS AND PREDICTION,Alfaras M.S.,2025-01-01,7,33-42,10.24874/PES07.01.005,SCOPUS_ID:105000049768
110,Enhanced Road Safety in IoV Using Deep Learning for Real-Time Accident Prediction and Prevention,Syed A.A.M.,2025-01-01,,325-332,10.1109/ICCMSO67468.2025.00065,SCOPUS_ID:105013847052
111,Cross-Temporal Fusion Memory Network for Traffic Accident Detection,Zhang Y.,2025-01-01,15040 LNCS,387-401,10.1007/978-981-97-8792-0_27,SCOPUS_ID:85209581758
112,TRACE: Traffic Response Anomaly Capture Engine for Localization of Traffic Incidents,Zulqarnain A.B.,2025-01-01,,42-49,10.1109/SMARTCOMP65954.2025.00067,SCOPUS_ID:105010835809
113,Comparative Analysis of Spatial Algorithms for Real-Time Traffic Accident Alerts,Chen R.C.,2025-01-01,,431-432,10.1109/ICCE-Taiwan66881.2025.11207808,SCOPUS_ID:105022416660
114,A Traffic Accident Prediction Model Based on Spatio-Temporal Depth Map and Transformer,Zhou C.,2025-01-01,,2527-2532,10.1109/CSCWD64889.2025.11033325,SCOPUS_ID:105011543555
115,ST-TAR: An Efficient Spatio-Temporal Learning Framework for Traffic Accident Risk Forecasting,Wang H.,2025-01-01,,7778-7785,10.24963/ijcai.2025/865,SCOPUS_ID:105021805466
116,DSDFormer: An Innovative Transformer-Mamba Framework for Robust High-Precision Driver Distraction Identification,Chen J.,2025-01-01,,,10.1109/TITS.2025.3625645,SCOPUS_ID:105022721170
117,Real- Time Driver Emotion Recognition Using CNN-LSTM for Enhanced Road Safety and Accident Prevention,Angel Barakka J.,2025-01-01,,,10.1109/ICCCT63501.2025.11020146,SCOPUS_ID:105008948223
118,Traffic Accident Prediction Method Based on Local Relational Features and Attention Mechanisms,Zhang Y.,2025-01-01,45,11-18,10.15918/j.tbit1001-0645.2024.018,SCOPUS_ID:105001503955
119,Self-Supervised State-Space Model for Real-Time Traffic Accident Forecasting Using eKAN Networks,Tan X.,2025-01-01,,,10.1177/03611981251381308,SCOPUS_ID:105023146622
120,Adaptive prediction of traffic incident duration using change detection and Bayesian networks,Bian Z.,2025-01-01,,,10.1080/23249935.2025.2467743,SCOPUS_ID:86000576595
121,"Exploring hotspots of traffic accidents in Chiniot-Sargodha Road, Punjab, Pakistan",Ashraf T.,2025-01-01,,,10.1007/s10668-025-05996-w,SCOPUS_ID:85217441536
122,Enhancing Traffic Crash Analysis with Fine-Tuned LLMs: A Social Media-Based Approach,Jaradat S.,2025-01-01,1268 LNNS,248-261,10.1007/978-3-031-82377-0_22,SCOPUS_ID:105000778667
123,COGNIDRIVE: Integrating AI and Computer Vision for Proactive Detection and Real-Time Monitoring of Driver Drowsiness,Swetha Margaret T.A.,2025-01-01,,105-123,10.4018/979-8-3693-8272-1.ch005,SCOPUS_ID:105007257658
124,Collision causal discovery and real-time prediction of freeway tunnels: A novel dual-task approach,Jin J.,2025-01-01,155,,10.1016/j.tust.2024.106216,SCOPUS_ID:85209086766
125,Next Gen Road Safety: Harnessing YOLOv11 Explainable AI and Cloud Aware Context,Nivethitha E.,2025-01-01,,,10.1109/ICETEA64585.2025.11100032,SCOPUS_ID:105015615429
126,Exploring Spatiotemporal Relational Learning With TimeSformer for Identifying the Severity of the Road Accidents,Kour V.,2025-01-01,,,10.1109/TCSS.2025.3592805,SCOPUS_ID:105013164313
127,Generative AI-Enhanced Multi-Physiological Signal Analysis for Intelligent Transportation Safety: An Attention-Masked Transformer Approach,Zhang F.,2025-01-01,,,10.1109/TITS.2025.3554808,SCOPUS_ID:105002557795
128,Multivariate Asynchronous Shapelets for Imbalanced Car Crash Predictions,Bianchi M.,2025-01-01,15243 LNAI,150-166,10.1007/978-3-031-78977-9_10,SCOPUS_ID:85218499420
129,Real-Time Detection of Mixed-Critical Events Using Vision-Language Models,Sadhwani S.,2025-01-01,13,181363-181384,10.1109/ACCESS.2025.3622638,SCOPUS_ID:105019586875
130,Spatio-Temporal Graph Convolutional Networks for Accident Detection in Video Surveillance,Allam M.,2025-01-01,,,10.1109/RAIT65068.2025.11089086,SCOPUS_ID:105013357946
131,Real-Time Driver Distraction Detection Using Fast R-CNN Algorithm,Kshatri S.S.,2025-01-01,,,10.1007/s40009-025-01605-6,SCOPUS_ID:85217193644
132,A Smartphone-Based Hybrid Model for Real-Time Monitoring of Aggressive Driving Behavior using Multidimensional Dynamic Time Warping,Upadhyay M.,2025-01-01,,,10.1109/ICEPE65965.2025.11139729,SCOPUS_ID:105016893293
133,A Multi-Task ConvoBiLSTM Model With Self-Attention for Concurrent Forecasting of Traffic Accident Risk and Severity,Muhammad A.S.,2025-01-01,19,,10.1049/itr2.70108,SCOPUS_ID:105023290447
134,Enhanced Multi-Class Driver Behavior Detection in IoMT Environments Using Hybrid LSTM-GRU Model,AlSalman H.,2025-01-01,13,142379-142396,10.1109/ACCESS.2025.3598005,SCOPUS_ID:105013252068
135,MemHookNet: Real-Time Multi-Class Heap Anomaly Detection with Log Hooking,Wang S.,2025-01-01,85,3041-3066,10.32604/cmc.2025.067636,SCOPUS_ID:105017277465
136,PedGT: Enhancing Pedestrian Intention Prediction Using a Skeleton-Based Graph-Transformer,Riaz M.N.,2025-01-01,,293-300,10.1109/IV64158.2025.11097602,SCOPUS_ID:105014238475
137,Alert Drive: Enhancing Road Safety with Deep Learning,Das S.,2025-01-01,1381 LNEE,17-28,10.1007/978-981-96-3644-0_2,SCOPUS_ID:105013738402
138,Real-Time Traffic Flow Prediction Model Based on Deep Learning: Taking Smart Highways as an Example,Li J.,2025-01-01,,,10.1142/S0129156425402396,SCOPUS_ID:86000536551
139,GTC-DAN: A graph-temporal convolutional model with dynamic adjacency for vehicle trajectory prediction,Chen H.,2025-01-01,73,,10.24425/bpasts.2024.152610,SCOPUS_ID:86000276027
140,Assessing Aggressive Driving Behaviour Using Attention Based Models,Aechtner J.,2025-01-01,2187 CCIS,54-81,10.1007/978-3-031-74650-5_4,SCOPUS_ID:85211464080
141,MRA-FD: Driver Fatigue Detection via Deep Convolutional Modeling With Local and Global Features,Zhang X.,2025-01-01,74,18035-18048,10.1109/TVT.2025.3580078,SCOPUS_ID:105008678911
142,Capturing signals of road traffic safety risk: based on the spatial-temporal correlation between traffic violations and crashes,Zhang R.,2025-01-01,26,557-566,10.1080/15389588.2024.2427270,SCOPUS_ID:85210764760
143,Driver Drowsiness Detection Using CNN and LSTM,Reddy B.K.,2025-01-01,,,10.1109/ICCDS64403.2025.11209635,SCOPUS_ID:105023869937
144,Deep BiLSTM Attention Model for Spatial and Temporal Anomaly Detection in Video Surveillance,Natha S.,2025-01-01,25,,10.3390/s25010251,SCOPUS_ID:85214511650
145,Hybrid Deep Learning for Proactive Driver Risk Prediction and Safety Enhancement,Sakthivel K.,2025-01-01,,1572-1577,10.1109/ICMSCI62561.2025.10894603,SCOPUS_ID:105000507788
146,Real-Time Pothole Detection System: A Deep Learning Approach with SSD,Leelavathy B.,2025-01-01,15526 LNCS,406-415,10.1007/978-3-031-81821-9_27,SCOPUS_ID:105000725027
147,Examining the spatial correlations between road traffic crash severity and their causative factors: A GIS-based geographically weighted regression approach for Southwest Nigeria,Odinfono J.,2025-01-01,,,10.1080/15389588.2025.2504631,SCOPUS_ID:105007654296
148,IncorporationNet: a novel bimodal EEG-EOG vigilance estimation method via time-frequency-space feature fusion network,Gao D.,2025-01-01,,,10.1080/10255842.2025.2515517,SCOPUS_ID:105010443534
149,Multivariate Machine Learning Model Based on YOLOv8 for Traffic Flow Prediction in Intelligent Transportation Systems,Wu F.,2025-01-01,13,105091-105100,10.1109/ACCESS.2025.3580201,SCOPUS_ID:105008661279
150,A 3D Convolutional Neural Network for Real Time Car Crash Detection in Road Traffic Videos,Mnafki Y.,2025-01-01,1346 LNNS,221-232,10.1007/978-3-031-87647-9_19,SCOPUS_ID:105003633157
151,Intersection Safety Modeling Using Semantic Scene Graph and Graph Neural Network,Sonth A.,2025-01-01,,569-576,10.1109/IV64158.2025.11097800,SCOPUS_ID:105014242170
