id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
39,Cannabinoid exposure in infants and children in the pediatric emergency department—the child protection perspective,Fridler D.,2025-05-01,184,,10.1007/s00431-025-06129-1,SCOPUS_ID:105003416422
40,Comparing impact kinematics and injury assessment between non-obese and obese occupants in the passenger bus rollover simulations,Alagheband M.,2025-05-01,185,,10.1016/j.ssci.2025.106779,SCOPUS_ID:85215381116
41,CCAF-Net: Cascade Complementarity-Aware Fusion Network for traffic accident prediction in dashcam videos,Liu W.,2025-04-01,624,,10.1016/j.neucom.2024.129285,SCOPUS_ID:85215396687
42,Mortality and life table analysis in a young cohort of pet cats in the UK,Taylor A.R.,2025-04-01,27,,10.1177/1098612X251314689,SCOPUS_ID:105003513087
43,Evaluation of Errors in Road Signs in a Long Roadwork Zone Using a Naturalistic Driving Study,Pashkevich A.,2025-04-01,17,,10.3390/su17083755,SCOPUS_ID:105003671950
44,Comparison of supervised ML algorithms for road traffic crash prediction models in Rwanda,de Dieu G.J.,2025-04-01,178,83-98,10.1680/jtran.23.00078,SCOPUS_ID:105003285070
45,Cutting-Edge Deep Learning Methods for Image-Based Object Detection in Autonomous Driving: In-Depth Survey,Saeedizadeh N.,2025-04-01,42,,10.1111/exsy.70020,SCOPUS_ID:85218924041
46,Method for Measuring Visibility on Foggy Highways Based on Depth Estimation of Encoder and Decoder,Peng P.,2025-04-01,45,,10.3788/AOS250467,SCOPUS_ID:105004738852
47,Low-budget equipment facilitating skid coefficient extraction for traffic accident analysis,Lima V.,2025-03-01,19,,10.1016/j.treng.2025.100305,SCOPUS_ID:85215392507
48,Management and functional outcomes of a pipkin type II fracture: A case report,Sallameh J.,2025-03-01,128,,10.1016/j.ijscr.2025.111091,SCOPUS_ID:85219058654
49,"The Influence of Occupant Characteristics, Seat Positioning, and Pre-Crash Maneuvers on Front Passenger Safety Performance",Dahiya A.,2025-03-01,147,,10.1115/1.4067331,SCOPUS_ID:85216434771
50,Post-procedural inappropriate sinus tachycardia after cardioneural ablation for malignant swallow syncope,Chelikam N.,2025-03-01,68,277-279,10.1007/s10840-024-01893-w,SCOPUS_ID:85200359139
51,Real-Time Driver Drowsiness Detection Using YOLOv8 with Whale Optimization Algorithm,Nandal P.,2025-02-10,13,15-33,10.4271/09-13-01-0001,SCOPUS_ID:105006744088
52,A Novel Approach to Road Safety: Detecting Illegal Overtaking Using Smartphone Cameras and Deep Learning for Vehicle Auditing,Marcomini K.D.,2025-02-01,14,,10.3390/jsan14010010,SCOPUS_ID:85218868805
53,Driver Drowsiness Detection Using Dlib,Mishra B.,2025-01-30,3253,,10.1063/5.0251941,SCOPUS_ID:85217533691
54,A Location-Based Application for Recording the Video Stream of Urban Traffic Cameras,Leoste K.A.,2025-01-01,1073,337-348,10.1007/978-981-97-5703-9_29,SCOPUS_ID:105000345793
55,Driver-Centric Design: Empirical Strategies for Optimizing the Visualization of Driving Information on Vehicle Liquid Crystal Display Dashboards,Lin J.L.,2025-01-01,13,67334-67349,10.1109/ACCESS.2025.3560681,SCOPUS_ID:105003759710
56,Experimental Biomechanical study on the consequences of dashboard injury of the pelvis after total hip replacement,Rácz K.,2025-01-01,,,10.1007/s00414-025-03633-9,SCOPUS_ID:105018328533
57,Crash data availability and best practices across the United States,Younes H.,2025-01-01,26,970-979,10.1080/15389588.2025.2466201,SCOPUS_ID:105002587519
58,"Enhancing Road Safety: A Study of iRAD and eDAR Initiatives by the Ministry of Road Transport and Highways, Government of India",Rao G.S.,2025-01-01,4,,10.56294/sctconf20251350,SCOPUS_ID:85215789160
59,Developing a statewide active transportation planning dashboard with mobility data,Bian R.‘.,2025-01-01,48,67-89,10.1080/03081060.2024.2343901,SCOPUS_ID:85191174006
60,An Improved Self-Attention for Video Prediction,Hata R.,2025-01-01,432 SIST,447-459,10.1007/978-981-96-1154-6_30,SCOPUS_ID:105013027744
61,Smart Vehicle Safety System with Overload Detection and ML-based Driver Monitoring,Sudharsan S.,2025-01-01,,393-398,10.1109/ICIMA64861.2025.11073987,SCOPUS_ID:105013845848
62,COGNIDRIVE: Integrating AI and Computer Vision for Proactive Detection and Real-Time Monitoring of Driver Drowsiness,Swetha Margaret T.A.,2025-01-01,,105-123,10.4018/979-8-3693-8272-1.ch005,SCOPUS_ID:105007257658
63,Exploring the Potential of Real-Time Crash Risk-Based Intelligent Transportation Systems on Urban Networks,Ghoul T.,2025-01-01,710 LNCE,297-309,10.1007/978-3-031-95111-4_22,SCOPUS_ID:105019296828
64,Design and Implementation of Accident Detection and Ant Optimization in VANETs in Smart Cities,Tejaswi L.L.,2025-01-01,,,10.1109/ICFTS62006.2025.11032003,SCOPUS_ID:105010834467
65,IoT-Enabled Intelligent Traffic Signals for Optimizing Smart Cities using V2I Communications,Annie Silviya S.H.,2025-01-01,,991-997,10.1109/ICSCSA66339.2025.11171093,SCOPUS_ID:105018464958
66,"Correction to: Atypical Multi-ligamentous Knee Injury (MLKI): Binary Injury with Avulsion of One Cruciate and Tear of the Other, or Bi-cruciates Avulsion with or Without Collateral Ligament Injury Following Road Traffic Accidents (RTA) (Indian Journal of Orthopaedics, (2024), 58, 11, (1594-1606), 10.1007/s43465-024-01256-7)",Ramakanth R.,2025-01-01,59,128-130,10.1007/s43465-024-01270-9,SCOPUS_ID:85208925078
67,Gluteal Degloving Injury: A Form of Dashboard Injury,Yanagawa Y.,2025-01-01,18,43-44,10.4103/jets.jets_119_24,SCOPUS_ID:105001496579
68,Drowsiness Detection Using Convolutional Neural Network with Eye Feature Analysis,Baral G.,2025-01-01,,,10.1109/ICMI65310.2025.11141118,SCOPUS_ID:105016994123
69,Efficient Pipelined Hardware Architecture for Depth-Map-Based Image Dehazing System,Vidyamol K.,2025-01-01,33,1082-1093,10.1109/TVLSI.2024.3519262,SCOPUS_ID:105001081623
70,Pothole Detection using Deep Learning,Rao Alleshwaram V.G.,2025-01-01,,2031-2037,10.1109/ICCMC65190.2025.11140736,SCOPUS_ID:105016904763
71,Tableau Driven Insights and Trends of Road Accidents in Kerala from 2018 to 2023,Tejaswi K.,2025-01-01,,,10.1109/ICCC64910.2025.11077297,SCOPUS_ID:105012776236
72,YOLOv8-Powered Driver Monitoring: A Scalable and Efficient Approach for Real-Time Distraction Detection,Kaif A.,2025-01-01,,338-345,10.1109/ICICT64420.2025.11005355,SCOPUS_ID:105007430857
73,“Dozing off” in the car and excessive daytime sleepiness (EDS) in Parkinson’s disease: a survey of 125 patients,Sportelli C.,2025-01-01,,,10.1007/s00702-025-02995-z,SCOPUS_ID:105016128036
74,Identifying factors affecting crash injury severity of pillion riders using interpretable machine learning techniques,Panicker A.K.,2025-01-01,32,290-302,10.1080/17457300.2025.2501573,SCOPUS_ID:105004847910
729,Advances in the endovascular management of acute injury,Reed A.,2011-03-01,23,58-63,10.1177/1531003510386494,SCOPUS_ID:80054046943
75,Classification of Lateral Driving Events Using Vehicle Response Signals for Profiling Driving Behaviors,Arichandran R.,2025-01-01,673 LNCE,287-297,10.1007/978-981-96-8448-9_20,SCOPUS_ID:105020193648
76,Evaluating the effectiveness of facial actions features for the early detection of driver drowsiness in driving safety monitoring system,Rahmawati Y.,2025-01-01,10,179-189,10.21924/cst.10.1.2025.1594,SCOPUS_ID:105013626724
77,Leveraging Generative AI in Electric Vehicles for Enhanced Driver Safety and Advanced Communication Systems,Vinoth Kumar P.,2025-01-01,,21-27,10.1109/ICC-ROBINS64345.2025.11086338,SCOPUS_ID:105013472483
78,Exploring the Equity Impact: Analyzing the Relationship between Railroad Safety and Sociodemographic Factors,Zahedian S.,2025-01-01,,,10.1177/03611981251332264,SCOPUS_ID:105006979976
79,Injury Severity for Hazard and Risk Analyses: Calculation of ISO 26262 S-parameter Values from Real-World Crash Data,Krampe J.,2025-01-01,,,,SCOPUS_ID:105015949158
80,An Automated Framework for Lane Closure Detection on Highway Using Connected Vehicle Data and Machine Learning Models,Dumka A.,2025-01-01,2025,,10.1155/atr/9579025,SCOPUS_ID:105007550173
81,Dual Space DTR-net Learning based Heart Disease Prediction,Maragatham T.,2025-01-01,,1464-1471,10.1109/IDCIOT64235.2025.10914786,SCOPUS_ID:105001664014
82,Design of driver DMS algorithm based on human posture prediction,Deng B.,2025-01-01,13780,,10.1117/12.3072357,SCOPUS_ID:105014926575
83,Optimized Fpga-Accelerated Yolov8-Based Driver Drowsiness Detection System for Real-Time Embedded Automotive Applications,Emmanuel E.,2025-01-01,,,10.1109/ICMI65310.2025.11141294,SCOPUS_ID:105016993556
84,Comparative Analysis of Specific Speed Estimation Methods: INVIAS and Local Equations in the Ecuadorian Context,García-Ramírez Y.,2025-01-01,,,10.11159/iccste25.150,SCOPUS_ID:105012167003
85,Changing Trends of Maxillofacial Fractures in Tumkur - A Prospective Study,Kumar R.M.,2025-01-01,15,51-55,10.4103/ams.ams_132_24,SCOPUS_ID:105010655766
86,"19th CCF Conference on Computer Supported Cooperative Work and Social Computing, ChineseCSCW 2024",,2025-01-01,2343 CCIS,,,SCOPUS_ID:105000825574
87,"19th CCF Conference on Computer Supported Cooperative Work and Social Computing, ChineseCSCW 2024",,2025-01-01,2344 CCIS,,,SCOPUS_ID:105001339407
88,Safety assessment of a tractor semi-trailer based on handling and stability maneuvers,Viganico C.E.H.,2025-01-01,,,10.1177/09544070251355301,SCOPUS_ID:105013993747
89,Pattern of road traffic fatalities in India: a case study of Chhattisgarh State,Banerjee A.,2025-01-01,32,101-107,10.1080/17457300.2025.2486625,SCOPUS_ID:105004018421
90,Circular Economy of Soil: Best Practices in Excess Soil Management in Ontario,Piryonesi S.M.,2025-01-01,696 LNCE,91-103,10.1007/978-3-031-97693-3_8,SCOPUS_ID:105020660416
91,Towards Safe Cities and Sustainable Transport Systems: Assessing the Correlation Between Non-Motorized Transport Facilities and Road Crash Incidents,Dancel J.D.,2025-01-01,,858-866,10.1109/ICSSAS66150.2025.11080958,SCOPUS_ID:105012824928
92,"Effects of Injury Registry Data on Policymaking, Hospitalizations, and Mortality: Systematic Review",Medeiros-De-souza A.C.,2025-01-01,11,,10.2196/67115,SCOPUS_ID:105015674573
93,Observation of the effect of artificial dermis technology combined with full-thickness skin graft coverage in the treatment of foot and ankle wound defects in the elderly,Xie Q.,2025-01-01,33,,10.1177/10225536251324055,SCOPUS_ID:105000971631
94,Effectiveness of a Series of Road Humps on Home Zone Streets: A Case Study,Majer S.,2025-01-01,17,,10.3390/su17020644,SCOPUS_ID:85215787638
95,FREQUENCY AND DETERMINANTS OF ROAD TRAFFIC ACCIDENTS AMONG DRIVERS OF KHYBER PAKHTUNKHWA PAKISTAN: A PUBLIC HEALTH PERSPECTIVE,Ishtiaq M.,2024-12-30,32,360-364,10.52764/jms.24.32.4.13,SCOPUS_ID:85214893566
96,A Comparative Study of Electric Car In-cabin Temperature and Air Quality,Hristov R.,2024-12-23,3294,,10.1063/5.0253942,SCOPUS_ID:85214995252
97,Applying the multiphase optimization strategy to evaluate the feasibility and effectiveness of an online road safety education intervention for children and parents: a pilot study,Pham J.,2024-12-01,24,,10.1186/s12889-024-19208-z,SCOPUS_ID:85197491602
98,"Survival status and its predictors among adult victims of road traffic accident admitted to public hospitals of Bahir Bar City, Amhara regional state, Northwest, Ethiopia, 2023: multi center retrospective follow-up study",Kebede A.G.,2024-12-01,24,,10.1186/s12873-024-01093-9,SCOPUS_ID:85205447151
99,"Describing trauma patient characteristics and care provided at a referral hospital in Mwanza, Tanzania: a prospective cross-sectional study",Suleman S.,2024-12-01,17,,10.1186/s12245-024-00775-2,SCOPUS_ID:85212786785
100,"Impact of injury mortality changes on life expectancy in Tianjin, 2003 and 2021",Yin X.,2024-12-01,55,,10.1016/j.injury.2024.111919,SCOPUS_ID:85205914202
101,“I know when to stop”: sentinels and counterstrategies against drowsy driving in narcolepsy and idiopathic hypersomnia,Beguin E.,2024-12-01,47,,10.1093/sleep/zsae168,SCOPUS_ID:85212456798
102,"Examining firearm-related deaths in Mexico, 2015–2022",Weigend Vargas E.,2024-12-01,11,,10.1186/s40621-024-00519-z,SCOPUS_ID:85199976400
103,PAPPS expert group: Lifestyle recommendations,Córdoba García R.,2024-11-01,56,,10.1016/j.aprim.2024.103133,SCOPUS_ID:85210121613
104,"Magnitude, mechanism and outcome of pediatric trauma at university of gondar comprehensive specialized hospital, 2023",Molla Y.D.,2024-10-15,10,,10.1016/j.heliyon.2024.e39000,SCOPUS_ID:85205914900
105,Risk prediction model for distracted driving: Characterizing interactions of eye glances and manual sequences,Li S.,2024-10-01,37,,10.1016/j.tbs.2024.100851,SCOPUS_ID:85196484585
106,Interactive on-ramp merging decision-making with motion prediction considering merging motivation,Liu J.,2024-10-01,238,3584-3599,10.1177/09544070231187687,SCOPUS_ID:85165548434
107,Research on the Optimization Method of Bus Travel Safety Considering Drivers’ Risk Characteristics,Dou Y.,2024-10-01,14,,10.3390/app14209598,SCOPUS_ID:85207356971
108,Human reliability of the intelligent construction site tower crane driver interface based on DEMATEL-ISM-BN,Lixia N.,2024-10-01,19,,10.1371/journal.pone.0303996,SCOPUS_ID:85206649541
109,"Unsafe Practices of Motorcycle Riders in El Petén, Guatemala: A Community Observational Study and a Retrospective Institutional Review",Flores M.,2024-09-01,301,103-109,10.1016/j.jss.2024.04.084,SCOPUS_ID:85196715665
110,"“ A Retrospective study of medico-legal cases in BGS GIMS hospital -Bangalore, Karnataka:”",Vinay H.N.,2024-09-01,16,9-17,,SCOPUS_ID:85213972126
111,"Distribution and Abundance of Wildlife Roadkills in Jengka, Pahang, Peninsular Malaysia",Hamzah N.E.F.,2024-09-01,20,1049-1058,10.11113/mjfas.v20n5.3576,SCOPUS_ID:85208376388
112,The impact of injury deaths on gender gap in life expectancy in Tianjin from 2003 to 2021,Yin X.,2024-08-10,45,1084-1092,10.3760/cma.j.cn112338-20240424-00214,SCOPUS_ID:85201926552
113,A Novel Accident Duration Prediction Method Based on a Conditional Table Generative Adversarial Network and Transformer,Wang Y.,2024-08-01,16,,10.3390/su16166821,SCOPUS_ID:85202615375
114,Reamed intramedullary nailing of diaphyseal multifragmentary femur fractures (AO/OTA 32-C) without fluoroscopy guidance: prospective analysis of methods and short-term outcomes in a low-resource setting,Adesina S.A.,2024-08-01,34,3109-3117,10.1007/s00590-024-04040-3,SCOPUS_ID:85197537634
115,Negative Factors Influencing Multiple-Trauma Patients,Anghele M.,2024-08-01,14,1562-1570,10.3390/clinpract14040126,SCOPUS_ID:85202490102
116,How interchange spacing effects drivers’ visual performance in high-density interchange groups − a naturalistic driving study,He H.,2024-07-01,104,433-448,10.1016/j.trf.2024.06.011,SCOPUS_ID:85196376017
117,Erratum: Expression of Concern: Platoon Interactions and Real-World Traffic Simulation and Validation Based on the LWR-IM (PLoS ONE (2016) 11:1 (e0144798) DOI: 10.1371/journal.pone.0144798),,2024-07-01,19,,10.1371/journal.pone.0306213,SCOPUS_ID:85198339013
118,Does participatory design lead to safer human-machine interaction? Efficiency and distraction with truck dashboards designed by drivers,François M.,2024-06-01,174,,10.1016/j.ssci.2024.106482,SCOPUS_ID:85186768699
119,CLOUD-BASED WEB APPLICATION WITH INTELLIGENT CONNECTED DIGITAL VIDEO RECORDER (ICDVR),Mazlan A.M.A.,2024-06-01,19,1031-1047,,SCOPUS_ID:85197574697
120,"Incidence, patterns, and management of frontal sinus fractures: A 10-year retrospective study at a tertiary medical center, Saudi Arabia",Alshahrani A.M.,2024-06-01,45,585-590,10.15537/smj.2024.45.6.20240167,SCOPUS_ID:85195003902
121,Application of Degradation and Optimization Models for digitization of Maintenance Management in Railway Infrastructures,Rodríguez M.,2024-06-01,58,115-120,10.1016/j.ifacol.2024.08.059,SCOPUS_ID:85206163301
122,Comparison of closed percutaneous screw reduction versus open reduction and internal fixation in the treatment of frontal sinus fractures: A retrospective study,Kaplan G.O.,2024-06-01,52,743-747,10.1016/j.jcms.2024.03.027,SCOPUS_ID:85189461826
123,A novel technique for extensive submacular hemorrhage using high-dose tissue plasminogen activator,Chauhan K.,2024-06-01,72,921,10.4103/IJO.IJO_2295_23,SCOPUS_ID:85194525594
124,Responsiveness and Precision of Digital IMUs under Linear and Curvilinear Motion Conditions for Local Navigation and Positioning in Advanced Smart Mobility,Chiominto L.,2024-06-01,15,,10.3390/mi15060727,SCOPUS_ID:85197126489
125,Artificial Intelligence for Urban Safety: A Case Study for reducing road accident in Genoa,Marceddu A.,2024-05-31,48,131-138,10.5194/isprs-archives-XLVIII-4-W10-2024-131-2024,SCOPUS_ID:85196747849
126,The study on the estimation of vehicles speed using a dashboard camera,Yang W.C.,2024-05-01,83,45777-45798,10.1007/s11042-023-17171-2,SCOPUS_ID:85174304958
127,Vision-Based Accident Anticipation and Detection Using Deep Learning,Verma A.,2024-05-01,27,22-29,10.1109/MIM.2024.10505198,SCOPUS_ID:85191578590
128,Safer Streets Priority Finder: An Open-Source Tool for Vulnerable Road User Safety Analysis and Prioritization,Schoner J.,2024-05-01,2678,542-555,10.1177/03611981231189734,SCOPUS_ID:85168138255
129,A Sensor-Based Application for Eco-Driving Management in Short-Term Car Rentals,Adamczak M.,2024-05-01,16,,10.3390/su16093805,SCOPUS_ID:85192692525
130,Cardiac indices of driver fatigue across in-lab and on-road studies,Musicant O.,2024-05-01,117,,10.1016/j.apergo.2023.104202,SCOPUS_ID:85182021216
131,Study on a Method for Reconstructing Pre-Crash Situations Using Data of an Event Data Recorder and a Dashboard Camera,Matsumura H.,2024-04-09,,,10.4271/2024-01-2891,SCOPUS_ID:85192955231
132,Evaluation of the Full-Frontal Crash Regulation for the M1 Category of Vehicles from an Indian Perspective,Mehta P.,2024-04-09,,,10.4271/2024-01-2750,SCOPUS_ID:85193005049
133,Multifactorial Mechanical Properties Study on Rat Skin at Intermediate Strain Rates - Using Orthogonal Experimental Design,Yang S.,2024-04-09,,,10.4271/2024-01-2512,SCOPUS_ID:85193011817
134,Retrograde intramedullary nailing with supplemental plate and lag screws allows early weight bearing following distal end-segment femur fractures (AO/OTA 33) in a low-resource setting,Adesina S.A.,2024-04-01,34,1519-1527,10.1007/s00590-023-03828-z,SCOPUS_ID:85183000761
135,Simplified and rapid prediction of earthquake-induced track dynamic irregularity of high-speed railway bridges under different site conditions,Zhou W.,2024-04-01,179,,10.1016/j.soildyn.2024.108563,SCOPUS_ID:85186522186
136,Investigation of Force and Reaction Time on Car Pedals During Natural Driving,Chan D.Z.,2024-03-11,2998,,10.1063/5.0188512,SCOPUS_ID:85188282789
137,"Frontal Sinus Fractures: An Evaluation of Patient Demographics, Mechanisms of Injury, Classification, and Management Strategies in Patients Referred to a Trauma Center, From 2014 to 2019",Khojastepour L.,2024-03-01,35,505-509,10.1097/SCS.0000000000009786,SCOPUS_ID:85186450849
138,Pavement Pothole Detection Method Based on Vehicle-Borne Laser Point Clouds,Ma X.,2024-03-01,51,,10.3788/CJL231000,SCOPUS_ID:85192678810
139,Study on the methodology of emergency decision-making for water transfer project contingencies: A case-based reasoning and regret theory approach,Li F.,2024-03-01,19,,10.1371/journal.pone.0300272,SCOPUS_ID:85188348105
140,Epidemiology of Trauma Caused by Traffic Accidents in Patients Admitted to Imam Khomeini Hospital in Urmia During 2017-2022,Nikoo R.B.,2024-02-01,17,507-517,,SCOPUS_ID:85200697202
141,Intraoperative Closed Reduction of Traumatic Lateraloptosis: Operative Nuances,Powers A.Y.,2024-01-14,26,86-91,10.1227/ons.0000000000000905,SCOPUS_ID:85180011806
142,The Documentation of Injuries Caused by Traffic Accidents,Hartung B.,2024-01-12,121,27-36,10.3238/arztebl.m2023.0145,SCOPUS_ID:85185837175
143,An Embedded Temporal Information Graph Network For Traffic Accident Anticipation,Fu H.,2024-01-01,,2819-2824,10.1109/CAC63892.2024.10865189,SCOPUS_ID:86000738053
144,A Geospatial Drug Abuse Risk Assessment and Monitoring Dashboard Tailored for School Students: Development Study With Requirement Analysis and Acceptance Evaluation,Al-Aboosi A.M.,2024-01-01,11,,10.2196/48139,SCOPUS_ID:85200160265
145,Efficient Route Prediction Using ML Algorithm,Sobiya R.,2024-01-01,,,10.1109/ICCDS60734.2024.10560450,SCOPUS_ID:85197936100
146,Assessment of the Effect of Road Infrastructure on Traffic Accidents Based on the Fuzzy Linear Regression Method,Muratova M.A.,2024-01-01,846,221-235,10.1007/978-3-031-49390-4_16,SCOPUS_ID:85197913460
222,An Intelligent Pothole Management System Using Multi-Tasking CNN on Android,Chourasia S.,2023-01-01,,258-263,10.1109/INDICON59947.2023.10440909,SCOPUS_ID:85187366237
147,Driving Change: Leveraging Predictive Modeling and Geospatial Insights to Strengthen Road Safety Measures in India and USA,Balashivudu G.T.,2024-01-01,,,10.1109/ICCCNT61001.2024.10723942,SCOPUS_ID:85212862956
148,Road Traffic Accident Data Standardization System Based on Field Map,Yuan W.,2024-01-01,12,192510-192527,10.1109/ACCESS.2024.3514935,SCOPUS_ID:85212132670
